Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Mặt tiền,Đường vào,Pháp lý,Nội thất,Số tầng,Hướng nhà,Hướng ban công
https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-duan-phuong-nguyen-du/ban-vi-tri-vang-tien-khung-kinh-doanh-dinh-pr43133465,"Đường Lê Duẩn, Phường Nguyễn Du, Hai Bà Trưng, Hà Nội",65 tỷ,158 m²,,,"9,8 m",,,,2 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-duc-thang/ban-le-van-hien-34m2-phan-lo-o-to-noi-that-chu-tang-nhinh-5ty-pr43032658,"Đức Thắng, Bắc Từ Liêm, Hà Nội","5,65 tỷ",34 m²,,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-xa-hung-dao_1/-3tx45m2-duong-rong-4m-o-to-dau-cua-duong-dong-la-3km-kdt-do-nghia-ha-dong-gia-3-05-ty-pr42223164,"Xã Hưng Đạo, Quốc Oai, Hà Nội","2,85 tỷ",48 m²,3 phòng,,,,Sổ đỏ/ Sổ hồng,"Tủ bếp, tay vịn cầu thang gỗ tự nhiên, gạch ốp nát, trần thạch cao, bình nc Sơn Hà, dây điện Trần Phú, đèn điện chiếu sáng, tủ áo, các thiết bị WC, cửa sổ cửa thông phòng nhôm kính Việt Pháp...",3 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-pho-thai-thinh-phuong-thinh-quang/ban-mat-ngo-1-kinh-doanh-sam-uat-o-to-qua-4-tang-xay-chac-chan-cho-thue-kd-pr43133341,"Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",18 tỷ,55 m²,4 phòng,4 phòng,"3,4 m",,Sổ đỏ/ Sổ hồng,,4 tầng,Tây,Đông
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-dinh-cong-prj-khu-do-thi-moi-dai-kim-dinh-cong/don-song-thong-duong-vanh-2-5-doan-tu-dam-hong-giai-phong-lh-pr42096255,"Dự án KĐTM Đại Kim - Định Công, Phường Định Công, Hoàng Mai, Hà Nội",Thỏa thuận,100 m²,,,,,,,,Nam,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-dinh-cong-prj-khu-do-thi-moi-dai-kim-dinh-cong/don-song-thong-duong-vanh-2-5-doan-tu-dam-hong-giai-phong-pr42065316,"Khu đô thị mới Đại Kim - Định Công, Định Công, Hoàng Mai, Hà Nội",Thỏa thuận,100 m²,,,,,,,,Nam,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-dinh-cong-prj-khu-do-thi-moi-dai-kim-dinh-cong/gia-tu-5x-trieu-m2-kdt-mo-rong-lh-pr42063793,"Dự án KĐTM Đại Kim - Định Công, Phường Định Công, Hoàng Mai, Hà Nội",Thỏa thuận,100 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-dinh-cong-prj-khu-do-thi-moi-dai-kim-dinh-cong/don-song-thong-duong-vanh-2-5-doan-tu-dam-hong-giai-phong-lh-pr42089679,"Dự án KĐTM Đại Kim - Định Công, Phường Định Công, Hoàng Mai, Hà Nội",Thỏa thuận,110 m²,,,,30 m,,,,Nam,
https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-ngoc-vu-phuong-trung-hoa-4/phan-lo-oto-tranh-via-he-2-ben-kd-vo-doi-ngo-thong-tu-phia-85m-6t-mt5m-gia-30-5-ty-pr43133443,"Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Cầu Giấy, Hà Nội","30,5 tỷ",85 m²,3 phòng,10 phòng,5 m,10 m,Sổ đỏ/ Sổ hồng,Đầy đủ,6 tầng,,
https://batdongsan.com.vn/ban-dat-phuong-van-quan/ban-gap-lo-con-sot-lai-mat-pho-dt-65m2-mt-4-met-via-he-kinh-doanh-k-loi-gia-dau-tu-pr42512465,"Văn Quán, Hà Đông, Hà Nội",Thỏa thuận,65 m²,,,4 m,15 m,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-dinh-cong-prj-khu-do-thi-moi-dai-kim-dinh-cong/lien-ke-biet-thu-kdt-mo-rong-gia-tu-7x-trieu-m-lh-pr43113012,"Khu đô thị mới Đại Kim - Định Công, Định Công, Hoàng Mai, Hà Nội",Thỏa thuận,95 m²,,,,,,,,Nam,
https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-dinh-cong-prj-khu-do-thi-moi-dai-kim-dinh-cong/don-song-thong-duong-vanh-2-5-doan-tu-dam-hong-giai-phong-lh-pr42184795,"Dự án KĐTM Đại Kim - Định Công, Phường Định Công, Hoàng Mai, Hà Nội",Thỏa thuận,100 m²,,,,,,,,Nam,
https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-dinh-cong-prj-khu-do-thi-moi-dai-kim-dinh-cong/gia-tu-5x-trieu-m2-lien-ke-kdt-mo-rong-lh-pr42253610,"Dự án KĐTM Đại Kim - Định Công, Phường Định Công, Hoàng Mai, Hà Nội",Thỏa thuận,100 m²,,,,,,,,,
https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-dinh-cong-prj-khu-do-thi-moi-dai-kim-dinh-cong/don-song-thong-duong-vanh-2-5-doan-tu-dam-hong-giai-phong-lh-pr42184947,"Khu đô thị mới Đại Kim - Định Công, Định Công, Hoàng Mai, Hà Nội",Thỏa thuận,100 m²,,,,,,,,Nam,
https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-dinh-cong-prj-khu-do-thi-moi-dai-kim-dinh-cong/gia-tu-5x-trieu-m2-lien-ke-kdt-mo-rong-lh-pr42079539,"Dự án KĐTM Đại Kim - Định Công, Phường Định Công, Hoàng Mai, Hà Nội",Thỏa thuận,100 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-khuc-thua-du-phuong-dich-vong-hau/-dep-ngo-thong-vai-m-ra-48mx-4-tang-noi-that-long-lanh-hon-7-ty-pr43034428,"Phố Khúc Thừa Dụ, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","7,2 tỷ",48 m²,,,,,Sổ đỏ/ Sổ hồng,Nội thất đẹp.,5 tầng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tran-phu-thi-tran-thuong-tin-prj-him-lam-thuong-tin/ban-shophouse-can-goc-gia-dau-tu-cuc-tot-pr40902557,"Dự án Him Lam Thường Tín, Đường Trần Phú, Thị trấn Thường Tín, Thường Tín, Hà Nội",Thỏa thuận,"81,3 m²",,,,,Hợp đồng mua bán,,5 tầng,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-hoang-sam-phuong-nghia-do-1/-lo-goc-80m2-8-tang-mt-18m-gia-43-ty-tien-khung-lh-pr43133424,"Phố Hoàng Sâm, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",43 tỷ,80 m²,10 phòng,10 phòng,,12 m,Sổ đỏ/ Sổ hồng,Đầy đủ,8 tầng,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-ba-vanh-phuong-phu-dien/-lo-btl-dt-98-110m-x7-tang-mt-7m-lo-goc-gia-n-31-5-ty-pr43133423,"Đường Phan Bá Vành, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội","31,5 tỷ",110 m²,5 phòng,5 phòng,7 m,18 m,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,Bắc,Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-phuc-hoa-1-phuong-phu-thuong-1/-dep-phan-lo-goc-83m2-4t-gia-chi-14-5-ty-ngon-nhat-an-vuong-tay-ho-pr42919680,"Đường Phúc Hoa, Phường Phú Thượng, Tây Hồ, Hà Nội","14,5 tỷ",83 m²,3 phòng,3 phòng,"5,8 m",5 m,Sổ đỏ/ Sổ hồng,Đầy đủ,4 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-hoang-quoc-viet-phuong-nghia-do-1/chinh-chu-ban-ccmn-55m2-2pn2vs-ang-tran-cung-full-noi-that-moi-gia-1ty9-pr41964298,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội","1,9 tỷ",55 m²,2 phòng,2 phòng,,,Hợp đồng mua bán,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-xuan-dinh-phuong-xuan-dinh/ban-2pn-1wc-dep-nhu-cc-thuong-mai-tai-bac-tu-liem-gia-1-9-ty-pr42998276,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội","1,8 tỷ",55 m²,2 phòng,1 phòng,,,Hợp đồng mua bán,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-dong-ngac-prj-ia20-ciputra/chi-6-ty-ban-3pn-full-noi-that-view-song-ng-dep-nhat-ha-noi-pr42664931,"IA20 Ciputra, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",6 tỷ,100 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh-prj-the-golden-palm-le-van-luong/vo-toi-sap-sinh-chuyen-nha-dat-ban-130m2-tai-goden-plam-mua-ban-truc-tiep-0396116555-pr35857692,"The Golden Palm Lê Văn Lương, 21, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội","9,99 tỷ",124 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-trung-van-prj-ecolife-capitol/2-vo-chong-muon-chuyen-len-o-ban-lai-studio-49m2-1pn-1-wc-tai-so-do-cc-pr30280491,"Dự án Ecolife Capitol, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội","3,8 tỷ",49 m²,1 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-duong-noi/-an-phu-villa-kdt-moi-ha-dong-gia-dau-tu-sieu-loi-nhuan-dt-170-m2-gia-42-ty-pr43132801,"Phường Dương Nội, Hà Đông, Hà Nội",42 tỷ,180 m²,,,,,,,,,
https://batdongsan.com.vn/ban-dat-xa-tan-dan-11/chinh-chu-gui-ban-manh-xuan-le-soc-son-dt-88m-mat-tien-5-45m-vuong-van-pr43115309,"Xã Tân Dân, Sóc Sơn, Hà Nội",25 triệu/m²,88 m²,,,"5,45 m",4 m,Sổ đỏ/ Sổ hồng,,,Tây - Bắc,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/nha-em-ban-nhanh-3-png-ngu-goc-toa-mtrix-gia-10-6-ty-lh-pr43040730,"Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",100 triệu/m²,106 m²,3 phòng,2 phòng,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-chinh-phuong-khuong-thuong/ban-mat-ngo-to-nhu-pho-dt-127m-4-tang-mt-3-9m-chi-15-9-ty-co-luong-pr43032288,"Ngõ 120, Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội","15,9 tỷ",127 m²,,,"3,9 m",5 m,Sổ đỏ/ Sổ hồng,,4 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-n04-kdt-dong-nam-tran-duy-hung/vo-chong-em-ban-3-phong-ngu-toa-nha-dt-120m2-gia-11-ty-pr43133391,"N04 - KĐT Đông Nam Trần Duy Hưng, Hoàng Đạo Thúy, Trung Hòa, Cầu Giấy, Hà Nội",11 tỷ,120 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-cau-do-4-phuong-ha-cau/ban-tai-4-ng-noi-ngo-o-to-thong-kinh-anh-duoc-pr40566425,"Đường Cầu Đơ 4, Phường Hà Cầu, Hà Đông, Hà Nội","8,4 tỷ",35 m²,4 phòng,3 phòng,"4,2 m",,Sổ đỏ/ Sổ hồng,,4 tầng,Nam,Tây - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-phung-hung-1-phuong-phuc-la-prj-khu-do-thi-moi-xa-la/-tien-giam-sau-goc-75m2-2pn-2vs-toa-bmm-gia-3-15-ty-pr43105283,"Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội","3,15 tỷ",75 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Đông - Nam,Tây - Bắc
https://batdongsan.com.vn/ban-dat-duong-ho-chi-minh-xa-thuy-xuan-tien/ban-tai-chhuong-my-ha-noi-4-8-ty-208-9-m2-gia-uu-dai-pr43133245,"Đường Hồ Chí Minh, Xã Thuỷ Xuân Tiên, Chương Mỹ, Hà Nội","4,8 tỷ","208,9 m²",,,10 m,20 m,Sổ đỏ/ Sổ hồng,,,Đông - Bắc,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huy-tuong-phuong-thanh-xuan-trung-prj-bohemia-residence/vo-cng-em-ban-nhanh-2-png-ngu-dt-86m2-dc-dn-gia-7-ty-lh-pr43133365,"Bohemia Residence, Nguyễn Huy Tưởng, Thanh Xuân Trung, Thanh Xuân, Hà Nội","7,2 tỷ",86 m²,,,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-dai-mo-prj-roman-plaza/-ban-gap-2pn-78m2-full-noi-that-gia-ban-4-8-ty-bao-phi-pr42385527,"Dự án Roman Plaza, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội","5,35 tỷ",78 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-pho-lua-phuong-van-phuc-1/7-tyx-ha-dong-6-tang-full-noi-that-lo-goc-thoanh-sang-thang-may-vi-vu-an-sinh-tot-pr43133360,"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội","7,55 tỷ","36,5 m²",3 phòng,4 phòng,8 m,3 m,Sổ đỏ/ Sổ hồng,Đầy đủ,6 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-me-tri-phuong-me-tri-prj-golden-palace/ban-2pn-thap-b-day-du-noi-that-dep-gia-5-7-ty-bao-phi-lh-pr42534911,"Dự án Golden Palace, đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội","5,7 tỷ",85 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-prj-the-pride/ban-3pn-3vs-146m2-tang-trung-ha-dong-gia-6-05-ty-day-du-noi-that-pr42471184,"Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội","3,9 tỷ",73 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-khu-do-thi-trung-hoa-nhan-chinh/ban-121m2-2pn-sua-duoc-thanh-3pn-toa-24t-gia-ban-65tr-m2-lh-pr43092786,"Khu đô thị Trung Hòa - Nhân Chính, Hoàng Đạo Thúy, Trung Hòa, Cầu Giấy, Hà Nội",65 triệu/m²,121 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Nam,Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thanh-xuan-trung-prj-golden-land/ban-duplex-130m2-3pn-2vs-gia-re-nhat-toa-nha-8-5-ty-bao-phi-pr42983120,"Golden Land, Nguyễn Trãi, Thanh Xuân Trung, Thanh Xuân, Hà Nội","8,5 tỷ",130 m²,3 phòng,2 phòng,,,Đang chờ sổ,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thanh-xuan-trung-prj-golden-land/ban-3pn-113m2-toa-moi-tower-full-noi-that-moi-dep-gia-9-95-ty-lh-pr43095056,"Golden Land, 275, Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","9,95 tỷ",113 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,"Đầy đủ: Giường tủ quần áo, sofa bàn trà, bàn ăn, hệ thống điều hoà âm trần Daikin, tủ lạnh 2 cánh, máy giặt, máy rửa bát hiện đại, thiết bị bếp Bosch, thiết bị vệ sinh, khoá cửa thông minh Dessmann.",,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-me-tri-phuong-me-tri-prj-golden-palace/ban-118m2-3pn-huong-nam-tang-mat-full-do-lh-pr42359288,"Dự án Golden Palace, đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội","8,15 tỷ",128 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Bắc,Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-nhan-chinh-prj-ha-noi-center-point/-ban-5-gia-tot-60-63-77-82-90m2-tang-trung-pr43093211,"Hà Nội Center Point, Hoàng Đạo Thúy, Nhân Chính, Thanh Xuân, Hà Nội",7 tỷ,81 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-khu-do-thi-trung-hoa-nhan-chinh/ban-3pn-tang-toa-34t-ang-gia-ban-60tr-m2-bao-phi-lh-pr42299151,"Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",65 triệu/m²,146 m²,3 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Đông - Nam,Đông - Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-dinh-phuong-trung-hoa-4/can-ban-ngo-54-n-chinh-cau-giay-xay-5-tang-pr43040870,"Đường Nguyễn Thị Định, Phường Trung Hòa, Cầu Giấy, Hà Nội","18,3 tỷ",40 m²,,,4 m,,,,5 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-2-prj-flc-complex-36-pham-hung/ban-3pn-97m2-tang-trung-dep-nhat-toa-flc36-gia-6-95-ty-bao-phi-lh-pr42734636,"Dự án FLC Complex Phạm Hùng, 36 Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","6,95 tỷ",97 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Nam,Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-cao-phuong-bach-dang/ban-pho-50-m2-2-tang-mat-tien-be-the-10-m-ra-oto-gan-pho-pr43126032,"Đường Nguyễn Cao, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội","8,5 tỷ",50 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,,2 tầng,,
https://batdongsan.com.vn/ban-dat-xa-bac-phu/hot-ban-thi-tiec-song-can-tien-nen-giam-50tr-cho-khach-mua-trong-vong-7-ngay-pr42909426,"Xã Bắc Phú, Sóc Sơn, Hà Nội",26 triệu/m²,80 m²,,,6 m,5 m,Sổ đỏ/ Sổ hồng,,,Tây,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thanh-xuan-trung-prj-golden-land/ban-toa-ang-huy-275-95m2-2pn-full-noi-that-gia-6-5-ty-full-do-bao-phi-pr42982897,"Golden Land, Nguyễn Trãi, Thanh Xuân Trung, Thanh Xuân, Hà Nội","6,5 tỷ",98 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huy-tuong-phuong-thanh-xuan-trung-prj-imperia-garden/ban-66m2-2pn-2vs-toa-imperial-nha-dep-full-noi-that-gia-6-5-ty-bao-phi-pr42979487,"Imperia Garden, số 203, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","6,5 tỷ",66 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,"Đầy đủ nội thất đẹp, hiện đại.",,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-la-khe-prj-the-terra-an-hung/b-cao-cap-3pn-98m2-b-cong-dong-nam-gia-5-75-ty-day-du-noi-that-pr42418081,"Dự án The Terra An Hưng, Phường La Khê, Hà Đông, Hà Nội","6,85 tỷ",98 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thanh-xuan-trung-prj-golden-land/ban-3pn-130m2-cc-275-full-noi-that-moi-gia-10-5-ty-lh-pr42981575,"Golden Land, 275, Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","10,5 tỷ",130 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,"Đầy đủ: Giường tủ quần áo, sofa bàn trà, bàn ăn, hệ thống điều hoà âm trần Daikin, tủ lạnh 2 cánh, máy giặt, máy rửa bát hiện đại, thiết bị bếp Bosch, thiết bị vệ sinh, khoá cửa thông minh Dessmann.",,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-nhan-chinh/quan-n-thanh-xuan-lo-goc-hai-mat-thoang-ngo-nong-moi-dt-33m-5t-5mt-7-3-ty-co-thuong-luong-pr43133343,"Ngõ 145, Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội","7,3 tỷ",33 m²,3 phòng,4 phòng,5 m,,Sổ đỏ/ Sổ hồng,,5 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-goldseason/ban-3pn-102m2-tang-ban-cong-dong-nam-47-6-5-ty-bao-phi-lh-pr42351394,"GoldSeason, 47, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","6,5 tỷ",102 m²,3 phòng,2 phòng,,,Hợp đồng mua bán,Đầy đủ,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-khu-do-thi-trung-hoa-nhan-chinh/-chu-ban-tai-toa-17t-6-mat-p-ang-full-noi-that-pr43040859,"Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",Thỏa thuận,119 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-xa-an-khanh-4-prj-khu-biet-thu-thien-duong-bao-son/ban-130-8m2-gia-sieu-re-chi-nhinh-19-ty-pr40710663,"Dự án Bảo Sơn Paradise, Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội",20 tỷ,131 m²,,,"6,6 m",,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-70-2-phuong-phuong-canh-prj-hateco-apollo/ban-3pn-4-7-ty-70-m2-3pn-2wc-huong-nam-bac-full-noi-that-co-tro-vay-ngan-hang-pr43133337,"Hateco Apollo, 70, Phương Canh, Nam Từ Liêm, Hà Nội","4,7 tỷ",70 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,,,Nam,Bắc
https://batdongsan.com.vn/ban-nha-rieng-phuong-giang-bien-1/ban-14-5-ty-92m2-mat-tien-7-5m-duong-de-vang-long-pr43133335,"Giang Biên, Long Biên, Hà Nội","14,5 tỷ",92 m²,3 phòng,3 phòng,"7,5 m",13 m,Sổ đỏ/ Sổ hồng,,3 tầng,Đông - Nam,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-van-bao-phuong-lieu-giai/sieu-hiem-pho-thang-may-xin-so-dep-2-thoang-gan-o-to-dt-43m2-6-tang-pr43133334,"Đường Vạn Bảo, Phường Liễu Giai, Ba Đình, Hà Nội","8,5 tỷ",43 m²,4 phòng,5 phòng,"3,8 m",3 m,Sổ đỏ/ Sổ hồng,Đầy đủ,6 tầng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-thi-tran-tram-troi-prj-khu-do-thi-moi-lideco-bac-quoc-lo-32/ban-275-5m2-kdt-vi-tri-dep-view-vuon-hoa-gan-truc-trung-tam-pr43006065,"Khu đô thị mới Lideco - Bắc Quốc lộ 32, Quốc lộ 32, Trạm Trôi, Hoài Đức, Hà Nội",124 triệu/m²,"275,5 m²",,,"14,5 m",,SĐCC.,,,Đông - Nam,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-duong-noi-prj-khu-do-thi-geleximco-le-trong-tan/giam-soc-3-5-ty-lk-ha-dong-dien-tich-120m2-x-5-tang-mat-tien-6m-gia-chi-18ty-pr43041377,"Dự án Geleximco Lê Trọng Tấn, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",18 tỷ,120 m²,6 phòng,4 phòng,6 m,16 m,Sổ đỏ/ Sổ hồng,,5 tầng,,
https://batdongsan.com.vn/ban-dat-duong-dai-lo-thang-long-xa-an-khanh-4/-goc-thong-oto-7-cho-vao-57m-khh-nhinh-4-dong-pr42936120,"Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",83 triệu/m²,57 m²,,,410 m,4 m,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-duong-noi-prj-khu-do-thi-geleximco-le-trong-tan/giam-gia-soc-lk-c-80m2-hoan-thien-dep-gia-nhinh-16-ty-pr43026447,"Geleximco Lê Trọng Tấn, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội","16,2 tỷ",80 m²,6 phòng,4 phòng,4 m,18 m,Sổ đỏ/ Sổ hồng,,5 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-khu-do-thi-trung-hoa-nhan-chinh/-ban-penhouse-mat-cau-giay-hn-view-toan-thanh-pr43040852,"Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",Thỏa thuận,300 m²,4 phòng,4 phòng,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-khu-do-thi-trung-hoa-nhan-chinh/-ban-goc-hau-n05-toa-25-t-duong-chinh-pr43040848,"Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",Thỏa thuận,159 m²,3 phòng,3 phòng,,,,,,,
