Link,Địa chỉ,Mức giá,Diện tích,Pháp lý,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Mặt tiền,Đường vào,Nội thất,Hướng nhà,Hướng ban công
https://batdongsan.com.vn/ban-nha-rieng-pho-lang-ha-phuong-lang-ha/toa-chdv-dong-tien-90-tr-tng-66m-7-tang-i-mat-thoang-gan-ngo-rong-pr43097012,"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội","16,5 tỷ",66 m²,Sổ đỏ/ Sổ hồng,13 phòng,13 phòng,7 tầng,,,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dao-phuong-phu-do/ban-my-dinh-38m2-5-tang-3-ngu-2-mat-thoang-ngo-2-5m-gan-bai-o-to-hon-7-ty-pr42998174,"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội","7,5 tỷ",36 m²,Sổ đỏ/ Sổ hồng,3 phòng,4 phòng,5 tầng,4 m,,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-nhan-phuong-thanh-nhan/ban-sieu-xinh-n-ha-noi-38m2-thang-may-2-thoang-gan-ho-mat-me-pr43069143,"Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội","11,9 tỷ",38 m²,Sổ đỏ/ Sổ hồng,3 phòng,5 phòng,6 tầng,"3,6 m",2 m,Nội thất nhập khẩu sang trọng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-dao-tan-phuong-cong-vi/ban-ba-dinh-109m2-4-g-dang-la-2-can-6-5m-mat-tien-de-o-hay-xay-ccmn-gia-20-6-ty-pr42977827,"Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội","20,6 tỷ",109 m²,Sổ đỏ/ Sổ hồng,6 phòng,6 phòng,5 tầng,"6,5 m",3 m,Cơ bản,,
https://batdongsan.com.vn/ban-dat-duong-cu-khoi-phuong-cu-khoi/ban-gap-manh-phan-lo-long-bien-80m2-oto-do-thoai-mai-gia-tot-pr43101574,"Đường Cự Khối, Phường Cự Khối, Long Biên, Hà Nội",155 triệu/m²,80 m²,Sổ đỏ/ Sổ hồng,,,,4 m,13 m,,Đông - Nam,
https://batdongsan.com.vn/ban-nha-rieng-duong-doi-can-phuong-doi-can/chinh-chu-ban-pho-dt-25m-mt-5-6m-3-tang-3-phong-ngu-full-noi-that-rat-gan-pho-pr43066481,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội","4,8 tỷ",25 m²,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,3 tầng,"5,6 m","1,8 m",Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-pho-quan-nhan-phuong-nhan-chinh/toa-chdv-lo-goc-2-thoang-ba-gac-gan-o-to-thang-may-18p-kk-dt-100tr-th-80m2-pr42345545,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",21 tỷ,115 m²,Sổ đỏ/ Sổ hồng,31 phòng,31 phòng,8 tầng,"8,5 m",3 m,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-quang-tien-phuong-tay-mo/ban-dat-tang-2-5-tang-mt-5-2m-vi-tri-dac-dia-qh-ra-mat-pho-kep-18-13m-pr43101274,"Đường Quang Tiến, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","14,5 tỷ","49,6 m²",Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,3 tầng,"5,2 m",6 m,Cơ bản,Tây - Nam,Tây - Nam
https://batdongsan.com.vn/ban-nha-mat-pho-duong-thuy-khue-phuong-thuy-khue/ban-quan-tay-ho-58m2t-tang-20-8-ty-khue-pr43101482,"Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội","20,8 tỷ",58 m²,Sổ đỏ/ Sổ hồng,2 phòng,1 phòng,2 tầng,,10 m,Không nội thất,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tu-hoang-phuong-xuan-phuong/-tin-that-100-ban-chdv-52m2-x-15ch-tai-ngo-35-dong-tien-750-trieu-nam-gan-dh-phenika-pr43101260,"Ngõ 35, Đường Tu Hoàng, Phường Xuân Phương, Nam Từ Liêm, Hà Nội","12,5 tỷ",52 m²,Sổ đỏ/ Sổ hồng,15 phòng,15 phòng,6 tầng,"5,3 m",3 m,Cao cấp,Đông - Bắc,Đông - Bắc
https://batdongsan.com.vn/ban-dat-xa-tien-xuan/-chinh-chu-can-ban-gap-nghi-duong-view-trieu-do-nhu-da-lat-dien-tich-1700co-150m-tho-cu-pr41265728,"Xã Tiến Xuân, Thạch Thất, Hà Nội",Thỏa thuận,1.700 m²,Sổ đỏ/ Sổ hồng,,,,20 m,8 m,,Đông - Bắc,
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-hoi-xa-ngoc-hoi-1/sieu-hiem-thanh-tri-60m-5-tang-8-ngu-thang-may-chay-thoang-sang-dep-don-tet-nhinh-7-ty-pr41807482,"Ngọc Hồi, Ngọc Hồi, Thanh Trì, Hà Nội",6 tỷ,60 m²,Sổ đỏ/ Sổ hồng,8 phòng,,5 tầng,,,,,
https://batdongsan.com.vn/ban-nha-rieng-xa-lien-ninh/tuong-chuc-ngu-hiep-72m-5-ngu-o-to-do-cua-chi-hon-5-ty-pr43004239,"Xã Liên Ninh, Thanh Trì, Hà Nội",Thỏa thuận,72 m²,Sổ đỏ/ Sổ hồng,5 phòng,,4 tầng,,,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-hoang-liet/hang-xom-linh-dam-42m-5-tang-nhieu-ngu-gan-pho-o-to-do-cua-pr41624104,"Phường Hoàng Liệt, Hoàng Mai, Hà Nội","5,5 tỷ",42 m²,Sổ đỏ/ Sổ hồng,6 phòng,4 phòng,5 tầng,,,,,
https://batdongsan.com.vn/ban-dat-xa-yen-bai/-nghi-duong-view-cach-dong-doi-nui-tuyet-dep-tai-ba-vi-dai-ha-gia-gap-can-ban-nhan-pr41980996,"Xã Yên Bài, Ba Vì, Hà Nội",4 triệu/m²,1.950 m²,Sổ đỏ/ Sổ hồng.,,,,30 m,6 m,,,
https://batdongsan.com.vn/ban-dat-xa-tien-xuan/ban-gan-dai-hoc-gan-duong-cao-toc-dai-lo-thang-long-sat-xanhvila-thach-that-gia-re-pr41252874,"Đường đại lộ thăng Long , Xanhvila Tiến xuân thạch thất",Thỏa thuận,370 m²,Sổ đỏ/ Sổ hồng,,,,10 m,8 m,,Đông - Nam,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-tu-hiep-prj-hong-ha-eco-city/ban-cc-3-5-ty-64m2-2pn-2wc-sieu-hot-pr43101473,"Dự án Hồng Hà Eco City, Xã Tứ Hiệp, Thanh Trì, Hà Nội","3,5 tỷ",64 m²,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,,,Cơ bản,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-yen-nghia-1/ban-4pn-4wc-51m2-12-45-ty-tai-khu-c-dat-dich-vu-ha-dong-ha-noi-t-pr43101458,"Phường Yên Nghĩa, Hà Đông, Hà Nội","12,45 tỷ",51 m²,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,4 tầng,,8 m,Đầy đủ,,
https://batdongsan.com.vn/ban-dat-duong-tinh-quang-phuong-giang-bien-1/ban-tho-cu-dien-tich-50m2-mat-tien-6-1m-tai-to-1-sieu-re-chi-1-5-ty-pr39841936,"Tổ 1, Đường Tình Quang, Phường Giang Biên, Long Biên, Hà Nội","3,95 tỷ",51 m²,Sổ đỏ/ Sổ hồng.,,,,,4 m,,Tây - Nam,
https://batdongsan.com.vn/ban-dat-xa-phu-cat-1/can-chuyen-nhuong-gap-lo-tuyet-dep-sat-truong-gd-da-chi-tue-dong-xuan-quoc-oai-pr41419338,"Xã Phú Cát, Quốc Oai, Hà Nội",Thỏa thuận,1.012 m²,Sổ đỏ/ Sổ hồng.,,,,20 m,8 m,,Đông,
https://batdongsan.com.vn/ban-nha-mat-pho-phuong-hoang-liet/-q-mai-60m-6-tang-kinh-doanh-sam-uat-dep-o-luon-nhinh-10-ty-pr42518008,"Phường Hoàng Liệt, Hoàng Mai, Hà Nội",10 tỷ,60 m²,Sổ đỏ/ Sổ hồng.,,,6 tầng,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-dong-thien-phuong-vinh-hung-2/pho-42m-4-phong-ngu-full-noi-that-truong-mam-non-canh-gia-6-6-ty-pr43100945,"Đường Đông Thiên, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội","6,6 tỷ",42 m²,Sổ đỏ/ Sổ hồng,4 phòng,,4 tầng,"3,8 m",,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-bac-1-thi-tran-van-dien/-vu-lang-trung-tam-sam-uat-nhat-thanh-tri-60m2-4-tang-dan-xay-pr43101434,"Đường Nguyễn Bặc, Thị trấn Văn Điển, Thanh Trì, Hà Nội","8,8 tỷ",60 m²,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,4 tầng,"4,4 m",3 m,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-bo-song-set-phuong-thinh-liet/ban-10-7-ty-41-m2-5-tang-tai-ngo-141-giap-nhi-hoang-mai-ha-noi-pr43100941,"Đường Bờ Sông Sét, Phường Thịnh Liệt, Hoàng Mai, Hà Nội","10,7 tỷ",41 m²,Sổ đỏ/ Sổ hồng,6 phòng,5 phòng,5 tầng,5 m,5 m,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-dai-kim/sieu-hiem-hoang-liet-phan-lo-quan-doi-50m-5-tang-o-to-do-cua-ngo-thong-o-to-tranh-hon-10-ty-pr43005688,"Phường Đại Kim, Hoàng Mai, Hà Nội",Thỏa thuận,50 m²,Sổ đỏ/ Sổ hồng.,4 phòng,,5 tầng,,,,,
https://batdongsan.com.vn/ban-dat-duong-co-dien-b-xa-yen-my-4/-dep-o-to-do-cua-tich-40m-mt-4m-so-do-chinh-chu-gia-ban-3-5-ty-pr43101324,"Đường Cổ Điển B, Xã Yên Mỹ, Thanh Trì, Hà Nội","3,5 tỷ",40 m²,Sổ đỏ/ Sổ hồng,,,,4 m,"3,5 m",,,
https://batdongsan.com.vn/ban-nha-rieng-pho-kham-thien-phuong-tho-quan/sieu-pham-dep-dong-da-ngo-nong-45m-ra-full-noi-that-xin-so-gia-chi-6-15-ty-pr42856862,"Phố Khâm Thiên, Phường Thổ Quan, Đống Đa, Hà Nội","6,15 tỷ",28 m²,Sổ đỏ/ Sổ hồng,3 phòng,4 phòng,5 tầng,"3,2 m","2,5 m",Đầy đủ,,
https://batdongsan.com.vn/ban-dat-duong-bat-khoi-xa-bat-trang-1/chinh-chu-thanh-khoan-lo-full-tho-cu-tai-dong-du-gia-lam-pr43100854,"Đường Bát Khối, Xã Bát Tràng, Gia Lâm, Hà Nội","5,65 tỷ","76,6 m²",Sổ đỏ/ Sổ hồng,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-co-nhue-phuong-co-nhue-2/-ban-3-tang-lo-goc-dt-50m2-gia-8-2-ty-dep-dan-xay-o-ngay-50m-ra-pho-o-to-pr43101319,"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội","8,2 tỷ",50 m²,Sổ đỏ/ Sổ hồng,,,3 tầng,,,,,
https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-kien-hung-prj-khu-do-thi-thanh-ha-muong-thanh/lien-ke-xay-7-tang-kdt-cienco5-pr43100503,"Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội",Thỏa thuận,100 m²,Hợp đồng mua bán,,,7 tầng,5 m,14 m,,Nam,Nam
https://batdongsan.com.vn/ban-nha-rieng-phuong-thanh-tri/ban-tai-hoang-mai-ha-noi-7-65-ty-43-m2-chinh-chu-hot-pr43100849,"Phường Thanh Trì, Hoàng Mai, Hà Nội","7,65 tỷ",43 m²,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,,,,Cơ bản,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-hoang-liet-prj-hh2-linh-dam/ban-2pn-2wc-70m2-tai-gia-1-89-ty-pr43100786,"Dự án HH2 Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","1,89 tỷ",70 m²,,2 phòng,2 phòng,,,,Đầy đủ,,
https://batdongsan.com.vn/ban-dat-duong-nguyen-quy-tri-xa-kieu-ky/ban-188m-o-to-chay-vong-quanh-tai-gia-lam-hn-pr43100785,"Đường Nguyễn Quý Trị, Xã Kiêu Kỵ, Gia Lâm, Hà Nội","9,02 tỷ",188 m²,Sổ đỏ/ Sổ hồng,,,,,3 m,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-van-phuc-phuong-van-phuc-1/ban-dich-vu-phan-lo-o-to-via-he-7-tang-thang-may-pr43099223,"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội","17,5 tỷ",50 m²,Sổ đỏ/ Sổ hồng,,,7 tầng,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-dai-kim-prj-khu-do-thi-moi-dai-kim-dinh-cong/cuc-hiem-lk-kdt-2-mat-tien-via-he-rong-kinh-doanh-view-vuon-hoa-5-tang-thang-may-moi-pr43100588,"Dự án KĐTM Đại Kim - Định Công, Phường Đại Kim, Hoàng Mai, Hà Nội",25 tỷ,73 m²,Sổ đỏ/ Sổ hồng,,,5 tầng,,,,,
https://batdongsan.com.vn/ban-dat-xa-hoang-dieu-1/dau-tu-la-thang-nhanh-tay-khong-mat-truc-chinh-kinh-doanh-bat-chap-pr43101270,"Xã Hoàng Diệu, Chương Mỹ, Hà Nội",14 triệu/m²,286 m²,,,,,10 m,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-binh-phuong-mo-lao/ban-dt-38m2-x-3-8m-mt-lo-goc-thoang-gia-7-4-ty-pr42096471,"Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội","7,4 tỷ",40 m²,Sổ đỏ,4 phòng,,4 tầng,"3,8 m",,,,
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-vanh-dai-2-5-phuong-dai-kim-prj-khu-do-thi-moi-dai-kim-dinh-cong/b-lo-mat-ong-2-5-kdt-mo-rong-117m2-mat-tien-6m-pr43100511,"Dự án KĐTM Đại Kim - Định Công, Đường Vành Đai 2,5, Phường Đại Kim, Hoàng Mai, Hà Nội",17 tỷ,117 m²,Hợp đồng mua bán,,,,6 m,40 m,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-thanh-tri/ban-60m2-5-tang-4-8-ty-o-to-do-cong-pr41665990,"Phường Thanh Trì, Hoàng Mai, Hà Nội","4,95 tỷ",58 m²,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,5 tầng,,,Cơ bản,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-kien-hung-prj-khu-do-thi-thanh-ha-muong-thanh/co-hoi-dau-tu-vang-dien-tich-tu-90m-den-300m2-gia-chi-tu-90mtr-m2-pr43097742,"Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội",Thỏa thuận,90 m²,Hợp đồng mua bán,,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-sapphire-1-vinhomes-ocean-park/-dap-tng-vinmes-park-pr43100484,"Dự án The Sapphire 1 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội","5,8 tỷ",110 m²,Sổ đỏ/ Sổ hồng,3 phòng,,,,,,,
https://batdongsan.com.vn/ban-dat-phuong-tay-tuu/hang-hot-e-tong-hop-chuyen-nhuong-dich-vu-da-boc-tham-lo-dep-gia-tot-hang-chuan-pr43095133,"Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",11 tỷ,80 m²,Đang chờ sổ,,,,5 m,17 m,,Tây - Nam,
https://batdongsan.com.vn/ban-dat-xa-van-canh-1/ban-50m2-mat-duong-20m-huong-dong-truc-thong-sang-khu-chung-cu-an-lac-symphony-gia-dau-tu-cuc-tot-pr41147716,"Xã Vân Canh, Huyện Hoài Đức, Hà Nội",145 triệu/m²,50 m²,Sổ đỏ/ Sổ hồng,,,,"3,45 m",20 m,,Đông,
https://batdongsan.com.vn/ban-dat-duong-6-4-xa-dong-son-4/ban-manh-147-150-cong-te-no-tranh-60-1m-khu-vuon-cay-son-pr43101259,"147 - 150, Đường 6, Xã Đông Sơn, Chương Mỹ, Hà Nội",Thỏa thuận,"60,1 m²",Sổ đỏ/ Sổ hồng,,,,"5,35 m",7 m,,,
https://batdongsan.com.vn/ban-dat-xa-phu-son_1/ban-thi-gia-lam-ha-noi-dien-tich-170m2-pr43100406,"Xã Phú Sơn, Gia Lâm, Hà Nội",5 tỷ,170 m²,Sổ đỏ/ Sổ hồng,,,,5 m,3 m,,Nam,
https://batdongsan.com.vn/ban-nha-rieng-duong-dai-tu-phuong-hoang-liet/sieu-pham-56m-5-tang-gan-pho-o-to-do-cua-nhinh-5-ty-pr42081995,"Đường Đại Từ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",5 tỷ,56 m²,Sổ đỏ/ Sổ hồng.,6 phòng,,5 tầng,,,,,
https://batdongsan.com.vn/ban-dat-xa-phuong-dinh-1/cuc-dep-103-4m2-mat-duong-quy-hoach-rong-28m-dang-den-bu-lam-duong-dan-pr42980060,"Xã Phương Đình, Đan Phượng, Hà Nội",59 triệu/m²,"103,4 m²",Sổ đỏ/ Sổ hồng.,,,,"4,39 m",28 m,,Tây - Nam,
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-32-xa-di-trach/-goc-58-3m2-dau-gia-ngay-cong-kdt-hinode-royal-park-mt-16m-huong-dn-sat-chung-cu-geleximco-pr43101501,"Đường Quốc lộ 32, Xã Di Trạch, Hoài Đức, Hà Nội",160 triệu/m²,"58,3 m²",Sổ đỏ/ Sổ hồng,,,,,10 m,,Đông - Nam,
https://batdongsan.com.vn/ban-dat-duong-xuan-canh-xa-xuan-canh-1/ban-80m2-5m-x-16m-gia-f0-6m-o-to-tranh-trach-dong-anh-ha-noi-pr43069354,"Đường Xuân Canh, thôn Xuân Trạch, Xã Xuân Canh, Đông Anh, Hà Nội",Thỏa thuận,80 m²,Sổ đỏ/ Sổ hồng,,,,5 m,6 m,,Tây,
https://batdongsan.com.vn/ban-nha-mat-pho-phuong-mo-lao/ban-lk-khu-dv-ha-dong-50m2-3-tang-via-he-rong-vi-tri-kd-gia-tot-t-15-5t-pr43095615,"Phường Mỗ Lao, Hà Đông, Hà Nội",Thỏa thuận,50 m²,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,3 tầng,4 m,10 m,Cơ bản,,
https://batdongsan.com.vn/ban-nha-rieng-pho-hang-ma-phuong-hang-ma/ban-doi-can-ba-dinh-34m2-6-tang-thang-may-mat-4-6m-ngo-nong-moi-chi-nhinh-8d-pr43101497,"Phố Hàng Mã, Phường Hàng Mã, Hoàn Kiếm, Hà Nội","8,3 tỷ",34 m²,Sổ đỏ/ Sổ hồng,,,6 tầng,"4,6 m",,Đầy đủ,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-imperia-sola-park/ban-gap-2pn-2wc-55m2-gia-3-74-ty-bao-phi-g2-view-be-boi-o-lh-pr43096504,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Thỏa thuận,55 m²,Hợp đồng mua bán,2 phòng,2 phòng,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-giai-phong-phuong-giap-bat/ban-ngo-629-xay-moi-hien-dai-noi-that-cao-cap-khu-vuc-ha-tang-phat-trien-manh-pr43101413,"Đường Giải Phóng, Phường Giáp Bát, Hoàng Mai, Hà Nội","6,6 tỷ",35 m²,Sổ đỏ/ Sổ hồng,3 phòng,4 phòng,5 tầng,"3,8 m",3 m,Đầy đủ,,
https://batdongsan.com.vn/ban-dat-xa-minh-tri/e-chinh-chu-can-thanh-khoan-lo-dep-108m-lap-soc-son-pr43101255,"Xã Minh Trí, Sóc Sơn, Hà Nội",21 triệu/m²,108 m²,Sổ đỏ/ Sổ hồng,,,,5 m,"4,5 m",,Đông - Nam,
https://batdongsan.com.vn/ban-nha-rieng-duong-van-canh-xa-van-canh-1/hang-hiem-mat-pho-o-to-tranh-via-he-thang-may-kinh-doanh-pr43101234,"Đường Vân Canh, Xã Vân Canh, Hoài Đức, Hà Nội","14,5 tỷ",63 m²,Sổ đỏ/ Sổ hồng,10 phòng,6 phòng,6 tầng,,,Đầy đủ,,
https://batdongsan.com.vn/ban-dat-duong-nguyen-anh-troi-xa-huu-van/ban-lo-goc-64-8m-hoa-binh-van-pr43101215,"Đường Nguyễn Anh Trỗi, Xã Hữu Văn, Chương Mỹ, Hà Nội","1,9 tỷ","64,8 m²",Sổ đỏ/ Sổ hồng,,,,5 m,4 m,,,
https://batdongsan.com.vn/ban-dat-xa-tan-xa/ban-lo-dep-thon-1-gia-dau-tu-pr43101204,"Thôn 1, Xã Tân Xã, Thạch Thất, Hà Nội","4,7 tỷ","107,4 m²",Sổ đỏ/ Sổ hồng,,,,5 m,5 m,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-kim-ma-phuong-kim-ma/cuc-hiem-via-he-da-bong-tien-khung-kd-sam-uat-ngay-dem-56m2-6t-pr43101217,"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",23 tỷ,56 m²,Sổ đỏ/ Sổ hồng,,,6 tầng,5 m,,,,
https://batdongsan.com.vn/ban-nha-rieng-xa-thanh-van-1/ban-nr-tai-2-838-nghin-vnd-40m2-3pn-2wc-sieu-hot-pr43101200,"Xã Thanh Văn, Thanh Oai, Hà Nội","2,84 tỷ",40 m²,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,3 tầng,"7,42 m",2 m,Đầy đủ,Tây - Nam,Tây - Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-luu-huu-phuoc-phuong-my-dinh-2/-sieu-dep-6-tang-thang-may-via-he-kinh-doanh-thoang-truoc-sau-noi-that-xin-so-pr42530033,"Đường Lưu Hữu Phước, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","39,8 tỷ",130 m²,Sổ đỏ/ Sổ hồng,5 phòng,6 phòng,6 tầng,7 m,,Đầy đủ,,
https://batdongsan.com.vn/ban-dat-xa-kim-chung-1/lo-goc-58-3m-dau-gia-ngay-cong-kdt-hinode-royal-park-mt-16m-huong-dn-sat-cu-geleximco-pr43019363,"Xã Kim Chung, Hoài Đức, Hà Nội",Thỏa thuận,"58,3 m²",Sổ đỏ/ Sổ hồng,,,,,10 m,,Đông - Nam,
https://batdongsan.com.vn/ban-nha-rieng-duong-hau-duong-xa-kim-chung/ban-dep-3-tang-chu-xay-o-moi-tinh-48m-mt4-dong-anh-pr43101082,"Đường Hậu Dưỡng, Xã Kim Chung, Đông Anh, Hà Nội",Thỏa thuận,48 m²,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,3 tầng,4 m,,Cơ bản,,
https://batdongsan.com.vn/ban-dat-duong-21a-xa-my-luong-2/ban-78m-2-mat-tien-doi-dien-benh-vien-nam-son-pr43101136,"Đường 21A, Xã Mỹ Lương, Chương Mỹ, Hà Nội","1,75 tỷ",78 m²,Sổ đỏ/ Sổ hồng,,,,"5,2 m",4 m,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-chi-thanh-phuong-lang-thuong/-ban-nha-tap-the-2-ngu-70-m-3-4-ty-pr43101182,"Ngõ 107, Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội","3,4 tỷ",70 m²,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,,,Đầy đủ,Đông,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-5-xa-dong-hoi-prj-eurowindow-river-park/chinh-chu-ban-33m2-san-135m2-xay-dung-4-tang-so-lau-dai-pr39695417,"Dự án Eurowindow River Park, Đường 5, Xã Đông Hội, Đông Anh, Hà Nội",Thỏa thuận,33 m²,Hợp đồng mua bán,,,4 tầng,,,Cơ bản,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-an-duong-phuong-quang-an-2/-dtmb-50m2-tien-3-7-4-tg-gia-16-5-ty-pr43101113,"Đường An Dương, Phường Quảng An, Tây Hồ, Hà Nội","16,5 tỷ",50 m²,Sổ đỏ,,,4 tầng,"3,7 m",,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-au-co-phuong-nhat-tan-2/-gan-cv-nuoc-lac-long-quan-43m2-x-7-tang-thang-may-kinh-doanh-gan-lotte-19-x-ty-pr43100956,"Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",18 tỷ,43 m²,Sổ đỏ/ Sổ hồng,6 phòng,6 phòng,7 tầng,4 m,6 m,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-yen-lang-phuong-thinh-quang/re-ngon-ban-pho-65m-5-tang-mat-tien-khung-6-5m-dong-tien-800tr-nam-pr43100899,"Đường Yên Lãng, Phường Thịnh Quang, Đống Đa, Hà Nội","29,8 tỷ",65 m²,Sổ đỏ/ Sổ hồng,4 phòng,,5 tầng,"6,4 m",,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-phu-do-phuong-phu-do/-48m-mt-5m-kinh-anh-nho-ngo-thong-4-ngu-gia-12-8-ty-htl915673-pr42942652,"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội","12,8 tỷ",48 m²,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,4 tầng,,,,,
https://batdongsan.com.vn/ban-dat-duong-5-xa-kim-chung/ban-75m-truc-chinh-vua-o-vua-kinh-doanh-doi-dien-benh-vien-nhiet-doi-wto-co-so-2-da-hn-pr43101455,"Đường 5, Xã Kim Chung, Đông Anh, Hà Nội",Thỏa thuận,75 m²,Sổ đỏ/ Sổ hồng,,,,4 m,6 m,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-bui-xuong-trach-phuong-khuong-dinh/ban-depo-to-10m33m-5-tangchi-6-58-ty-pr43084333,"Ngõ 1, Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội","6,58 tỷ",33 m²,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,5 tầng,"3,6 m",3 m,,,
https://batdongsan.com.vn/ban-nha-rieng-xa-mai-dinh-1/ban-soc-son-truc-chinh-kinh-doanh-130m2-7-7ty-pr43100873,"Xã Mai Đình, Sóc Sơn, Hà Nội","7,7 tỷ",130 m²,,3 phòng,3 phòng,4 tầng,"5,2 m",10 m,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-5b-xa-da-ton-prj-masteri-waterfront/ban-gap-studio-thiet-ke-nhu-1n-tam-view-dep-2-nhan-nha-o-ngay-truc-27-toa-h2-pr42686441,"Masteri Waterfront, Quốc Lộ 5B, Đa Tốn, Gia Lâm, Hà Nội","2,6 tỷ",36 m²,Hợp đồng mua bán,1 phòng,1 phòng,,,,Cơ bản,Đông - Bắc,Đông - Bắc
