Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Hướng nhà,Hướng ban công,Mặt tiền,Đường vào,Pháp lý,Nội thất
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-co-nhue-2-prj-nha-o-cho-can-bo-chien-sy-bo-cong-an/-ban-70m2-02pn-02vs-day-du-nt-cc-csbca-thai-ha-constrexim-gia-re-nhat-thi-truong-pr42305251,"Dự án Nhà ở cho CBCS Bộ Công an, Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội","4,65 tỷ",70 m²,2 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-dat-xa-kim-hoa-1/chi-2x-tr-m-co-ngay-lo-full-tho-cu-tai-phu-tri-me-linh-o-to-vao-tan-3-mat-tng-pr43039250,"Xã Kim Hoa, Mê Linh, Hà Nội",29 triệu/m²,110 m²,,,,,,,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-duong-thinh-quang-phuong-thinh-quang/1-can-duy-nhat-tay-son-lo-goc-2-mat-ngo-ba-gac-o-cho-thue-kd-tot-50m2-mt-5m-chi-11-5-ty-pr42981065,"Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội","11,5 tỷ",50 m²,,,4 tầng,,,5 m,3 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-xa-huu-hoa/can-ban-gap-can-moi-say-lo-goc-thoang-dep-pr42236035,"Xóm 5 Phú Diễn, Xã Hữu Hòa, Thanh Trì, Hà Nội","4,55 tỷ",33 m²,3 phòng,3 phòng,4 tầng,Bắc,Bắc,"3,2 m","2,5 m",Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-duong-vinh-quynh-xa-vinh-quynh/-4-tang-moi-48m-gia-4-5-ty-ninh-oto-pr42967623,"Đường Vĩnh Quỳnh, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội","4,56 tỷ",48 m²,4 phòng,3 phòng,4 tầng,Đông - Bắc,Đông - Bắc,"5,6 m","2,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-ho-tung-mau-phuong-mai-dich/ban-chung-cu-mini-62m-6t-13pkk-gan-p-ngo-tang-tm-moi-du-pccc-gpxd-dt-65tr-t-pr43085891,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội","12,3 tỷ",62 m²,13 phòng,13 phòng,6 tầng,,,,,,
https://batdongsan.com.vn/ban-dat-duong-nguyen-lam-1-phuong-phuc-dong/ha-chao-400tr-dep-pho-lb-dt105m-mt6-3m-gia-10-8ty-ngo-nong-o-to-do-cua-gan-pho-pr43085958,"Đường Nguyễn Lam, Phường Phúc Đồng, Long Biên, Hà Nội","10,8 tỷ",105 m²,,,,,,"6,3 m",,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-duong-dang-tien-dong-phuong-thinh-quang/ban-mat-rong-o-to-tranh-kinh-doanh-dinh-dt-50m-chi-16-ty-pr43085959,"Đường Đặng Tiến Đông, Phường Thịnh Quang, Đống Đa, Hà Nội",Thỏa thuận,50 m²,4 phòng,3 phòng,4 tầng,,,7 m,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-pho-nhan-hoa-phuong-nhan-chinh/ban-n-gan-royal-city-ngo-rong-tng-39m-6-45-ty-pr42966479,"Phố Nhân Hòa, Phường Nhân Chính, Thanh Xuân, Hà Nội","6,45 tỷ",39 m²,4 phòng,3 phòng,4 tầng,,,,,Sổ đỏ/ Sổ hồng,Cơ bản
https://batdongsan.com.vn/ban-dat-duong-vanh-dai-4-xa-thanh-lam-3/e-can-ban-114m2-full-tho-cu-tai-thon-yen-vinh-doi-dien-du-an-hud-me-linh-oto-vao-dat-pr43077953,"Đường Vành Đai 4, Xã Thanh Lâm, Mê Linh, Hà Nội",45 triệu/m²,114 m²,,,,,,"6,3 m",,,
https://batdongsan.com.vn/ban-dat-duong-trau-quy-thi-tran-trau-quy/nhinh-100tr-m2-lo-goc-3-mat-thoang-60m2-o-to-tranh-vuong-van-no-hau-sat-vin-pr43085951,"Đường Trâu Quỳ, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",Thỏa thuận,60 m²,,,,,,,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-duong-duong-quang-ham-phuong-quan-hoa/ban-cau-giay-45m2-9-ngu-gan-oto-moi-long-lanh-thue-40-trieu-nhinh-9-ty-pr43085943,"Đường Dương Quảng Hàm, Phường Quan Hoa, Cầu Giấy, Hà Nội",Thỏa thuận,45 m²,9 phòng,9 phòng,5 tầng,,,4 m,5 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-giai-phong-phuong-hoang-liet/ban-kinh-doanh-dong-tien-quan-mai-58m-6t-17-ty-pr43085870,"Đường Giải Phóng, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","17,5 tỷ",58 m²,7 phòng,7 phòng,6 tầng,,,,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cu-1-phuong-ngoc-lam-2/-moi-kinh-koong-lo-goc-thoang-sang-o-to-vao-long-bien-ha-noi-pr40914043,"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội","12,3 tỷ",56 m²,4 phòng,5 phòng,6 tầng,,,,"4,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ nội thất xịn.
https://batdongsan.com.vn/ban-dat-duong-tinh-lo-312-xa-tam-dong/ban-goc-mat-312-kinh-doanh-pr42871156,"Đường Tỉnh lộ 312, Xã Tam Đồng, Mê Linh, Hà Nội",63 triệu/m²,115 m²,,,,,,"7,55 m",7 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-dat-duong-dong-hoi-xa-dong-hoi/can-ban-90m2-mt-5m-tai-dau-gia-thon-tien-trai-nhua-7-5m-thong-thoang-pr43085933,"đường Đông Hội, Xã Đông Hội, Đông Anh, Hà Nội",150 triệu/m²,90 m²,,,,Tây - Nam,,5 m,"7,5 m",Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lac-long-quan-phuong-phu-thuong-1-prj-toa-nha-hon-hop-vuon-dao/thong-tin-chuan-can-noi-dang-song-ha-thanh-an-ninh-tot-pr42987226,"Vườn Đào, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội","124,5 tỷ",206 m²,5 phòng,5 phòng,5 tầng,,,15 m,12 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-chinh-phuong-khuong-thuong/chu-dong-da-giam-chao-500tr-ko-qh-ngo-ngach-rong-thoang-gan-pho-pr43085915,"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội","6,4 tỷ",34 m²,8 phòng,5 phòng,5 tầng,,,4 m,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-vinhomes-smart-city/cc-ban-goc-3pn-dep-nhat-toa-imperia-view-bien-full-noi-that-cao-cap-pr43065470,"Dự án Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","5,95 tỷ",76 m²,3 phòng,2 phòng,,,Đông - Bắc,,,Sổ đỏ/ Sổ hồng,Full nội thất cao cấp
https://batdongsan.com.vn/ban-nha-mat-pho-pho-loc-phuong-xuan-dinh/hang-hiem-dang-cap-len-toa-cao-ban-nh-c4-do-nhuan-btl-dt-251m2-tien-19m-pr42451312,"Phố Lộc, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Thỏa thuận,251 m²,1 phòng,1 phòng,1 tầng,Tây - Bắc,Tây - Bắc,"19,5 m",32 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-pho-tran-quy-kien-phuong-dich-vong-hau/ban-dang-ninh-cau-giay-40m2-7-cho-h-via-he-5-ngu-nhinh-11-ty-pr41926834,"Phố Trần Quý Kiên, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","10,9 tỷ",42 m²,5 phòng,4 phòng,4 tầng,,,5 m,7 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-van-dong-phuong-mai-dich/building-dang-cap-cau-giay-tien-12-ty-1nam-dt-381m-x-9-tang-mt-25m-lo-goc-pr41028566,"Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",299 tỷ,381 m²,6 phòng,6 phòng,9 tầng,Tây - Nam,Đông - Bắc,25 m,32 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-mat-pho-duong-ngo-gia-tu-phuong-duc-giang-2/-lb-dt60m-c4-15-4-ty-via-he-o-to-tranh-kinh-doanh-dinh-phan-khuc-hiem-pr42737740,"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội","15,4 tỷ",60 m²,,,1 tầng,,,,,Sổ đỏ/ Sổ hồng.,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-tran-binh-phuong-mai-dich-prj-d22-bo-tu-lenh-bien-phong/toi-chinh-chu-can-ban-gap-lo-goc-tai-62-cau-giay-150m2-x-4-tang-gia-40-ty-pr42994538,"D22 Bộ Tư Lệnh Biên Phòng, 62, Phố Trần Bình, Phường Mai Dịch, Cầu Giấy, Hà Nội",40 tỷ,150 m²,6 phòng,5 phòng,4 tầng,Tây - Nam,Đông - Nam,,18 m,Sổ đỏ/ Sổ hồng,Cơ bản
https://batdongsan.com.vn/ban-dat-duong-an-dao-thi-tran-trau-quy/b-nhh-mh-63m2-gia-lam-ngo-thong-o-to-do-cua-15m-o-to-trh-pr43085893,"Đường An Đào, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội","6,3 tỷ",63 m²,,,,,,,4 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-dat-duong-thanh-am-phuong-thuong-thanh-1/-phan-lo-tdc-long-bien-dt95m-mt6-9m-gia-17-8ty-via-he-o-to-tranh-kinh-doanh-pr42963766,"Đường Thanh Am, Phường Thượng Thanh, Long Biên, Hà Nội","17,8 tỷ",95 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-quan-hoa-phuong-quan-hoa/ban-cau-giay-dan-xbay-moi-hien-dai-ngo-thong-thang-may-54m-4-tang-pr43085885,"Đường Quan Hoa, Phường Quan Hoa, Cầu Giấy, Hà Nội","12,8 tỷ",54 m²,6 phòng,,4 tầng,,,"3,9 m",2 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-duong-quang-trung-phuong-la-khe/-phan-lo-vi-he-o-to-tranh-chi-co-nhinh-1x-ty-pr43085443,"Đường Quang Trung, Phường La Khê, Hà Đông, Hà Nội",Thỏa thuận,"54,62 m²",,,6 tầng,,,,,Sổ đỏ cất két.,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-cuong-kien-phuong-trung-van-prj-khu-do-thi-trung-van-vinaconex-3/sieu-hiem-mat-pho-75m-5t-rong-vai-o-to-tranh-via-he-5m-kinh-doanh-pr43085334,"Dự án KĐT Trung Văn - Vinaconex 3, Đường Cương Kiên, Phường Trung Văn, Nam Từ Liêm, Hà Nội",25 tỷ,75 m²,,,5 tầng,,,5 m,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-pho-thai-thinh-phuong-thinh-quang/ban-ccmn-dong-tien-1-2-ty-nam-gan-mat-dd-hn-dt-80m2-mt-6m-thang-may-pr43085283,"Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội","18,9 tỷ",80 m²,20 phòng,,,,,6 m,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-prj-to-hop-173-xuan-thuy/ban-2pn-full-noi-that-cao-cap-173-cau-giay-lh-pr43085265,"Tổ hợp 173 Xuân Thủy, Xuân Thủy, Dịch Vọng Hậu, Cầu Giấy, Hà Nội","6,5 tỷ",92 m²,2 phòng,2 phòng,,Tây,Đông - Nam,,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-dat-duong-du-noi-xa-mai-lam/300m2-dong-anh-qui-hoach-1-500-lo-goc-nga4-truc-chinh-sat-vin-tiem-nang-rang-ngoi-gia-dau-tu-pr42668849,"Đường Du Nội, Xã Mai Lâm, Đông Anh, Hà Nội","10,48 tỷ",117 m²,,,,,,"4,6 m",,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-buoi-phuong-vinh-phuc-prj-chung-cu-newtatco/ban-dep-75m2-2pn-2wc-tai-ba-dinh-ha-noi-5-9-ty-pr42800530,"Dự án Newtatco Vĩnh Phúc, Đường Bưởi, Phường Vĩnh Phúc, Ba Đình, Hà Nội","5,9 tỷ",75 m²,2 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-can-ho-chung-cu-thi-tran-trau-quy-prj-masteri-lakeside/masterise-homes-vinhomes-ocean-park-gia-lam-chinh-thuc-mo-ban-sieu-chinh-sach-tu-cdt-von-chi700tr-pr42089261,"Dự án Masteri Lakeside, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",65 triệu/m²,68 m²,2 phòng,2 phòng,,,Đông - Nam,,,,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-xa-mai-lam/gia-dinh-toi-can-ban-moi-60-8m2-tai-dong-anh-vua-o-vua-kinh-doanh-vi-tri-dep-chi-7-x-ty-pr43084400?c=d1,"Thôn Du Nội, Xã Mai Lâm, Đông Anh, Hà Nội",Thỏa thuận,"60,8 m²",,,4 tầng,,,"4,14 m",4 m,Sổ đỏ chính chủ,"Nội thất đẹp cao cấp, để lại toàn bộ, chỉ việc vào ở."
https://batdongsan.com.vn/ban-dat-duong-ly-son-phuong-ngoc-thuy/ban-tang-nha-pho-long-bien-80m-phan-lo-o-to-tranh-chi-11-ty-cach-mat-pho-20m-pr42985592,"Đường Lý Sơn, Phường Ngọc Thụy, Long Biên, Hà Nội",11 tỷ,80 m²,,,,,,,,Sổ đỏ.,
https://batdongsan.com.vn/ban-nha-rieng-phuong-ngoc-thuy/chi-9-x-ty-co-ngay-moi-5t-o-to-tranh-kinh-doanh-tm-3-buoc-ra-cho-long-bien-pr42801409,"Phường Ngọc Thụy, Long Biên, Hà Nội","9,5 tỷ",56 m²,4 phòng,5 phòng,5 tầng,,,4 m,5 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-phong-sac-phuong-nghia-tan-3/ban-gap-80-9m2-20-11ty-trung-tam-cau-giay-cach-ta-pho-pr43083938,"Đường Nguyễn Phong Sắc, Phường Nghĩa Tân, Cầu Giấy, Hà Nội","20,11 tỷ","80,9 m²",,,4 tầng,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-my-dinh-1/-nam-tu-liem-dep-lo-goc-o-to-do-cua-35m2-5-tang-chi-hon-6-ty-pr42501222,"Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội","6,75 tỷ",35 m²,3 phòng,3 phòng,5 tầng,,,6 m,4 m,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-ngoc-lam-phuong-ngoc-lam-2/sieu-pham-lb-dt134m-6t-mt7-2m-gia-43-2-ty-thang-may-kinh-doanh-via-he-o-to-tranh-pr42985612,"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",42 tỷ,134 m²,,,6 tầng,,,"7,2 m",,Sổ đỏ,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-me-tri-prj-vinhomes-west-point/gd-em-ban-100m-3pn-3wc-tai-vinmes-gia-8-ty-full-do-pr43085862,"Vinhomes West Point, Phạm Hùng, Mễ Trì, Nam Từ Liêm, Hà Nội","7,9 tỷ",100 m²,3 phòng,3 phòng,,Đông - Bắc,Tây - Nam,,,Hợp đồng mua bán,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-cat-linh-phuong-cat-linh/hiem-pho-30m-o-to-tranh-sat-mat-pho-ngo-thong-3-gac-tranh-dt-47m2-5-tang-pr43085860,"Đường Cát Linh, Phường Cát Linh, Đống Đa, Hà Nội","8,05 tỷ",47 m²,3 phòng,4 phòng,5 tầng,,,"3,6 m",3 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-trong-tan-phuong-duong-noi-prj-icid-complex/ban-cc-tai-3-1-ty-66m2-2pn-1wc-dong-nam-tay-bac-pr42116278,"Dự án ICID Complex, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội","3,6 tỷ",66 m²,2 phòng,1 phòng,,Đông - Nam,Tây - Bắc,,,Sổ đỏ/ Sổ hồng,Cơ bản
https://batdongsan.com.vn/ban-nha-rieng-pho-chua-lang-phuong-lang-thuong/cc-ban-gap-7-tang-x-60m2-kinh-doanh-tham-my-o-to-vao-2-thoang-thang-may-23-ty-pr42996037,"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",23 tỷ,60 m²,5 phòng,7 phòng,7 tầng,,,,6 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-dat-duong-quoc-lo-21a-quoc-lo-21-xa-co-dong/chinh-chu-ban-manh-sat-ql21a-gan-dai-hoc-gia-va-khu-cong-nghe-cao-hoa-lac-pr43079383,"Đường Quốc lộ 21A(Quốc lộ 21), Xã Cổ Đông, Sơn Tây, Hà Nội","2,49 tỷ",100 m²,,,,Đông - Nam,,"7,25 m",24 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-sapphire-2-vinhomes-ocean-park/chinh-chu-ban-2pn-1wc-toa-s203-full-noi-that-huong-view-song-tro-vay-70-pr43003322,"Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội","2,7 tỷ",60 m²,2 phòng,1 phòng,,Đông - Bắc,Tây - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-dang-xa-prj-khu-do-thi-dang-xa-1/chuyen-nhuong-tai-gia-lam-toa-a1d1-xa-pr43085834,"Dự án Đặng Xá 1, Xã Đặng Xá, Gia Lâm, Hà Nội","2,43 tỷ",58 m²,2 phòng,2 phòng,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-xa-hung-dao_1/-xay-moi-4-tang-ngay-gan-kdt-do-nghia-dh-phenikaa-bv-nhi-o-to-ngu-trong-alo-e-giang-pr42898018,"Xã Hưng Đạo, Quốc Oai, Hà Nội","4,35 tỷ",48 m²,4 phòng,3 phòng,4 tầng,,,,,Sổ đỏ/ Sổ hồng,Cơ bản
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lang-ha-phuong-lang-ha-prj-sky-city-towers-88-lang-ha/ban-112m2-88-day-du-noi-tt-gia-4-4-ty-lh-0965551255-pr29394353,"Sky City Towers - 88 Láng Hạ, số 88, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội.",9 tỷ,112 m²,2 phòng,2 phòng,,Tây - Nam,Đông - Nam,,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-nghia-do-1/ban-ngo-5-cau-giay-55m2-5-tang-gan-o-to-dep-long-lanh-nhinh-10-ty-pr42937055,"Ngõ 5, Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",10 tỷ,55 m²,6 phòng,6 phòng,5 tầng,,,6 m,5 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-doi-nhan-phuong-vinh-phuc/cc-ban-gap-pho-n-ba-dinh-hn-dt-42m-5t-gia-12-7-ty-co-tl-oto-do-cua-kd-pr42701150,"Đường Đội Nhân, Phường Vĩnh Phúc, Ba Đình, Hà Nội","12,7 tỷ",42 m²,4 phòng,4 phòng,5 tầng,,,4 m,4 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-giang-xa-thanh-liet/ban-tri-45m-7-tang-thang-may-oto-ngo-thong-nhinh-13-ty-pr43085740,"Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội","13,6 tỷ",45 m²,4 phòng,,7 tầng,,,,"3,5 m",Sổ đỏ/ Sổ hồng,Cơ bản
https://batdongsan.com.vn/ban-nha-rieng-duong-ha-tri-phuong-van-phuc-1/ban-lo-goc-ngay-nga-5-full-noi-tt-xay-moi-ngo-nong-va-thong-45m2-gia-chi-7-45-ty-pr42884431,"Đường Hà Trì, Phường Vạn Phúc, Hà Đông, Hà Nội","7,45 tỷ",45 m²,,,,Đông - Nam,,9 m,4 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-pho-van-phuc-phuong-van-phuc-1/ban-ngo-thong-oto-do-full-noi-that-thang-may-tien-nghi-35m2-gia-8-9-ty-pr42639483,"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội","8,9 tỷ",35 m²,,,,Đông - Bắc,,"3,5 m",5 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-my-dinh-1-phuong-my-dinh-1/ban-chung-cu-mini-70m-7t-17pkk-20m-oto-kinh-doanh-ngo-thoang-du-pccc-gpxd-dt-85tr-th-pr42615156,"Đường Mỹ Đình 1, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội","13,9 tỷ",64 m²,14 phòng,14 phòng,7 tầng,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-chi-thanh-phuong-thinh-quang/ban-sieu-pham-dong-tien-len-toi-1-2-ty-nam-gan-pho-dt-75m2-mt-7-5m-thang-may-pr43085354,"Đường Nguyễn Chí Thanh, Phường Thịnh Quang, Đống Đa, Hà Nội","18,9 tỷ",75 m²,20 phòng,,,,,"7,5 m",,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-prj-to-hop-173-xuan-thuy/ban-3n2vs-110m2-173-full-noi-that-dep-gia-6-8-ty-lh-090844000-pr43085214,"Dự án 173 Xuân Thủy, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","6,8 tỷ",110 m²,3 phòng,2 phòng,,Bắc,Tây - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-pho-thai-ha-phuong-lang-ha/ban-tai-q-dong-da-50m-5-tang-mat-tien-kinh-doanh-o-to-tranh-gia-nhinh-17ty-pr42751053,"Phố Thái Hà, Phường Láng Hạ, Đống Đa, Hà Nội","17,5 tỷ",50 m²,5 phòng,4 phòng,5 tầng,,,,5 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/-96-vin-dan-phuong-xay-4-tang-hoan-thien-ngoai-gia-full-vat-16-5-ty-ky-moi-cdt-co-san-vuon-pr42686725,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội","17,5 tỷ",96 m²,4 phòng,5 phòng,4 tầng,Đông - Bắc,Đông - Bắc,8 m,11 m,Sổ đỏ/ Sổ hồng,Không nội thất
https://batdongsan.com.vn/ban-nha-rieng-duong-an-duong-vuong-phuong-phu-thuong-1/b-pho-ngay-g-cau-t-t-mat-tien-5m-xay-4-5-tg-chi-7-ty-pr42874188,"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",7 tỷ,30 m²,3 phòng,3 phòng,5 tầng,,,5 m,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tuong-mai-prj-hud3-nguyen-duc-canh/chinh-chu-ban-gap-goc-90-4m2-3pn-2vs-tai-h-tang-dep-chi-6-1ty-pr42787725,"HUD3 Nguyễn Đức Cảnh, Nguyễn Đức Cảnh, Tương Mai, Hoàng Mai, Hà Nội","5,8 tỷ","90,4 m²",3 phòng,2 phòng,,Bắc,Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-khat-chan-phuong-thanh-luong/sieu-hiem-4-1-ty-so-do-42m-cap-4-pho-gan-o-to-truong-cho-benh-vien-pr43078588,"Đường Trần Khát Chân, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",Thỏa thuận,42 m²,2 phòng,1 phòng,1 tầng,,,3 m,2 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-duong-phuong-canh-phuong-phuong-canh/chinh-chu-ban-ccmn-moi-xay-52m2-7-tang-mat-tien-6-5m-16-5-ti-pr43085704,"Đường Phương Canh, Phường Phương Canh, Nam Từ Liêm, Hà Nội","16,5 tỷ",52 m²,15 phòng,15 phòng,7 tầng,Đông,Đông,"6,5 m",,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-mat-pho-duong-thanh-nhan-phuong-thanh-nhan/ban-n-gia-cat-lo-chi-25-5-ty-38m2-7-tang-tien-3-6-q-hai-ba-trung-pr43085686,"Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội","25,5 tỷ",38 m²,,,7 tầng,,,"3,6 m",,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-an-khanh-4-prj-mailand-hanoi-city/can-ban-gap-260m-mat-tien-18-5m-da-co-so-do-n-ngay-lh-pr42971507,"Mailand Hanoi City, Đại lộ Thăng Long, An Khánh, Hoài Đức, Hà Nội",270 triệu/m²,260 m²,,,,,,"18,5 m",,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-huynh-van-nghe-phuong-phuc-dong-prj-sunrise-building-3/ban-gap-2a-full-noi-that-dt-95m2-3-ngu-2vs-gia-4-2-ty-co-tl-pr42002759,"Dự án Sunrise Building 3, Đường Huỳnh Văn Nghệ, Phường Phúc Đồng, Long Biên, Hà Nội","4,1 tỷ",80 m²,3 phòng,2 phòng,,Tây - Nam,,,,Sổ đỏ/ Sổ hồng,Đầy đủ.
https://batdongsan.com.vn/ban-nha-mat-pho-pho-cau-coc-phuong-tay-mo/ban-70m2-7t-thang-may-mt-7m-42-ty-tang-full-noi-that-kinh-doanh-dinh-pr43085687,"Phố Cầu Cốc, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",42 tỷ,70 m²,4 phòng,,7 tầng,,,7 m,10 m,Sổ đỏ/ Sổ hồng,Đầy đủ
