Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Pháp lý,Nội thất,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-trong-tan-phuong-phuc-la-prj-the-k-park/chinh-chu-ban-1806-par-van-phu-lh-0904588816-pr17255361,"Dự án The K Park, Đường Lê Trọng Tấn, Phường Phúc La, Hà Đông, Hà Nội","4,5 tỷ",68 m²,2 phòng,2 phòng,,Sổ đỏ chính chủ.,Đầy đủ nội thất.,,,Đông - Bắc,Tây - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lang-phuong-lang-thuong-prj-lancaster-luminaire/ban-4pn-4wc-dien-tich-180m2-tai-dong-da-ha-noi-pr43028394,"Lancaster Luminaire, Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội",Thỏa thuận,180 m²,4 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Tây - Nam,Đông - Bắc
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-an-khanh-4-prj-mailand-hanoi-city/ban-phuong-vien-view-ho-san-golf-gia-dau-tu-lh-pr40889789,"Dự án Mailand Hanoi City, Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",250 triệu/m²,"255,5 m²",,,4 tầng,Sổ đỏ/ Sổ hồng,,"10,7 m",40 m,Nam,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-thuong-1-prj-sunshine-golden-river/ban-3pn-161m2-truc-01-dep-nhat-du-an-view-song-hong-cau-nhat-tan-full-do-gia-17-5-ty-bp-pr41840216,"Dự án Sunshine Golden River, Phường Phú Thượng, Tây Hồ, Hà Nội","19,2 tỷ",161 m²,3 phòng,2 phòng,,Hợp đồng mua bán,Đầy đủ nội thất sang xịn mịn.,,,Nam,Bắc
https://batdongsan.com.vn/ban-dat-duong-lang-cam-1-xa-co-bi-1/ban-gap-90m2-lo-dau-gia-vi-tri-dac-dia-rong-ngay-cho-nha-van-hoa-pr42921120,"Đường Làng Cam, Xã Cổ Bi, Gia Lâm, Hà Nội","11,09 tỷ",90 m²,,,,Sổ đỏ/ Sổ hồng,,6 m,11 m,Đông - Bắc,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lang-hoa-lac-xa-an-khanh-4-prj-khu-do-thi-nam-an-khanh/c-b-c-day-tt15-kdt-khh-sudico-dien-tich-146m2-17-x-ty-lh-pr41440735,"Dự án Nam An Khánh, Đường Láng Hòa Lạc, Xã An Khánh, Hoài Đức, Hà Nội","19,99 tỷ",146 m²,,,3 tầng,Sổ đỏ/ Sổ hồng,,"7,5 m",,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-duy-hung-phuong-trung-hoa-4-prj-n05-kdt-dong-nam-tran-duy-hung/chinh-chu-ban-cao-cap-toa-29t-dt-152m2-nha-da-sua-chua-c-dep-goc-pr34433047,"Dự án N05 Trần Duy Hưng, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội","11,5 tỷ",152 m²,3 phòng,2 phòng,,Sổ đỏ chính chủ.,Nội thất xịn.,,,,Nam
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-da-ton-prj-the-sapphire-2-vinhomes-ocean-park/-toa-s2-10-1-gia-lam-ha-noi-pr43128273,"Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội","8,15 tỷ",89 m²,,,,Sổ đỏ/ Sổ hồng,Không nội thất,"8,9 m",20 m,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tuu-liet-xa-tam-hiep-6/-dep-45m2-6-tang-thang-may-oto-do-cua-thoang-truoc-sau-vi-tri-dep-hon-6-ty-pr43097877,"Đường Tựu Liệt, Xã Tam Hiệp, Thanh Trì, Hà Nội","6,9 tỷ",45 m²,5 phòng,5 phòng,6 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,,"3,5 m",,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-xa-an-khanh-4-prj-khu-biet-thu-thien-duong-bao-son/chi-22ty-so-huu-can-138m2-truc-thong-vinsmart-city-giap-3-toa-the-victoria-pr43102092,"Dự án Bảo Sơn Paradise, Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội",22 tỷ,138 m²,,,,Hợp đồng mua bán,,"6,6 m",,Đông - Nam,
https://batdongsan.com.vn/ban-nha-rieng-pho-pho-vong-phuong-dong-tam/ban-58m-gia-6-35-ty-x-5-tang-ba-gac-vao-tan-cach-50m-pr37539615,"Phố Phố Vọng, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội","9,8 tỷ",58 m²,5 phòng,4 phòng,5 tầng,,,"3,8 m",,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-truong-chinh-phuong-phuong-mai-prj-khu-nha-o-cao-tang-102-truong-chinh/ban-can-goc-nv-32-meco-complex-102-mien-moi-gioi-lh-truc-tiep-pr40931248,"Dự án 102 Trường Chinh Meco, Đường Trường Chinh, Phường Phương Mai, Đống Đa, Hà Nội",34 tỷ,79 m²,8 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,12 m,17 m,Đông - Bắc,
https://batdongsan.com.vn/ban-nha-rieng-duong-dinh-cong-thuong-phuong-dinh-cong/sieu-pham-phan-lo-quan-doi-o-to-do-cua-5-tang-chac-chan-day-du-nang-pr42846359,"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội","8,5 tỷ",32 m²,5 phòng,5 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,5 m",,,
https://batdongsan.com.vn/ban-dat-xa-van-con/chinh-chu-toi-can-ban-51m-tho-cu-gia-chi-2-x-ty-pr42532534,"Xã Vân Côn, Huyện Hoài Đức, Hà Nội","2,8 tỷ",51 m²,,,,Sổ đỏ/ Sổ hồng,,"3,8 m","2,5 m",Tây - Bắc,
https://batdongsan.com.vn/ban-nha-rieng-duong-luong-khanh-thien-phuong-tuong-mai/ban-phan-lo-o-to-vao-5-tang-thang-may-kinh-doanh-tang-full-noi-that-pr43019998,"Đường Lương Khánh Thiện, Phường Tương Mai, Hoàng Mai, Hà Nội","15,2 tỷ",62 m²,,,,,,,,,
https://batdongsan.com.vn/ban-dat-duong-dong-vo-xa-phu-man/chinh-chu-ban-lo-3-mat-tien-view-sieu-dep-quoc-oai-ha-noi-383-6m2-tn-x2x3-pr42908175,"Đường Đồng Vỡ, Xã Phú Mãn, Quốc Oai, Hà Nội","15,7 triệu/m²","383,6 m²",,,,Sổ đỏ/ Sổ hồng,,30 m,12 m,,
https://batdongsan.com.vn/ban-nha-rieng-duong-ho-dac-di-phuong-quang-trung/ban-dong-da-sieu-hiem-lo-goc-o-to-69m-4-tang-gia-22-2-ty-pr42839893,"Đường Hồ Đắc Di, Phường Quang Trung, Đống Đa, Hà Nội","22,2 tỷ",69 m²,4 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,6 m,8 m,,
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-dong-phuong-giap-bat/ban-12-3-ty-o-to-tranh-kinh-doanh-dinh-mat-tien-rong-dep-pr43012017,"Đường Kim Đồng, Phường Giáp Bát, Hoàng Mai, Hà Nội","12,3 tỷ","48,8 m²",4 phòng,3 phòng,5 tầng,,,"4,6 m",,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-van-canh-1-prj-an-lac-green-symphony/b-kdt-cao-cap-135m-mat-tien-7m-dong-nam-tien-ich-xh-ngap-tr-pr40115121,"Dự án An Lạc Green Symphony, Xã Vân Canh, Hoài Đức, Hà Nội",Thỏa thuận,126 m²,4 phòng,3 phòng,3 tầng,Hợp đồng mua bán,Không nội thất.,7 m,"13,5 m",Đông - Nam,Đông - Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-phu-la-prj-khu-do-thi-moi-van-phu/vi-tri-qua-dang-cap-view-casta-dang-cho-thue-kinh-dianh-vip-vip-hon-17-ty-pr43128256,"Dự án KĐT Văn Phú, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội","17,5 tỷ",76 m²,5 phòng,5 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Không nội thất,"4,5 m",19 m,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-cau-giay-phuong-dich-vong-prj-discovery-complex/chuyen-nha-ban-4-ngu-du-noi-that-vao-o-luon-gia-co-thuong-luong-lam-viec-chinh-chu-pr43033360,"Dự án Discovery Complex, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",14 tỷ,194 m²,4 phòng,3 phòng,,Đang chờ sổ,Đầy đủ,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-chi-cong-phuong-phu-thuong-1-prj-udic-westlake/-ban-2pn-84m2-full-noi-that-co-slot-o-to-gia-6-370-ty-lh-pr42934263,"Dự án Udic Westlake, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội","6,25 tỷ",84 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Đông - Nam,Đông - Bắc
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-xuan-la-prj-tay-ho-residence/ban-hdi-dt-209m2-xay-dung-4-tang-ham-t-co-so-pr41713887,"Dự án Tây Hồ Residence, Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",250 triệu/m²,209 m²,,,4 tầng,Sổ đỏ/ Sổ hồng,Không nội thất,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-my-dinh-phuong-my-dinh-2/-789-toa-c-2-ban-pr43088107,"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","5,2 tỷ",75 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-di-trach-prj-hinode-royal-park/ban-lk-24-17m-tai-kdt-kim-chung-gia-14-5-ty-lh-pr40506962,"Dự án Hinode Royal Park, Đường Quốc lộ 32, Xã Di Trạch, Hoài Đức, Hà Nội","19,5 tỷ",100 m²,5 phòng,5 phòng,5 tầng,Hợp đồng mua bán,Không nội thất,5 m,12 m,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-pho-cau-coc-phuong-tay-mo/chinh-chu-ban-5-tang-31m2-10m-ra-oto-dung-do-pr43116325,"Phố Cầu Cốc, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","5,25 tỷ",31 m²,3 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,"3,38 m","2,5 m",Đông - Bắc,Đông - Bắc
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-kien-hung-prj-kien-hung-luxury/ban-can-ctt5-lien-ke-luxurry-260m2-hotline-bqlda-mien-tg-pr41513344,"Dự án Kiến Hưng Luxury, Phường Kiến Hưng, Hà Đông, Hà Nội","35,5 tỷ","127,7 m²",10 phòng,9 phòng,7 tầng,Sổ đỏ/ Sổ hồng,,6 m,40 m,Tây - Nam,Tây - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-chi-cong-phuong-xuan-la-prj-tay-ho-residence/hang-hiem-ban-goc-160m2-tang-cao-view-tron-noi-that-co-ban-san-so-lau-dai-pr41945141,"Dự án Tây Hồ Residence, Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",Thỏa thuận,160 m²,5 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,,,,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-pho-thai-ha-phuong-trung-liet/ban-dong-da-lo-goc-o-to-kinh-doanh-66m-5-tang-gia-19-5-ty-pr42944273,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội","19,5 tỷ",66 m²,5 phòng,5 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,5 m",5 m,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-thuong-1-prj-sunshine-riverside/-ban-goc-3pn-2vs-tang-cao-view-truc-dien-s-hong-cau-nhat-tan-san-so-nt-co-ban-pr42750257,"Sunshine Riverside, Phú Thượng, Tây Hồ, Hà Nội","7,99 tỷ",100 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-70-2-phuong-dai-mo-prj-louis-city-dai-mo/ban-6-100m2-huong-dong-nam-tai-kdt-gia-20-ty-lh-pr40421897,"Dự án Louis City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội","26,5 tỷ",96 m²,5 phòng,5 phòng,5 tầng,Hợp đồng mua bán,,6 m,12 m,Đông - Nam,Tây - Bắc
https://batdongsan.com.vn/ban-nha-rieng-xa-van-canh-1/sieu-xuan-phuong-53m2-4-tang-mt-5m2-5ty7-pr42810030,"Xã Vân Canh, Hoài Đức, Hà Nội","5,7 tỷ",53 m²,,,4 tầng,,,5 m,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-minh-khai/lac-trung-55m-5-tang-thang-may-cach-o-to-tranh-20m-gia-14-5-ty-pr42974872,"Phường Minh Khai, Hai Bà Trưng, Hà Nội","13,5 tỷ",55 m²,6 phòng,5 phòng,5 tầng,,,,,,
https://batdongsan.com.vn/ban-dat-duong-phu-man-1-xa-phu-man/cc-ban-lo-76-4m-tai-quoc-oai-ha-noi-gan-truc-chinh-o-to-do-truoc-x2x3-pr42585749,"Đường Phú Mãn, Xã Phú Mãn, Quốc Oai, Hà Nội","2,35 tỷ","76,4 m²",,,,Sổ đỏ/ Sổ hồng,,"5,5 m",8 m,,
https://batdongsan.com.vn/ban-dat-xa-xuan-canh-1/ban-cuc-dep-88-4m-mat-tien-5-9m-trach-dong-anh-vi-tri-sieu-tiem-nang-pr42944538,"Xã Xuân Canh, Huyện Đông Anh, Hà Nội",12 tỷ,"88,4 m²",,,,Sổ đỏ/ Sổ hồng,,"5,9 m",5 m,Nam,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duc-tho-phuong-my-dinh-2-prj-sun-square/ban-3pn-110m2-tang-trung-full-noi-that-da-co-so-do-co-slot-o-to-pr38978744,"Dự án Sun Square, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Thỏa thuận,110 m²,3 phòng,2 phòng,,,Đầy đủ,,,Nam,Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-trung-van-prj-mhd-trung-van/-quy-doc-quyen-truc-tiep-cdt-3pn-106m2-gia-8-8-ty-lien-he-ngay-pr42365630,"Dự án MHD Trung Văn, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội","8,8 tỷ","105,5 m²",3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,,,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-dat-duong-phu-man-1-xa-phu-man/chinh-chu-ban-lo-76-4m2-full-tho-no-hau-oto-lo-goc-sieu-dep-k-loi-gi-quoc-oai-x2-pr42781838,"Đường Phú Mãn, Xã Phú Mãn, Quốc Oai, Hà Nội","2,34 tỷ","76,4 m²",,,,Sổ đỏ/ Sổ hồng,,7 m,8 m,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-ngoc-thuy-prj-khai-son-city/chinh-chu-ban-gap-penthouse-dt-167-4-m2-gia-13-ti-pr43079716,"Dự án Khai Sơn City, Phường Ngọc Thụy, Long Biên, Hà Nội",13 tỷ,"167,4 m²",3 phòng,4 phòng,,,,,,Tây - Bắc,
https://batdongsan.com.vn/ban-nha-rieng-duong-dong-thien-phuong-vinh-hung-2/ban-pho-quan-hoang-mai-5-tang-6-ngu-khu-sinh-vien-5-45-ty-pr43128248,"Phố Đông Thiên, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội","5,45 tỷ",34 m²,6 phòng,,5 tầng,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-thuy-khue-phuong-thuy-khue/ban-29-9-ty-86m2-6pn-4wc-tay-ho-ha-noi-pr42848206,"Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội","29,9 tỷ",86 m²,6 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,,12 m,,
https://batdongsan.com.vn/ban-dat-xa-viet-hung-2/ban-85m2-dau-gia-x1-dong-anh-ha-noi-pr42702903,"Xã Việt Hùng, Đông Anh, Hà Nội","8,25 tỷ",85 m²,,,,Sổ đỏ/ Sổ hồng,,5 m,"13,5 m",Đông - Bắc,
https://batdongsan.com.vn/ban-nha-rieng-pho-pho-vong-phuong-dong-tam/ban-gap-hbt-5-tang-60m-gia-11-6-ty-ngo-rong-cach-30m-pr42733980,"Phố Phố Vọng, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội","10,6 tỷ",60 m²,6 phòng,5 phòng,5 tầng,Sổ đỏ,,"4,5 m",,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-ngo-gia-tu-phuong-duc-giang-2/can-ban-68-7m2-cap-4-gan-dang-vu-hy-hien-dang-cho-thue-8tr-thang-pr42757698,"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội","20,3 tỷ","68,7 m²",1 phòng,1 phòng,1 tầng,Sổ đỏ/ Sổ hồng,Không nội thất,"3,5 m",50 m,Đông - Nam,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-di-trach-prj-hinode-royal-park/ban-lk-28-100m2-30m-tai-kdt-kim-chung-gia-15-ty-lh-pr40537531,"Dự án Hinode Royal Park, Đường Quốc lộ 32, Xã Di Trạch, Hoài Đức, Hà Nội","13,7 tỷ",100 m²,4 phòng,4 phòng,4 tầng,Hợp đồng mua bán,Không nội thất,5 m,12 m,Tây - Nam,Đông - Nam
https://batdongsan.com.vn/ban-dat-duong-23b-xa-tien-duong/gia-dau-tu-kha-dong-anh-oto-thong-vi-tri-dac-dia-sinh-loi-cao-pr42861310,"Đường 23B, thôn Tiên Kha, Xã Tiên Dương, Đông Anh, Hà Nội","5,25 tỷ",76 m²,,,,Sổ đỏ/ Sổ hồng,,6 m,4 m,,
https://batdongsan.com.vn/ban-dat-duong-phu-man-1-xa-phu-man/chinh-chu-ban-lo-2-mat-tien-vi-tri-dac-dia-tai-quoc-oai-ha-noi-tiem-nang-x2-gia-cc-pr42947583,"Đường Phú Mãn, Xã Phú Mãn, Quốc Oai, Hà Nội","19,8 triệu/m²",192 m²,,,,Sổ đỏ/ Sổ hồng.,,10 m,8 m,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-thuong-1-prj-sunshine-golden-river/chinh-chu-ban-goc-3pn-160m2-su-dung-tang-cao-view-tay-cau-nhat-tan-gia-nhinh-16-ty-pr42255181,"Sunshine Golden River, Phú Thượng, Tây Hồ, Hà Nội",Thỏa thuận,160 m²,3 phòng,2 phòng,,,Nội thất gắn tường cao cấp.,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-di-trach-prj-hinode-royal-park/ban-16-100m2-huong-dong-nam-kdt-kim-chung-lh-pr40626129,"Dự án Hinode Royal Park, Đường Quốc lộ 32, Xã Di Trạch, Hoài Đức, Hà Nội","18,6 tỷ",90 m²,5 phòng,5 phòng,5 tầng,Hợp đồng mua bán,Không nội thất,5 m,12 m,Tây - Nam,Đông - Bắc
https://batdongsan.com.vn/ban-nha-rieng-xa-di-trach/ban-32m2-chi-4-68ty-oto-do-cua-5-tang-moi-tinh-duong-to-ngo-thoang-pr42856362,"Xã Di Trạch, Hoài Đức, Hà Nội","4,68 tỷ",32 m²,,,,,Đầy đủ,,,,
https://batdongsan.com.vn/ban-dat-xa-thuy-lam/76m2-mat-tien-5m-duong-o-to-thong-ha-2-dong-anh-pr43098427,"Thôn Hà Lâm 2, Xã Thụy Lâm, Đông Anh, Hà Nội",5 tỷ,76 m²,,,,Sổ đỏ/ Sổ hồng,,5 m,"3,5 m",Đông - Bắc,
https://batdongsan.com.vn/ban-nha-rieng-xa-van-canh-1/ban-hoai-duc-40m2-5tang-cuc-xin-chi-4-7ty-view-thoang-sang-oto-cach-20m-pr42850313,"Xã Vân Canh, Hoài Đức, Hà Nội","4,7 tỷ",40 m²,,,5 tầng,Sổ đỏ,Cơ bản,,,,
https://batdongsan.com.vn/ban-dat-duong-dong-vo-xa-phu-man/chinh-chu-ban-lo-3-mat-tien-view-sieu-dep-quoc-oai-ha-noi-tn-x2x3-gia-mem-pr42945243,"Đường Đồng Vỡ, Xã Phú Mãn, Quốc Oai, Hà Nội","15,8 triệu/m²","383,6 m²",,,,Sổ đỏ/ Sổ hồng.,,30 m,12 m,,
https://batdongsan.com.vn/ban-dat-duong-ngoc-thuy-phuong-ngoc-thuy/ban-gap-manh-mat-40m-kinh-doanh-toa-van-phong-30-5-ty-sdcc-pr42531490,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội","30,5 tỷ",110 m²,,,,Sổ đỏ/ Sổ hồng,,8 m,40 m,,
https://batdongsan.com.vn/ban-nha-rieng-duong-de-la-thanh_1-phuong-nam-dong/trung-tam-da-nhinh-3-ty-23m2-3-tang-2-ngu-phap-ly-chuan-pr43126632,"Đường Đê La Thành, Phường Nam Đồng, Đống Đa, Hà Nội","3,95 tỷ",23 m²,2 phòng,2 phòng,3 tầng,Sổ đỏ/ Sổ hồng,,"3,2 m",3 m,,
https://batdongsan.com.vn/ban-nha-rieng-duong-duc-dien-phuong-phu-dien/ban-chung-cu-mini-8-9-ty-48m2-8pn-9wc-chinh-chu-gia-sieu-hoi-pr42954745,"Đường Đức Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội","8,9 tỷ",48 m²,8 phòng,9 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-ngoc-thuy-prj-khai-son-city/chinh-chu-ban-gap-2-ngu-city-pr43083713,"Dự án Khai Sơn City, Phường Ngọc Thụy, Long Biên, Hà Nội","5,4 tỷ","77,51 m²",2 phòng,2 phòng,,,,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-minh-khai-phuong-minh-khai/chinh-chu-ban-242-dt-30m-x-7-tang-thang-may-mt-6-3m-gia-chi-19-9-ty-pr42717857,"242, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội","19,9 tỷ",30 m²,3 phòng,3 phòng,7 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"6,3 m",64 m,Bắc,Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-dong-phuong-giap-bat/ban-5-tang-pho-phan-lo-via-he-mat-tien-rong-58m-x-gia-13-6-ty-pr40471414,"Đường Kim Đồng, Phường Giáp Bát, Hoàng Mai, Hà Nội","15,6 tỷ",79 m²,6 phòng,3 phòng,5 tầng,Sổ đỏ.,,"4,5 m",,,
https://batdongsan.com.vn/ban-dat-xa-duc-tu/ban-lo-dep-khu-dau-gia-1-dong-anh-pr43101872,"Xã Dục Tú, Đông Anh, Hà Nội","11,4 tỷ","87,5 m²",,,,Sổ đỏ/ Sổ hồng,,5 m,"13,5 m",Đông - Bắc,
https://batdongsan.com.vn/ban-nha-rieng-duong-giai-phong-phuong-giap-bat/chinh-chu-ban-pho-cach-ben-xe-500m-dt-76m-mt-4-2m-3-tang-truoc-3-xe-tai-tranh-pr43128238,"Đường Giải Phóng, Phường Giáp Bát, Hoàng Mai, Hà Nội","13,8 tỷ",76 m²,4 phòng,4 phòng,3 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,2 m",28 m,,
https://batdongsan.com.vn/ban-dat-duong-phu-man-1-xa-phu-man/cc-ban-lo-76-4m-tai-quoc-oai-hn-vi-tri-vang-o-to-do-cua-tiem-nang-tang-gia-x2x3-pr42585917,"Đường Phú Mãn, Xã Phú Mãn, Quốc Oai, Hà Nội","2,35 tỷ","76,4 m²",,,,Sổ đỏ/ Sổ hồng,,"5,5 m",8 m,,
https://batdongsan.com.vn/ban-dat-duong-23b-xa-tien-duong/dau-gia-dong-anh-khu-vuc-hot-nong-sinh-loi-cuc-tot-gan-cong-vien-kim-bv-th-pr42861260,"Đường 23B, Xã Tiên Dương, Đông Anh, Hà Nội","11,6 tỷ",82 m²,,,,,,"5,5 m",12 m,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-khu-do-thi-nam-thang-long-ciputra/dep-nhat-kdt-320m2-may-nhap-khau-lo-goc-vi-tri-vip-noi-that-tien-ty-pr42616704,"Ciputra Hà Nội, thang máy nhập, Phường Phú Thượng, Tây Hồ, Hà Nội",Thỏa thuận,310 m²,4 phòng,,4 tầng,Sổ đỏ/ Sổ hồng,"Nội thất và phong cách tân cổ điển, sang trọng, tinh tế. Thang máy nhập.",,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-tran-quoc-hoan-phuong-dich-vong/ban-mat-ngo-1-cau-giay-ha-noi-dien-tich-50m2-gia-16-ty-o-to-h-pr42203376,"Phố Trần Quốc Hoàn, Phường Dịch Vọng, Cầu Giấy, Hà Nội",18 tỷ,50 m²,4 phòng,3 phòng,6 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-vinhomes-smart-city/chuyen-nhuong-goc-2pn-1-64m2-thiet-ke-duoc-thanh-3pn-noi-that-dep-da-co-so-gia-3-86ty-bao-phi-pr41934467,"Dự án Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.","3,95 tỷ",64 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ - Chủ làm nội thất để ở nên chọn đồ gỗ tốt và thiết bị đắt tiền.,,,,
https://batdongsan.com.vn/ban-dat-xa-mai-lam/83-4m2-view-ho-dong-anh-mat-tien-5m-duong-rong-8m-pr43101983,"Thôn Mai Hiên, Xã Mai Lâm, Đông Anh, Hà Nội","14,5 tỷ","84,3 m²",,,,Sổ đỏ/ Sổ hồng,,5 m,8 m,Đông - Nam,
https://batdongsan.com.vn/ban-dat-xa-van-canh-1/ban-lo-46m-duong-30m-thong-sang-an-lac-duong-20m-cuc-thoang-gan-truong-hoc-cong-vien-gia-1xxtr-pr42777514,"Vân Canh, Hoài Đức, Hà Nội",Thỏa thuận,46 m²,,,,Sổ đỏ/ Sổ hồng,,"3,85 m",20 m,Tây - Bắc,
https://batdongsan.com.vn/ban-nha-rieng-pho-pho-vong-phuong-dong-tam/ban-hbt-o-to-tranh-70m-gia-14-86-ty-kinh-doanh-dinh-mat-tien-sieu-rong-pr42400827,"Phố Phố Vọng, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội","14,86 tỷ",70 m²,5 phòng,3 phòng,4 tầng,,,"4,2 m",,,
