Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Hướng nhà,Hướng ban công,Pháp lý,Nội thất,Số tầng,Mặt tiền,Đường vào
https://batdongsan.com.vn/ban-nha-mat-pho-pho-pho-hue-phuong-le-dai-hanh/chu-can-ban-ban-gap-2t-phu-hop-xay-dung-moi-mo-hinh-420m2-mt-16m-pr42720722,"Phố Phố Huế, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",83 tỷ,420 m²,,,,,Sổ đỏ/ Sổ hồng,,2 tầng,16 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-my-dinh-phuong-my-dinh-2/gia-dau-tu-toa-chdv-moi-lo-goc-65m-6t-thang-may-10m-ra-pho-dong-tien-750tr-nam-du-pccc-pr43109441,"Đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","12,9 tỷ",65 m²,,,,,Sổ đỏ,Nội thất xịn sò.,6 tầng,,
https://batdongsan.com.vn/ban-dat-duong-pho-yen-xa-tien-phong-8/cc-ban-lo-full-tho-cu-no-hau-hut-tai-loc-tai-ng-me-linh-cach-cho-500m-pr42929977,"Đường Phố Yên, Xã Tiền Phong, Mê Linh, Hà Nội",Thỏa thuận,"85,5 m²",,,,,,,,5 m,500 m
https://batdongsan.com.vn/ban-nha-rieng-phuong-me-tri/ban-nam-tu-liem-71m2-6-tang-11-phong-doanh-thu-55tr-thang-nhinh-12-ty-pr43108138,"Phường Mễ Trì, Nam Từ Liêm, Hà Nội",Thỏa thuận,71 m²,11 phòng,11 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,6 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-prj-anland-premium/ban-2pn-goc-full-noi-that-xin-gia-4-4ty-bao-sang-ten-lh-pr42798742,"Dự án Anland Premium, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội","4,4 tỷ",67 m²,2 phòng,2 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-dat-duong-vanh-dai-4-xa-thanh-lam-3/-nen-tai-4-34-trieu-m2-nen-tai-4-34-trieu-m2-89-m2-me-linh-ha-noi-pr43072573,"Đường Vành Đai 4, Xã Thanh Lâm, Mê Linh, Hà Nội",34 triệu/m²,89 m²,,,,,Sổ đỏ/ Sổ hồng,,,5 m,4 m
https://batdongsan.com.vn/ban-nha-rieng-phuong-sai-dong/ban-dan-xay-6-tang-4-phong-ngu-o-long-bien-ngo-thong-full-noi-that-so-do-chinh-chu-pr43006232,"Phường Sài Đồng, Long Biên, Hà Nội","7,6 tỷ",35 m²,4 phòng,4 phòng,Tây - Bắc,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,6 tầng,4 m,4 m
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-nghia-do-1/-dep-dep-long-lanh-ngo-thong-dt-63m-vai-m-ra-pho-7-ty-pr43109423,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",7 tỷ,65 m²,,,,,- Sổ đỏ chính chủ.,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-luong-bang-1-phuong-nam-dong/can-ban-gap-tai-31-5-ty-110m2-4pn-2wc-da-ha-noi-pr43109069,"Đường Nguyễn Lương Bằng, Phường Nam Đồng, Đống Đa, Hà Nội","31,5 tỷ",110 m²,4 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,3 tầng,19 m,4 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-sapphire-2-vinhomes-ocean-park/ban-1n-1-toa-s2-19-dep-nhu-tranh-huong-dong-bac-view-thoang-gia-2ty350-pr42600154,"Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội","2,35 tỷ",43 m²,1 phòng,1 phòng,,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-cau-giay-phuong-quan-hoa-prj-cau-giay-center-point/ban-76m-2pn2vs-toa-110-gia-4-8ty-pr40231080,"Cầu Giấy Center Point, 110, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội","6,9 tỷ",86 m²,3 phòng,2 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-my-dinh-phuong-my-dinh-2/ban-cc-mini-116-5m2-7-tang-1-ham-14-can-2pn-26-8-ty-tai-doanh-thu-dong-140tr-thang-pr43108703,"Đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","26,8 tỷ","116,5 m²",28 phòng,14 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,54 m,
https://batdongsan.com.vn/ban-dat-xa-tan-tien-16/lo-cua-dan-con-sot-lai-gia-cuc-mem-cho-nha-dau-tu-pr43109111,"Xã Tân Tiến, Chương Mỹ, Hà Nội","2,65 tỷ",150 m²,,,,,Sổ đỏ/ Sổ hồng,,,10 m,14 m
https://batdongsan.com.vn/ban-nha-rieng-pho-quan-nhan-phuong-nhan-chinh/-chu-can-ban-ngo-15-buoc-chan-ra-n-day-du-tien-nghi-thoang-mat-pr42750233,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội","12,5 tỷ",57 m²,5 phòng,3 phòng,Đông,Đông,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,6 m,"2,5 m"
https://batdongsan.com.vn/ban-dat-duong-dong-trang-xa-co-dong/chinh-chu-ban-lo-100m-full-tho-cu-gia-can-ban-som-dang-thap-hon-thi-truong-pr43109105,"Đường Đồng Trạng, Xã Cổ Đông, Sơn Tây, Hà Nội",25 triệu/m²,100 m²,,,Tây - Nam,,Sổ đỏ/ Sổ hồng,,,"5,25 m",8 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-dinh-tu-phuong-xuan-dinh-prj-jade-square/quy-hang-gia-tot-nhat-ban-lai-thang-2-2025-lh-pr42206790,"Dự án Jade Square, Đường Nguyễn Đình Tứ, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",48 tỷ,198 m²,,,Tây,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-5b-xa-da-ton-prj-masteri-waterfront/ban-gap-1pn-1wc-chi-voi-3-12-ty-tai-water-front-gia-lam-ha-noi-pr42993087,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội","3,12 tỷ",43 m²,1 phòng,1 phòng,Tây - Nam,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-dat-xa-xuan-non/co-hoi-dau-tu-sieu-hot-lo-vang-dt53m-tai-dong-anh-gia-chi-5xtr-m-vi-tri-tiem-nang-pr43109406,"Thôn Xuân Nộn, Xã Xuân Nộn, Đông Anh, Hà Nội",59 triệu/m²,"54,9 m²",,,Đông - Bắc,,Sổ đỏ/ Sổ hồng,,,4 m,"3,2 m"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-duong-noi-prj-khu-do-thi-moi-duong-noi/-chuyen-doi-cong-viec-nen-chinh-chu-ban-56-5m-tai-ct7g-nha-tang-trung-huong-pr43109398,"KĐTM Dương Nội, Đường Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội",Thỏa thuận,"56,5 m²",2 phòng,1 phòng,Đông - Nam,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/quy-chu-nha-khong-o-den-ban-gap-re-nhat-thi-truong-co-hoi-vang-cho-khach-o-dau-tu-pr42672653,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","2,7 tỷ",59 m²,2 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-me-tri-prj-vinhomes-green-bay-me-tri/chuyen-sang-3-ngu-ban-gap-2-ngu-dt-60m2-4-2-ty-lh-pr42958201,"Vinhomes Green Bay Mễ Trì, Đại lộ Thăng Long, Mễ Trì, Nam Từ Liêm, Hà Nội","4,2 tỷ",60 m²,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-la-khe-prj-khu-do-thi-moi-an-hung/chinh-chu-c-b-c-goc-23m-thong-sg-le-qug-dao-pr41551217,"Khu đô thị mới An Hưng, Tố Hữu, La Khê, Hà Đông, Hà Nội",Thỏa thuận,290 m²,,,Đông - Nam,,,,,,23 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-sapphire-1-vinhomes-ocean-park/chinh-chu-ban-2n1wc-55m2-gia-2-870-toa-s1-05-2415a-view-thoang-full-noi-that-dep-pr42608430,"Dự án The Sapphire 1 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội","2,87 tỷ",55 m²,2 phòng,1 phòng,,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-binh-phuong-mo-lao/ban-o-to-7-cho-do-cua-ngo-thong-kinh-doanh-tot-chi-6-7-ty-pr43071592,"Ngõ 7, Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội","6,7 tỷ",30 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,,3 tầng,"3,8 m",4 m
https://batdongsan.com.vn/ban-nha-rieng-phuong-duong-noi/ban-nh-ha-dong-dt-33mx5-tang-3pn-chi-5-25-ty-o-to-30m-ngo-nong-rong-pr43090678,"Phường Dương Nội, Hà Đông, Hà Nội","5,25 tỷ",33 m²,3 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,"4,1 m",
https://batdongsan.com.vn/ban-nha-rieng-pho-sai-dong-phuong-sai-dong/chinh-chu-ban-2-tang-cu-ngo-14-long-bien-pr43109379,"Ngõ 14, Phố Sài Đồng, Phường Sài Đồng, Long Biên, Hà Nội","15,8 tỷ",75 m²,2 phòng,3 phòng,Tây - Nam,,Sổ đỏ/ Sổ hồng,Cơ bản,2 tầng,5 m,6 m
https://batdongsan.com.vn/ban-dat-xa-hung-dao_1/chinh-chu-can-ban-2-lo-60m2-truc-chinh-dai-tao-duong-thong-ngo-o-to-qua-nha-cach-duong-vanh-dai4-pr41435791,"Xã Đại Thành, Quốc Oai, Hà Nội",Thỏa thuận,60 m²,,,Bắc,,Sổ đỏ/ Sổ hồng.,,,41 m,4 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-khu-do-thi-nam-thang-long-ciputra/moi-ra-ban-k-140m2-45-ty-can-tien-ban-gap-pr42333835,"Dự án Ciputra Hà Nội, Phường Phú Thượng, Tây Hồ, Hà Nội",45 tỷ,140 m²,,,,,,,4 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cu-1-phuong-ngoc-lam-2/ban-tai-12-75-ty-43m2-4pn-6wc-long-bien-ha-noi-pr42104650,"Ngõ 67, Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội","12,75 tỷ",43 m²,4 phòng,6 phòng,,,Sổ đỏ/ Sổ hồng,"Đầy đủ nội thất: Điều hòa 12000, tủ lạnh, giường...",6 tầng,"4,05 m",5 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-pham-van-dong-phuong-co-nhue-1-prj-thanh-pho-giao-luu/toa-7-tang-2-mat-tien-tp-128m2-mt-8m-vi-tri-dep-ngay-nga-tu-dac-dia-kd-sam-uat-pr43107125,"Thành Phố Giao Lưu, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội","41,5 tỷ",128 m²,,,,,,,7 tầng,8 m,40 m
https://batdongsan.com.vn/ban-dat-duong-gia-thuong-phuong-ngoc-thuy/dung-bo-lo-lo-vang-hiem-co-trung-tam-long-bien-mat-tien-dep-dau-tu-dt-sieu-rong-pr43109371,"Đường Gia Thượng, Phường Ngọc Thụy, Long Biên, Hà Nội",92 tỷ,1.280 m²,,,,,Sổ đỏ/ Sổ hồng.,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dai-kim-prj-bea-sky/ban-78m2-2n2w-nha-full-do-co-slot-oto-san-so-giao-dich-pr43109082,"Dự án Bea Sky, Phường Đại Kim, Hoàng Mai, Hà Nội",Thỏa thuận,78 m²,2 phòng,2 phòng,Đông - Bắc,Tây - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tay-mo-prj-vinhomes-smart-city/quy-ky-truc-tiep-cdt-gia-chi-tu-6-ty-dien-tich-43-83m2-mat-sanh-dong-tien-40-80tr-thang-pr42157834,"solar park, Vinhomes Smart City , Tây Mỗ, Nam Từ Liêm, Hà Nội",Thỏa thuận,45 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-khu-do-thi-nam-thang-long-ciputra/moi-ra-can-c-126m2-42-ty-lh-pr42203761,"Ciputra Hà Nội, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",42 tỷ,126 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-duc-tho-phuong-my-dinh-2-prj-khu-do-thi-my-dinh-ii/ban-mat-pho-cao-xuan-huy-kdt-2-truc-chinh-kdt-pr42164435,"Dự án Mỹ Đình II, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",360 triệu/m²,180 m²,,,,,,,4 tầng,,8 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-co-thach-phuong-cau-dien-prj-khu-do-thi-my-dinh-i/-pho-kdt-1-pr41591906,"Dự án Mỹ Đình I, Đường Nguyễn Cơ Thạch, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.","33,6 tỷ",106 m²,,,,,,,4 tầng,"7,5 m",
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-dinh-tu-phuong-xuan-dinh-prj-jade-square/ban-khu-moi-gan-vuon-dao-tay-ho-gia-200-tr-m2-lh-pr42365831,"Dự án Jade Square, Đường Nguyễn Đình Tứ, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",41 tỷ,200 m²,,,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-my-dinh-1-prj-the-emerald/ban-tai-6-5-ty-vnd-78-m2-2-png-ngu-pr41570524,"Dự án The Emerald CT8 Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.","6,5 tỷ",78 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-dat-duong-ngo-gia-tu-phuong-viet-hung-2/ban-long-bien-142m2-mt8-3m-13-ty-phan-lo-o-to-tranh-o-la-thich-pr43109355,"Đường Ngô Gia Tự, Phường Việt Hưng, Long Biên, Hà Nội",13 tỷ,142 m²,,,,,Sổ đỏ/ Sổ hồng.,,,"8,3 m",
https://batdongsan.com.vn/ban-dat-duong-nguyen-xuan-khoat-phuong-xuan-tao/ban-ngoai-giao-doan-doi-dien-dai-su-quan-han-quoc-via-he-5m-do-xe-pr43102393,"Đường Nguyễn Xuân Khoát, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",Thỏa thuận,190 m²,,,,,,,,10 m,10 m
https://batdongsan.com.vn/ban-dat-xa-hien-ninh-1/chot-ngay-lo-sieu-tiem-nang-tai-tan-an-soc-son-truoc-rong-4m-gia-1-6-ty-pr43086557,"Xã Hiền Ninh, Sóc Sơn, Hà Nội","1,6 tỷ",51 m²,,,,,Sổ đỏ/ Sổ hồng,,,,4 m
https://batdongsan.com.vn/ban-dat-xa-thanh-binh-13/sieu-pham-moi-dau-tu-sang-tiem-nang-trung-tam-sam-uat-gia-cuc-dep-chi-hon-10tr-m-pr43109065,"Xã Thanh Bình, Chương Mỹ, Hà Nội",Thỏa thuận,310 m²,,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-uy-no-xa-uy-no/ban-4tung-dong-anh-phun-tho-cu-pr43109349,"Đường Uy Nỗ, Xóm Ngoài, Xã Uy Nỗ, Đông Anh, Hà Nội",Thỏa thuận,"48,7 m²",3 phòng,3 phòng,Đông - Nam,,Sổ đỏ/ Sổ hồng,Cơ bản,4 tầng,"4,7 m",5 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-prj-the-charm-an-hung/quy-ngoai-giao-2pn-tg-dep-nhat-chiet-khau-hap-da-full-noi-that-cao-cap-pr43075212,"Dự án The Charm An Hưng, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",5 tỷ,72 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Full nội thất cao cấp.,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-co-thach-phuong-cau-dien-prj-khu-do-thi-my-dinh-i/ban-lk-kdt-21-5-ty-55m2-chinh-chu-q-nam-tu-liem-hn-pr42337168,"Dự án Mỹ Đình I, Đường Nguyễn Cơ Thạch, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",20 tỷ,55 m²,,,,,"- Sổ đỏ sẵn cất két, giao dịch ngay.","Đầy đủ - Nội thất đầy đủ, sẵn sàng vào ở ngay.",5 tầng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-phuong-me-tri-prj-vinhomes-green-bay-me-tri/hang-moi-ra-bt-vinhome-greenbay-150m2-48-ty-ban-nhanh-lh-pr42378473,"Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",47 tỷ,150 m²,,,,,,,,,
https://batdongsan.com.vn/ban-dat-xa-bac-phu/can-ban-115m2-mat-truc-kinh-doanh-soc-son-pr41757042,"Xã Bắc Phú, Sóc Sơn, Hà Nội",18 triệu/m²,155 m²,,,,,Sổ đỏ/ Sổ hồng.,,,,13 m
https://batdongsan.com.vn/ban-nha-rieng-pho-dai-la-phuong-truong-dinh/ban-gan-mat-gan-o-to-tranh-ngo-thong-40m-6-9-ty-pr43109051,"Phố Đại La, Phường Trương Định, Hai Bà Trưng, Hà Nội","6,9 tỷ",40 m²,,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-kim-chung-1-prj-hinode-royal-park/vip-sat-cu-wisteria-110m2-5-tang-gia-chi-20-ty-so-huu-lau-dai-cho-thue-dc-ngay-pr42854193,"Dự án Hinode Royal Park, Đường Quốc lộ 32, Xã Kim Chung, Hoài Đức, Hà Nội",20 tỷ,110 m²,,,,,Sổ đỏ/ Sổ hồng.,,5 tầng,,
https://batdongsan.com.vn/ban-dat-duong-thuong-thanh-phuong-thuong-thanh-1/ban-ngo-94-oto-vao-95m2-mt-6-5m-gia-7-ty-gan-cho-truong-hoc-cac-cap-pr42703883,"Ngõ 94, Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội",7 tỷ,95 m²,,,Đông - Nam,,Sổ đỏ/ Sổ hồng.,,,"6,5 m",3 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-nghia-do-1/nh-chu-ban-tay-ho-lo-tt-28-210m2-x-4-tang-lo-goc-mat-tien-13m-gia-2xx-pr42608926,"Đường Võ Chí Công, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",Thỏa thuận,210 m²,,,,,Sổ đỏ/ Sổ hồng,,4 tầng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-xuan-dinh-phuong-xuan-dinh-prj-khu-ngoai-giao-doan/moi-ra-240m2-58-ty-lh-pr42594163,"Khu Ngoại Giao Đoàn, Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",57 tỷ,240 m²,,,,,,,,12 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-nhan-chinh-prj-ha-noi-center-point/ban-2-png-ngu-co-day-du-tt-tai-point-pr42978333,"Hà Nội Center Point, 27, Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội","5,5 tỷ",63 m²,2 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-canopy-residences-vinhomes-smart-city/toi-dang-ban-gap-75m2-tang-25-ban-cong-huong-dong-nam-thanh-toan-tien-do-thang-7-ban-giao-pr42960900,"The Canopy Residences - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","5,2 tỷ",75 m²,,,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-duong-noi-prj-khu-do-thi-moi-duong-noi/chinh-chu-chuyen-hon-nen-ban-86m-tai-ct8-nha-san-san-so-giao-dich-luon-pr43109322,"KĐTM Dương Nội, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",Thỏa thuận,86 m²,2 phòng,2 phòng,,,,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-park-hill-premium-times-city/gia-tot-ban-goc-3pn-toa-park12-gia-9-45-ty-tv-hai-ba-trung-ha-noi-pr42951920,"Dự án Park Hill Premium - Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","9,45 tỷ",95 m²,3 phòng,2 phòng,Đông,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-dat-duong-dong-trang-xa-co-dong/ban-mat-300m-full-tho-cu-gia-chi-46-trieu-m-pr43109026,"Đường Đồng Trạng, Xã Cổ Đông, Sơn Tây, Hà Nội",46 triệu/m²,300 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-duc-tho-phuong-my-dinh-2-prj-khu-do-thi-my-dinh-ii/chinh-chu-ban-2-quan-nam-tu-liem-ha-noi-pr37750127,"Dự án Mỹ Đình II, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",43 tỷ,200 m²,,,Tây - Nam,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-hoang-ton-phuong-phu-thuong-1-prj-khu-do-thi-nam-thang-long-ciputra/ban-noi-that-moi-ban-cong-rong-huong-mat-toa-e4-ciputra-pr42563632,"Dự án Ciputra Hà Nội, đường Nguyễn Hoàng Tôn, Phường Phú Thượng, Tây Hồ, Hà Nội",14 tỷ,153 m²,4 phòng,2 phòng,,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-me-tri-prj-vinhomes-green-bay-me-tri/chinh-chu-ban-71m2-2pn-2wc-toa-g1-5-9ty-greenbay-viewho-marriot-h-d-thue-16tr-th-pr43109039,"Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội","5,9 tỷ",71 m²,2 phòng,2 phòng,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-mai-phuong-hoang-van-thu-4/ban-32m2-6-tang-dong-tien-240tr-nam-sdcc-chi-5-6-ty-lh-pr43109021,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội","5,6 tỷ",32 m²,,,,,Sổ đỏ/ Sổ hồng,,6 tầng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ham-nghi-phuong-my-dinh-2-prj-mon-city/chinh-chu-ban-nam-tu-liem-lo-t01-dien-tich-120m2-x-6-tang-mat-tien-6m-pr42610076,"Dự án Mon City - Hải Đăng City, Đường Hàm Nghi, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Thỏa thuận,120 m²,,,,,,,6 tầng,6 m,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-dinh-thi-phuong-thuy-khue-prj-golden-westlake/ban-khu-cao-cap-y-dt-so-170m2-x-5t-mt-11m-pr42832683,"Dự án Golden Westlake, Đường Nguyễn Đình Thi, Phường Thụy Khuê, Tây Hồ, Hà Nội",64 tỷ,170 m²,,,,,Sổ đỏ,,4 tầng,15 m,
https://batdongsan.com.vn/ban-dat-pho-ke-tanh-phuong-giang-bien-1/ban-65m2-mt-5-5m-gia-9-8-ty-oto-tranh-sat-mat-pr42476070,"Phố Kẻ Tạnh, Phường Giang Biên, Long Biên, Hà Nội","9,8 tỷ",65 m²,,,,,Sổ đỏ/ Sổ hồng,,,"5,5 m",5 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-hoang-ton-phuong-phu-thuong-1-prj-khu-do-thi-nam-thang-long-ciputra/ban-goc-toa-e5-ha-noi-pr42721013,"Dự án Ciputra Hà Nội, đường Nguyễn Hoàng Tôn, Phường Phú Thượng, Tây Hồ, Hà Nội",13 tỷ,142 m²,4 phòng,2 phòng,Đông - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-co-thach-phuong-my-dinh-2/ban-khu-do-thi-2-lo-t2-dien-tich-220m2-x-4t-mt-10m-pr42797670,"Đường Nguyễn Cơ Thạch, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Thỏa thuận,200 m²,,,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dinh-cong-phuong-dinh-cong-prj-sky-central/ban-ang-mai-ha-noi-2pn-73m2-gia-5-2-ty-pr43109094,"Dự án Sky Central, Đường Định Công, Phường Định Công, Hoàng Mai, Hà Nội","5,2 tỷ",73 m²,2 phòng,2 phòng,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-van-chuong/trung-tam-dong-da-7tang-thang-may-view-ho-trieu-do-mat-tien-be-the-noi-that-sin-nhinh-13ty-pr40926466,"Phường Văn Chương, Đống Đa, Hà Nội","13,73 triệu",55 m²,5 phòng,6 phòng,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,"6,5 m",4 m
https://batdongsan.com.vn/ban-nha-mat-pho-duong-ngoc-lam-phuong-ngoc-lam-2/ban-long-bien-116m-3-tang-33-ty-doan-dep-t-kinh-doanh-sam-uat-pr42642977,"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",33 tỷ,116 m²,3 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,3 tầng,,25 m
