Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Mặt tiền,Đường vào,Pháp lý,Nội thất,Hướng nhà,Hướng ban công
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tam-trinh-phuong-yen-so-prj-nha-o-xa-hoi-home/-55m-2-ngu-2-ve-sinh-gia-re-nhat-thi-truong-pr42720467,"Dự án Nhà ở xã hội @Home, Đường Tam Trinh, Phường Yên Sở, Hoàng Mai, Hà Nội",Thỏa thuận,55 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-dat-xa-hong-van-2/chinh-chu-ban-950m2-tai-thuong-tin-mt-12m-vi-tri-dep-gia-sieu-re-lh-pr42845655,"Xã Hồng Vân, Thường Tín, Hà Nội","8,3 tỷ",950 m²,,,,12 m,10 m,"Pháp lý chuẩn sổ đỏ chính chủ, giao dịch ngay trong ngày.",,Nam,
https://batdongsan.com.vn/ban-nha-rieng-duong-phan-ke-binh-phuong-cong-vi/-dep-dao-tan-trung-tam-ba-dinh-hiem-ban-noi-that-xin-ngo-thong-gia-tot-pr43092573,"Đường Phan Kế Bính, Phường Cống Vị, Ba Đình, Hà Nội",7 tỷ,33 m²,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-dong-phuong-giap-bat/chinh-chu-ban-pho-hoang-mai-sdcc-gia-uu-dai-pr42845671,"Đường Kim Đồng, Phường Giáp Bát, Hoàng Mai, Hà Nội","17,5 tỷ",102 m²,6 phòng,,5 tầng,"5,5 m",,Đầy đủ.,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-duy-hung-phuong-trung-hoa-4/sieu-re-65m2-tu-tang-2-72m2-5-tang-mat-tien-6-7m-14-ty-van-con-thuong-luong-pr43092559,"Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",14 tỷ,65 m²,11 phòng,11 phòng,5 tầng,"6,7 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-bo-de-phuong-bo-de/ban-long-bien-55m2-5t-nhinh-12-ty-moi-p-thang-may-noi-that-xin-so-pr43092718,"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội","12,8 tỷ",55 m²,,,5 tầng,,,Sổ đỏ,"Nội thất đầy đủ, sẵn ở ngay.",,
https://batdongsan.com.vn/ban-nha-rieng-pho-nghia-do-phuong-nghia-do-1/cuc-hiem-phan-lo-via-he-2m-o-to-tranh-ngo-thong-2-thoang-full-noi-that-o-dinh-50m-5t-pr43092713,"Phố Nghĩa Đô, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",13 tỷ,50 m²,6 phòng,4 phòng,5 tầng,"3,8 m",10 m,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-thuy-phuong-dich-vong-hau/ban-toa-chung-cu-mini-cau-giay-dt-70m-9-tang-2-mat-ngo-o-to-tranh-25-5-ty-pr43092453,"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","25,5 tỷ",70 m²,,,9 tầng,,6 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-cau-giay-phuong-quan-hoa-prj-cau-giay-center-point/chinh-chu-ban-3pn-100m2-huong-mat-nha-moi-sua-dep-173-xuan-thuy-pr43092379,"Dự án Cầu Giấy Center Point, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội","6,8 tỷ",100 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-au-co-phuong-nhat-tan-2/ban-gap-47-m2-3-tang-moi-o-luon-8-ty-nhinh-ngo-3-gac-gan-ho-tay-lh-e-0363792-pr43092566,"Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội","8,8 tỷ",47 m²,4 phòng,3 phòng,3 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-ho-tung-mau-phuong-mai-dich/-5-tang-gan-cau-vuot-ngo-nong-phan-khuc-hiem-6-6-ty-pr43092356,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội","6,6 tỷ",30 m²,3 phòng,4 phòng,5 tầng,"4,8 m","2,5 m",Sổ đỏ/ Sổ hồng,Cơ bản,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-nhan-chinh-prj-chung-cu-golden-west/ban-nhanh-3-phong-ngu-96m2-full-noi-that-gia-ban-2-5x-ty-lh-0961995358-pr34699690,"Dự án Golden West, Phường Nhân Chính, Thanh Xuân, Hà Nội",Thỏa thuận,96 m²,3 phòng,2 phòng,,,,Hợp đồng mua bán,Full nội thất.,,
https://batdongsan.com.vn/ban-nha-rieng-pho-tran-quoc-hoan-phuong-dich-vong/ban-phan-lo-cau-giay-lo-goc-oto-h-do-kinh-doanh-19-7-ty-pr43092302,"Phố Trần Quốc Hoàn, Phường Dịch Vọng, Cầu Giấy, Hà Nội","19,7 tỷ",45 m²,4 phòng,4 phòng,6 tầng,4 m,5 m,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-vinh-tuy/ban-nhanh-toa-chung-cu-mini-cho-thue-dong-tien-500tr-1-nam-gia-chi-hon-8ty-co-thang-may-pr42785869,"Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Thỏa thuận,45 m²,9 phòng,9 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-xa-an-khanh-4-prj-thang-long-victory/ban-3-85-ty-69-2-m2-2pn-2wc-chinh-chu-pr43092437,"Dự án Thăng Long Victory, Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội","3,85 tỷ","69,2 m²",2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng.,Cơ bản.,Đông - Nam,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ngoc-hoi-phuong-hoang-liet-prj-south-tower/-vat-tu-du-lich-75m-goc-full-noi-that-gia-chi-tu-4ty-pr43079481,"South Tower Hoàng Liệt, ngõ 15/51 số 6, Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",4 tỷ,75 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Nam
https://batdongsan.com.vn/ban-nha-mat-pho-duong-vu-pham-ham-phuong-yen-hoa-2/34-ty-nhinh-co-dep-8-tang-83m2-mt5-thang-may-o-kd-vp-dinh-pr42867166,"Đường Vũ Phạm Hàm, Phường Yên Hòa, Cầu Giấy, Hà Nội",35 tỷ,83 m²,7 phòng,7 phòng,8 tầng,5 m,6 m,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-dat-duong-thai-binh-xa-mai-lam/chu-can-tien-gap-thanh-khoan-nhanh-lo-sieu-dep-x40m-tai-dong-anh-pr43092558,"Đường Thái Bình, Xã Mai Lâm, Đông Anh, Hà Nội","4,45 tỷ",40 m²,,,,"4,3 m",6 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-nghia-tan-3/can-ban-phan-lo-sieu-pham-pho-cau-giay-o-to-do-cua-pr43092198,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",16 tỷ,65 m²,,,7 tầng,6 m,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-pho-hong-tien-phuong-gia-thuy/sieu-pham-full-noi-that-gara-o-to-thang-may-6-tang-chi-27-5-ty-dien-tich-85m-pr43091662,"Phố Hồng Tiến, Phường Gia Thụy, Long Biên, Hà Nội","27,5 tỷ",85 m²,,,6 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-pho-yen-lac-phuong-vinh-tuy/ban-hai-ba-trung-ha-noi-chu-thien-chi-ban-gi-21-5-ty-pr43092364,"Phố Yên Lạc, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","21,5 tỷ",70 m²,3 phòng,3 phòng,4 tầng,"5,39 m",6 m,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam,Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-be-van-dan-phuong-quang-trung-17/-ha-dong-phan-lo-o-to-tranh-vi-tri-dep-gia-chi-4-7-ty-pr43092410,"Đường Bế Văn Đàn, Phường Quang Trung, Hà Đông, Hà Nội","4,7 tỷ",20 m²,2 phòng,3 phòng,4 tầng,"4,2 m",7 m,Sổ đỏ/ Sổ hồng,Không nội thất,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-xuan-dieu-phuong-quang-an-2/ban-tay-ho-4-tang-128m2-mt-7-6-gia-chao-65-ti-nhinh-pr42879313,"Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",68 tỷ,128 m²,4 phòng,4 phòng,4 tầng,"7,6 m",30 m,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-truong-sa-xa-dong-hoi-prj-vinhomes-co-loa/cc-can-ban-can-ap-goc-vien-2-03-dt-75m2-doi-dien-chung-cu-view-ho-gia-19-ty-lh-pr42642693,"Dự án Vinhomes Cổ Loa, Đường Trường Sa, Xã Đông Hội, Đông Anh, Hà Nội","21,9 tỷ",80 m²,5 phòng,4 phòng,5 tầng,5 m,30 m,Hợp đồng mua bán,Cơ bản,Đông - Bắc,Đông - Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-au-co-phuong-quang-an-2/can-ban-toa-can-ho-dich-vu-sieu-hiem-tren-90-la-tay-thue-cung-khong-du-c-pr43092067,"Đường Âu Cơ, Phường Quảng An, Tây Hồ, Hà Nội",14 tỷ,55 m²,10 phòng,10 phòng,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-yen-so-prj-galia-hanoi/tuyet-tac-vuot-thoi-gian-phia-nam-ha-noi-pr43085101,"Dự án Galia Hanoi, Phường Yên Sở, Hoàng Mai, Hà Nội",8 tỷ,100 m²,3 phòng,2 phòng,,,,Hợp đồng mua bán,,Đông - Nam,Tây - Bắc
https://batdongsan.com.vn/ban-nha-rieng-pho-trung-kinh-phuong-trung-hoa-4/ban-gap-4pn-5wc-tai-cau-giay-ha-noi-36-ty-65m2-o-to-tranh-pr43092030,"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",36 tỷ,65 m²,4 phòng,5 phòng,5 tầng,"5,5 m",30 m,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây,Tây
https://batdongsan.com.vn/ban-dat-duong-trich-sai-phuong-thuy-khue/ban-lo-vip-xay-building-mat-ho-tay-115m2-mt6-vuong-a4-108-ty-nhinh-pr42995984,"Đường Trích Sài, Phường Thụy Khuê, Tây Hồ, Hà Nội",108 tỷ,114 m²,,,,6 m,15 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-dich-vong-hau-prj-chung-cu-30-pham-van-dong/ban-30-96m-3-ngu-full-noi-that-view-dep-pr43092002,"Dự án 30 Phạm Văn Đồng, Đường Phạm Văn Đồng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Thỏa thuận,96 m²,3 phòng,,,,,,Full nội thất.,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-ngoc-phach-phuong-lang-ha/ban-nha-tap-the-dong-da-t-truoc-sau-3-phong-ngu-2-ve-sinh-bep-dt-85m2-pr43091918,"Phố Hoàng Ngọc Phách, Phường Láng Hạ, Đống Đa, Hà Nội","4,3 tỷ",85 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Nam,
https://batdongsan.com.vn/ban-dat-thi-tran-dong-anh-1/ban-92m2-tai-giaban-92m2-tai-gia-thoa-thuan-view-dep-pr43092289,"Thị trấn Đông Anh, Đông Anh, Hà Nội",Thỏa thuận,92 m²,,,,5 m,5 m,Sổ đỏ/ Sổ hồng,,Nam,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-hieu-phuong-ha-cau-prj-hyundai-hillstate/ban-gap-3pn-2wc-136m2-gia-9-3-ty-bao-phi-dong-lh-pr43092389,"Hyundai Hillstate, Tô Hiệu, Hà Cầu, Hà Đông, Hà Nội","9,3 tỷ",136 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-van-canh-1-prj-khu-biet-thu-vuon-cam-orange-graden/chinh-chu-can-ban-gap-kdt-cam-pr39939469,"Dự án Vườn Cam Vinapol, Xã Vân Canh, Hoài Đức, Hà Nội",Thỏa thuận,200 m²,,,,,"20,5 m",Hợp đồng mua bán,Không nội thất,,
https://batdongsan.com.vn/ban-dat-xa-van-ha-1/ban-daban-thon-thiet-binh-dong-anh-noi-75-trieu-m2-120-m2-ng-hiem-tai-uy-tin-pr43092236,"Thôn Thiết Bình, Xã Vân Hà, Đông Anh, Hà Nội",73 triệu/m²,120 m²,,,,12 m,4 m,Sổ đỏ/ Sổ hồng,,Nam,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phuc-loi-phuong-giang-bien-1-prj-khu-do-thi-viet-hung/quy-re-nhat-quan-80m2-chi-3-ty-pr42543580,"Dự án Việt Hưng, Đường Phúc Lợi, Phường Giang Biên, Long Biên, Hà Nội",3 tỷ,70 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ.,Đông - Nam,Tây - Bắc
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-di-trach-prj-hinode-royal-park/chinh-chu-can-ban-kdt-kim-chung-trach-pr38176867,"Dự án Hinode Royal Park, Đường Quốc lộ 32, Xã Di Trạch, Hoài Đức, Hà Nội",Thỏa thuận,100 m²,,,5 tầng,17 m,,Hợp đồng mua bán,,Nam,Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-xien-xa-tan-trieu-prj-eco-green-city/ban-ecogreen-dt-75m2-gia-4-95-ty-pr43092603,"Eco Green City, Nguyễn Xiển, Tân Triều, Thanh Trì, Hà Nội","4,95 tỷ",75 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-dang-vu-hy-phuong-thuong-thanh-1/phan-lo-tdc-chu-mot-ban-gia-re-nhat-khu-c-6-tang-thang-may-8-95ty-53m2-moi-tinh-pr43075600,"Đường Đặng Vũ Hỷ, Phường Thượng Thanh, Long Biên, Hà Nội","8,9 tỷ",53 m²,6 phòng,6 phòng,6 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-chua-quynh-phuong-pho-hue/trung-tam-hai-ba-trung-dep-sat-gia-sieu-re-60m-4-tang-dep-fruff-noi-that-pr43091819,"Phố Chùa Quỳnh, Phường Phố Huế, Hai Bà Trưng, Hà Nội","11,13 tỷ",60 m²,,,4 tầng,"4,6 m",,Sổ đỏ/ Sổ hồng,Full nội thất.,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-di-trach-prj-hinode-royal-park/chinh-chu-can-ban-gap-can-5-tang-gia-re-t-thi-truong-lh-pr42907389,"Hinode Royal Park, Quốc lộ 32, Di Trạch, Hoài Đức, Hà Nội",Thỏa thuận,100 m²,,,5 tầng,5 m,12 m,Sổ đỏ/ Sổ hồng,,Nam,
https://batdongsan.com.vn/ban-nha-rieng-duong-phuc-dong-phuong-phuc-dong/ban-moi-6-tang-khu-phan-lo-quan-doi-42m-thang-may-gia-12-9ty-pr43072870,"Đường Phúc Đồng, Phường Phúc Đồng, Long Biên, Hà Nội","12,9 tỷ",42 m²,4 phòng,6 phòng,6 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-dat-duong-tien-hung-xa-nguyen-khe/ban-tai-dong-anh-ha-noi-gia-thoa-thuan-79-5m2-view-dep-hot-pr43091889,"Đường Tiên Hùng, Xã Nguyên Khê, Đông Anh, Hà Nội",Thỏa thuận,"79,5 m²",,,,5 m,3 m,Sổ đỏ/ Sổ hồng,,Đông,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-dai-kim-prj-khu-do-thi-moi-dai-kim-dinh-cong/sieu-pham-dau-tu-lk-shophouse-ven-duong-2-5-kdt-gia-tu-65tr-m2-co-hoi-x3-x4-pr43092592?c=d1,"Dự án KĐTM Đại Kim - Định Công, Phường Đại Kim, Hoàng Mai, Hà Nội",Thỏa thuận,90 m²,,,,5 m,,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-minh-khai-phuong-thanh-luong/ban-21-ty-85-m2-oto-tranh-kinh-doanh-pr43092468,"Đường Minh Khai, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",21 tỷ,85 m²,4 phòng,3 phòng,4 tầng,5 m,5 m,Sổ đỏ/ Sổ hồng,Cơ bản,,
https://batdongsan.com.vn/ban-nha-rieng-duong-linh-nam-phuong-linh-nam/ban-toa-ccmn-45m-7-tang-11p-dt-700-tr-gia-9-3-ty-lo-goc-pr41917458,"Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội","8,8 tỷ",45 m²,11 phòng,11 phòng,7 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-khu-do-thi-trung-hoa-nhan-chinh/-ban-gap-2pn-140m-toa-34t-ang-lh-pr42195185,"Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội","7,5 tỷ",130 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Nhà đầy đủ nội thất.,Tây - Nam,Đông - Bắc
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-trung-van-prj-khu-do-thi-trung-van-vinaconex-3/ban-3-170m2-mt-8-5-m-5tang-cach-green-bay-1-km-o-tranh-40-ty-pr43092588,"Khu đô thị Trung Văn - Vinaconex 3, Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội",40 tỷ,170 m²,4 phòng,,5 tầng,"8,5 m",8 m,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-mai-phuong-mai-dong-1/ban-toa-ccmn-79m-x7t-17-ty-16-p-dt-1-ty-nam-oto-do-pr42511054,"Đường Hoàng Mai, Phường Mai Động, Hoàng Mai, Hà Nội",17 tỷ,79 m²,16 phòng,16 phòng,,,4 m,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-minh-khai-phuong-minh-khai/ban-217m2-4tang-gia-64-ty-mt-5-5m-pr42817384,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",59 tỷ,217 m²,3 phòng,3 phòng,4 tầng,"5,5 m",10 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-dat-xa-lien-ha-2/ban-tai-dong-anh-noi-81-ban-tai-dong-anh-noi-81-trieu-m2-100m2-pr43091861,"Xã Liên Hà, Huyện Đông Anh, Hà Nội",83 triệu/m²,100 m²,,,,5 m,5 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thanh-thai-phuong-dich-vong-prj-khu-do-thi-moi-dich-vong/-ban-3pn-110m-toa-n09-h-cong-vien-cau-giay-lh-pr42215492,"Dự án ĐTM Dịch Vọng, Đường Thành Thái, Phường Dịch Vọng, Cầu Giấy, Hà Nội",Thỏa thuận,110 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Bắc,Tây - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-van-kiet-thi-tran-quang-minh-prj-toa-nha-licogi-18/-ban-80m-p-dong-mua-ban-pr41625278,"Dự án Licogi 18 - Mê Linh, Đường Võ Văn Kiệt, Thị trấn Quang Minh, Mê Linh, Hà Nội","2,1 tỷ",80 m²,2 phòng,1 phòng,,,,Hợp đồng mua bán,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-linh-duong-phuong-hoang-liet-prj-hh3-linh-dam/ban-goc-3-phong-ngu-hh3a-view-san-bong-sieu-thoang-pr43092580,"Dự án HH3 Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","3,37 tỷ",77 m²,3 phòng,2 phòng,,,,Hợp đồng mua bán,Đầy đủ,Bắc,Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ham-nghi-phuong-my-dinh-2-prj-mon-city/ban-3pn-hd-nguyen-co-thach-gia-4-9-ty-lh-pr40437257,"Dự án Mon City - Hải Đăng City, Đường Hàm Nghi, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Thỏa thuận,86 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Full,Tây - Nam,Tây - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-2-prj-capital-elite/vi-tri-trung-tam-gia-tot-nhat-khu-vuc-85tr-87tr-m2-nhan-nha-ngay-pr42353498,"Dự án Capital Elite, Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",11 tỷ,114 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Cơ bản,Đông,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-cao-toc-thang-long-noi-bai-thi-tran-quang-minh-prj-khu-do-thi-quang-minh/ban-song-lap-vina-2-dt-200m2-so-hong-chinh-chu-pr42098254,"Khu đô thị Quang Minh, Cao tốc Thăng Long Nội Bài, Quang Minh, Mê Linh, Hà Nội",14 tỷ,200 m²,4 phòng,5 phòng,4 tầng,,13 m,Sổ đỏ/ Sổ hồng,Không nội thất,,
https://batdongsan.com.vn/ban-dat-xa-viet-hung-2/ban-dep-tai-dong-anh-ha-noi-5-85-ty-91-5m2-pr43091654,"Xã Việt Hùng, Đông Anh, Hà Nội","5,85 tỷ","91,5 m²",,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-xa-my-hung-3/chinh-chu-gui-ban-manh-dat-tai-quang-minh-thanh-oai-68-5m2-5-1-ty-pr43091721,"Xã Mỹ Hưng, Thanh Oai, Hà Nội","5,1 tỷ","68,5 m²",,,,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-linh-nam-phuong-vinh-hung-2/ban-230m-mt9m-57-ty-lo-goc-ko-qh-pr42787497,"Đường Lĩnh Nam, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",57 tỷ,230 m²,1 phòng,1 phòng,1 tầng,9 m,10 m,Sổ đỏ/ Sổ hồng,Cơ bản,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-2-prj-b-i-g-tower/-ban-chcc-3pn-toa-big-18-gia-tot-lh-pr42782664,"B.I.G Tower, 18, Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","5,2 tỷ",95 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Nam,Đông - Bắc
https://batdongsan.com.vn/ban-dat-phuong-kim-son-6/ban-lo-dep-tai-tay-dien-tich-355m-mat-tien-rong-19m-cuc-dep-gia-3-727-ty-pr43091149,"Phường Kim Sơn, Sơn Tây, Hà Nội","3,73 tỷ",355 m²,,,,19 m,,Có sổ.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-khu-do-thi-trung-hoa-nhan-chinh/ban-3pn-2wc-135m2-tai-ang-cau-giay-gia-sieu-i-9-ty-lh-pr42633030,"Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",9 tỷ,135 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Nam,Đông - Bắc
https://batdongsan.com.vn/ban-nha-mat-pho-duong-truong-dinh-phuong-giap-bat/ban-79m-mt3-5m-19-ty-kd-qh-dep-ban-gap-pr42398069,"Đường Trương Định, Phường Giáp Bát, Hoàng Mai, Hà Nội",18 tỷ,79 m²,4 phòng,3 phòng,3 tầng,"3,5 m",9 m,Sổ đỏ/ Sổ hồng,Đầy đủ.,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-nam-cao-phuong-giang-vo-prj-the-golden-armor/ban-cap-b6-83-6m2-2pn-gia-4-5-ty-lh-0945-894-297-pr24553566,"Dự án The Golden Armor, Phố Nam Cao, Phường Giảng Võ, Ba Đình, Hà Nội",Thỏa thuận,"83,6 m²",2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vu-trong-phung-phuong-thanh-xuan-trung-prj-sakura-tower/ban-gap-3pn-2-wc-dien-tich-8-m2-toa-47-phung-pr43092328,"Sakura Tower, 47, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","6,88 tỷ",89 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-kho-nha-xuong-xa-tan-uoc-prj-cum-cong-nghiep-thanh-van-tan-uoc/dat-xay-dung-may-gia-tu-8-trieu-m2-lh-pr43092508,"Dự án Cụm công nghiệp Thanh Văn - Tân Ước, Xã Tân Ước, Thanh Oai, Hà Nội","8,5 triệu/m²",2.100 m²,,,,,,Hợp đồng mua bán,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-paris-vinhomes-ocean-park/pr3-2n-dt-73-8m-gia-chi-59tr-m-vhocp1-tien-do-gian-2-nam-pr42827628,"Dự án The Paris - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Thỏa thuận,"73,8 m²",3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Cơ bản,Tây - Bắc,Tây - Bắc
https://batdongsan.com.vn/ban-dat-duong-duc-thuong-xa-duc-thuong/ban-lo-dau-gia-ao-ngoi-hoai-pr42642729,"Đường Đức Thượng, Xã Đức Thượng, Hoài Đức, Hà Nội",Thỏa thuận,60 m²,,,,5 m,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-la-khe-prj-hpc-landmark-105/ban-76m2-tai-ndmark-105-ha-dong-gia-uu-dai-4-75-ty-pr43092309,"HPC Landmark 105, La Khê, Hà Đông, Hà Nội","4,75 tỷ",76 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Bắc,Đông - Nam
