Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Hướng nhà,Hướng ban công,Pháp lý,Nội thất,Mặt tiền,Đường vào,Số tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-minh-giam-phuong-trung-hoa-4-prj-mandarin-garden/ban-madarin-168m2-thap-d-va-158m2-thap-b-pr42950328,"Mandarin Garden, Hoàng Minh Giám, Trung Hòa, Cầu Giấy, Hà Nội",Thỏa thuận,168 m²,3 phòng,2 phòng,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-bach-mai-phuong-truong-dinh/ban-ngo-16-gieng-mut-quan-hai-ba-trung-dien-tich-28-33m2-4-tang-mat-tien-4-5m-6-ty-pr43078981,"16 Ngõ Giếng Mứt, Phố Bạch Mai, Phường Trương Định, Hai Bà Trưng, Hà Nội",6 tỷ,33 m²,3 phòng,4 phòng,Đông - Nam,,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,5 m",2 m,4 tầng
https://batdongsan.com.vn/ban-dat-duong-vanh-dai-4-xa-tien-yen-1/ban-lo-goc-mat-ho-to-dau-gia-long-khuc-lk6-8-to-22m-gia-re-vi-tri-dep-dac-dia-pr41532664,"Đường Vành Đai 4, Xã Tiền Yên, Hoài Đức, Hà Nội",Thỏa thuận,97 m²,,,Tây - Bắc,,Sổ đỏ/ Sổ hồng,,5 m,22 m,
https://batdongsan.com.vn/ban-dat-duong-vanh-dai-3-5-xa-van-canh-1/-ban-lo-1021-1-co-dien-tich-54m-rong-20-5m-nhin-ra-14-toa-chung-cu-an-lac-green-symphony-pr37133692,"Đường Vành Đai 3.5, Xã Vân Canh, Hoài Đức, Hà Nội",Thỏa thuận,54 m²,,,Tây - Bắc,,Sổ đỏ/ Sổ hồng,,4 m,"20,5 m",
https://batdongsan.com.vn/ban-dat-duong-cau-dien-phuong-phuc-dien/ban-mat-pho-63m2-mat-tien-13m-kinh-doanh-dinh-gia-chao-18-5-ty-pr42961803,"Đường Cầu Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội","18,5 tỷ",63 m²,,,,,Sổ đỏ/ Sổ hồng,,10 m,30 m,
https://batdongsan.com.vn/ban-dat-xa-van-canh-1/ban-lo-goc-113m2-mat-tien-22m-vuong-sieu-dep-xay-dua-len-duoc-135m2-gia-tot-nhat-khu-vi-tri-dep-pr43078838,"Xã Vân Canh, Hoài Đức, Hà Nội",Thỏa thuận,113 m²,,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-duong-noi-prj-park-view-residence-duong-noi/ban-123-6m2-toa-ct8c-that-co-ban-khu-chi-n-5-ty-pr43075492,"Dự án Park View Residence Dương Nội, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội","5,4 tỷ","123,6 m²",3 phòng,2 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Cơ bản,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-1pn-view-toa-lakeside-masteri-vinmes-1-chi-tu-2-8-ty-pr41860655,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","2,8 tỷ",41 m²,3 phòng,,,,,,,,
https://batdongsan.com.vn/ban-dat-xa-van-canh-1/ban-lo-goc-97m2-nga-tu-mat-duong-16m-kd-sam-uat-gia-dang-rat-tot-khu-dich-vu-25-2ha-pr42978998,"Xã Vân Canh, Hoài Đức, Hà Nội",Thỏa thuận,97 m²,,,,,Sổ đỏ/ Sổ hồng,,20 m,16 m,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-dai-kim-prj-khu-do-thi-moi-linh-dam/cac-can-ban-dt-200m2-250m2-lo-goc-290m2-gia-tu-160tr-m2-4-tang-thang-may-sd-pr40251709,"Dự án KĐT Linh Đàm, Phường Đại Kim, Hoàng Mai, Hà Nội",46 tỷ,260 m²,,,,,Sổ đỏ/ Sổ hồng,,"13,5 m",,4 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-huu-tho-phuong-dai-kim-prj-khu-do-thi-moi-linh-dam/ban-kdt-308m2-x-4-tang-cach-30m-re-nhat-180tr-m2-pr42162841,"KĐT Linh Đàm, Đường Nguyễn Hữu Thọ, Phường Đại Kim, Hoàng Mai, Hà Nội",195 triệu/m²,308 m²,7 phòng,6 phòng,,,Sổ đỏ/ Sổ hồng.,,"16,5 m",13 m,4 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-linh-duong-phuong-hoang-liet-prj-tay-nam-ho-linh-dam/tong-hop-cac-can-tt1-tt2-tt3-tt4-tt5-tt6-kdt-gia-can-tien-ban-gap-pr38067334,"Dự án Tây Nam Hồ Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",40 tỷ,200 m²,5 phòng,,Đông,,Sổ đỏ/ Sổ hồng,,,,4 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-liet-phuong-hoang-liet/-4-tang-tien-7m-dien-tich-162m2-moi-cap-so-do-pr39985218,"Đường Hoàng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",322 triệu/m²,162 m²,,4 phòng,Đông,Nam,Sổ đỏ/ Sổ hồng.,Cơ bản.,7 m,50 m,4 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-co-linh-phuong-long-bien/can-ban-ha-noi-pr42808221,"Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội","30,5 tỷ",82 m²,4 phòng,3 phòng,Đông - Bắc,Đông - Bắc,Sổ đỏ/ Sổ hồng,Cơ bản,"4,5 m",12 m,4 tầng
https://batdongsan.com.vn/ban-dat-nen-du-an-xa-tien-phong-8-prj-khu-do-thi-cienco-5-me-linh/chinh-chu-gui-em-ban-cat-lo-lo-so-5-linh-pr40475825,"Dự án Cienco 5 Mê Linh, Xã Tiền Phong, Mê Linh, Hà Nội",24 triệu/m²,100 m²,,,,,,,,"15,5 m",
https://batdongsan.com.vn/ban-nha-rieng-pho-trung-kinh-phuong-trung-hoa-4/cc-ban-gap-56m2-x-mt-5-2m-x-6t-thang-may-phan-lo-o-to-vong-quanh-noi-that-chau-au-pr43077982,"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội","21,8 tỷ",56 m²,5 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,,"5,2 m",5 m,6 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-cau-giay-phuong-dich-vong/ban-toa-lo-goc-3-thoang-chdv-16-phong-khep-kin-thang-may-o-to-20-truong-dai-hoc-lon-pr42877226,"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội","16,86 tỷ",68 m²,16 phòng,16 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,7 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-thanh-luong/8-43-ty-42m2-5-tang-thang-may-5-ngu-full-noi-that-hoang-gia-20m-o-to-kim-nguu-khai-pr43077839,"559, Đường Minh Khai, Phường Thanh Lương, Hai Bà Trưng, Hà Nội","8,43 tỷ",42 m²,5 phòng,5 phòng,Bắc,Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,"3,5 m",2 m,5 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-thi-tran-trau-quy-prj-eurowindow-twin-parks/chuyen-nhuong-can-gia-lam-dien-tich-192-5m2-gia-ban-31ty-pr43077832,"Dự án Eurowindow Twin Parks, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",31 tỷ,"192,5 m²",,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-yen-so-prj-galia-hanoi/chinh-thuc-mo-ban-cao-cap-ha-noi-gia-chi-tu-6xtr-m2-sau-chiet-khau-noi-that-cao-cap-pr43076989,"Dự án Galia Hanoi, Phường Yên Sở, Hoàng Mai, Hà Nội","4,5 tỷ",68 m²,2 phòng,2 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Bàn giao nội thất cao cấp.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-2-prj-flc-complex-36-pham-hung/ban-cc-tai-4-55-ty-55-6m2-2pn-1wc-noi-that-day-du-uy-tin-gia-sieu-hoi-pr42983311,"FLC Complex Phạm Hùng, 36, Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","4,65 tỷ","55,6 m²",2 phòng,1 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-dinh-tu-phuong-xuan-dinh-prj-jade-square/ban-gap-gia-chi-nhinh-200tr-m2-bao-gia-toan-bo-du-an-pr42891043,"Jade Square, Đường Nguyễn Đình Tứ, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",220 triệu/m²,175 m²,7 phòng,,,,Hợp đồng mua bán,,,,5 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-yen-nghia-1-prj-sol-lake-villa/20-ty-co-thuong-luong-ban-chinh-chu-100m2-khu-do-thi-do-co-2-mat-tien-truoc-sau-pr43077292,"Dự án Sol Lake Villa, Phường Yên Nghĩa, Hà Đông, Hà Nội",20 tỷ,100 m²,,,,,Sổ đỏ/ Sổ hồng,,,"11,5 m",
https://batdongsan.com.vn/ban-dat-duong-le-trong-tan-phuong-la-khe/50m-phan-lo-o-to-tranh-khu-lien-ke-gan-cong-dt-parkcity-vao-hon-9-ty-pr42400371,"Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội","9,7 tỷ",50 m²,,,,,Sổ đỏ/ Sổ hồng,,4 m,12 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-thi-nham-phuong-ha-cau/chinh-chu-gui-ban-5-tang-54m-tng-may-pho-m-dong-sat-o-to-tranh-chi-hon-6-ty-pr42347740,"Đường Ngô Thì Nhậm, Phường Hà Cầu, Hà Đông, Hà Nội","6,5 tỷ",54 m²,3 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Nội thất ngoại nhập hoàn thiện cao cấp.,"4,1 m",6 m,5 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-bui-thi-xuan-phuong-bui-thi-xuan/-hiem-ban-toa-khach-san-mp-hai-ba-trung-118m-12-tang-1-ham-gpxd-dong-tien-khung-pr42896311,"Đường Bùi Thị Xuân, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",79 tỷ,118 m²,30 phòng,30 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,20 m,12 tầng
https://batdongsan.com.vn/ban-dat-duong-vanh-dai-4-xa-van-tao/gia-re-nhat-chinh-chu-dau-gia-thuong-tin-91-12m-phan-lo-via-he-o-to-tranh-gan-4-pr43077016,"Đường Vành Đai 4, Xã Vân Tảo, Thường Tín, Hà Nội",69 triệu/m²,"91,12 m²",,,,,Sổ đỏ/ Sổ hồng sd chung,,"5,12 m",7 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-cu-khoi/ban-tiem-nang-khi-cau-tu-lien-cong-pr42691597,"Ngõ 359, Đường Ngọc Thụy, Phường Cự Khối, Long Biên, Hà Nội","14,5 tỷ",97 m²,,,Tây - Nam,,Sổ đỏ/ Sổ hồng.,,5 m,6 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-minh-khai/6-3-ty-5-tang-20m-ra-o-to-vi-tri-dinh-goc-de-hbt-pr43076402,"Ngõ 254, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội","6,3 tỷ",30 m²,3 phòng,4 phòng,Nam,Nam,Sổ đỏ/ Sổ hồng,Cơ bản,3 m,3 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-dinh-phuong-tuong-mai/6-82-ty-5-tang-moi-nguyen-an-ninh-ngo-nong-gan-pho-thoang-pr43076375,"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội","6,82 tỷ",30 m²,3 phòng,4 phòng,Bắc,Bắc,Sổ đỏ/ Sổ hồng,Cơ bản,"4,6 m",2 m,5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-prj-the-pride/tong-hop-cac-2-pn-3pn-dang-giao-dich-tai-thang-2-2025-gia-c-tot-pr42151297,"Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội","3,9 tỷ",70 m²,2 phòng,2 phòng,Đông - Bắc,Tây - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quang-trung-phuong-quang-trung-17-prj-flc-star-tower/chinh-chu-ban-100m-3-ngu-2vs-hadong-sodo-san-sang-giao-dich-pr40749822,"FLC Star Tower, 418, Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",Thỏa thuận,100 m²,3 phòng,2 phòng,Đông - Nam,Tây - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thuy-khue-phuong-thuy-khue-prj-sun-grand-city/-69-ban-duplex-duy-nhat-150-m2-3-phong-ngu-3-wc-t3-2025-pr42345429,"Sun Grand City, 69 Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội","22,5 tỷ",152 m²,3 phòng,3 phòng,Tây - Nam,Tây - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-tan-hoi-7-prj-vinhomes-wonder-city/chi-18-ty-cho-sat-voi-vincom-nhat-96m2-truc-duong-thong-toan-tuyen-kinh-doanh-cuc-tot-pr42840625,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội","18,2 tỷ",96 m²,6 phòng,6 phòng,Đông - Bắc,Đông - Bắc,Sổ đỏ/ Sổ hồng,Không nội thất,8 m,13 m,4 tầng
https://batdongsan.com.vn/ban-nha-rieng-pho-trung-kinh-phuong-trung-hoa-4/sieu-pham-mat-ngo-o-to-tranh-thang-may-dien-tich-50m2-7-tang-mt-4-1m-gia-chi-22-ty-pr43075484,"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",22 tỷ,50 m²,5 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,"4,1 m",,7 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-giai-phong-phuong-giap-bat/ban-chinh-chu-tai-ngo-553-phong-pr42812889,"Ngõ 553, Đường Giải Phóng, Phường Giáp Bát, Hoàng Mai, Hà Nội","8,6 tỷ","47,6 m²",5 phòng,4 phòng,Tây - Bắc,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,"3,5 m",5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vu-trong-khanh-phuong-mo-lao-prj-thap-doi-kepler-land/quy-ngoai-giao-dau-tien-dep-nhat-du-an-ha-dong-ck-16-cho-khach-hang-uu-tien-pr42526770,"Dự án Tháp đôi Kepler Land, Đường Vũ Trọng Khánh, Phường Mỗ Lao, Hà Đông, Hà Nội",80 triệu/m²,43 m²,1 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-huyen-phuong-xuan-tao-prj-chung-cu-han-jardin/sieu-hiem-4n-goc-tang-cao-view-dep-n01t7-ngoai-giao-doan-pr42895060,"Chung cư Han Jardin, Nguyễn Văn Huyên, Xuân Tảo, Bắc Từ Liêm, Hà Nội","18,3 tỷ",142 m²,4 phòng,3 phòng,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Cơ bản,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-chi-cong-phuong-phu-thuong-1-prj-chung-cu-westlake-residential/mo-ban-mat-trung-tam-tay-cao-cap-view-tay-pr42755221,"Chung cư Westlake Residential , Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",8 tỷ,54 m²,1 phòng,1 phòng,,Đông - Nam,Sổ đỏ/ Sổ hồng,Cơ bản,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-cao-phuong-thanh-nhan/ban-pho-hai-ba-trung-hn-dt-35m-gia-9-ty-kinh-doanh-tat-ca-cac-mat-hang-deu-ok-pr43075043,"Đường Nguyễn Cao, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",9 tỷ,35 m²,4 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 m,5 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-pho-van-hoi-phuong-duc-thang/ban-sat-hoc-vien-tai-chinh-hoc-vien-canh-sat-n-dan-gia-nhinh-nhe-5-dong-pr43074919,"Bán Nhà Văn Hội - Sát học viện tài chính, học viện cảnh sát nhân dân - Giá Nhỉnh nhẹ 5 đồng - Ô tỗ đỗ cổng - Giao Thông Thuận Tiện","5,4 tỷ",30 m²,3 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duy-tan-phuong-my-dinh-2-prj-dreamland-bonanza/-2pn-2vs-full-noi-that-so-do-chinh-chu-lh-pr43074598,"Dreamland Bonanza, 23, Đường Duy Tân, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","6,6 tỷ",73 m²,2 phòng,2 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Full nội thất cao cấp.,,,
https://batdongsan.com.vn/ban-dat-duong-yen-binh-xa-binh-yen-1/ban-60-met-full-tho-cu-tai-thach-that-ha-noi-chinh-chu-pr43072903,"Đường Yên Bình, Xã Bình Yên, Thạch Thất, Hà Nội","1,98 tỷ",60 m²,,,,,Sổ đỏ/ Sổ hồng,,5 m,5 m,
https://batdongsan.com.vn/ban-dat-duong-21-1-xa-thach-hoa-1/can-ban-lo-khu-tai-dinh-cu-bac-phu-cat-that-ha-noi-pr43058135,"Đường 21, Xã Thạch Hòa, Thạch Thất, Hà Nội",80 triệu/m²,120 m²,,,,,Có sổ.,,"4,8 m",,
https://batdongsan.com.vn/ban-nha-rieng-pho-kim-ma-phuong-kim-ma/toa-dong-tien-ba-dinh-1-1-ty-nam-lo-goc-3-mat-ngo-70m2-x-7t-x-mt6m-15-can-ho-pccc-day-du-pr43073956,"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",19 tỷ,70 m²,15 phòng,15 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 m,5 m,7 tầng
https://batdongsan.com.vn/ban-dat-duong-ho-chi-minh-xa-hoang-van-thu-5/nhinh-5ty-340m2-phun-t-cu-view-trieu-usd-tai-son-chuong-my-ha-noi-pr43073939,"Đường Hồ Chí Minh, Xã Hoàng Văn Thụ, Chương Mỹ, Hà Nội","5,1 tỷ",340 m²,,,,,Sổ đỏ/ Sổ hồng,,17 m,8 m,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-la-khe-prj-khu-do-thi-van-khe/ban-quy-can-83m2-5tang-vi-tri-dep-gia-nhinh-16ty-pr42658256,"Dự án Văn Khê, Phường La Khê, Hà Đông, Hà Nội","16,5 tỷ",83 m²,4 phòng,3 phòng,Tây - Bắc,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-vu-trong-khanh-phuong-mo-lao/gan-pho-ha-dong-cc-gui-ban-dien-tich-51m-4-tang-mat-ngo-o-to-hon-7-ty-pr42562902,"Đường Vũ Trọng Khánh, Phường Mỗ Lao, Hà Đông, Hà Nội",Thỏa thuận,51 m²,4 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,"3,5 m","3,5 m",4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vu-trong-phung-phuong-thanh-xuan-trung-prj-rivera-park-ha-noi/chuyen-cong-tac-ban-gap-goc-3n-b1804-full-do-nhu-anh-gia-thoa-thuan-lh-0911-981-612-pr31948652,"Dự án Rivera Park Hà Nội, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","8,25 tỷ",105 m²,3 phòng,2 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,"Full: Tủ rượu, kệ tivi, bàn làm việc cho anh xã, bàn trang điểm, giường tầng, tủ giày.",,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-5b-xa-da-ton-prj-masteri-waterfront/ban-nguyen-ban-tu-cdt-tang-cao-huong-mat-3-91-ty-net-chu-thu-ve-pr43073358,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội","3,91 tỷ",63 m²,2 phòng,2 phòng,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dong-du-1-thi-tran-trau-quy-prj-the-zenpark/ban-nhanh-ch-stu-view-ca-koi-41-4m2-full-do-dep-chi-viec-xach-vali-ve-o-luon-pr43073309,"Dự án The Zenpark, Đường Đông Dư, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội","2,65 tỷ","41,4 m²",1 phòng,,,Tây - Nam,,Full đồ đẹp,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-phu-dong-1/ban-vuon-view-song-so-luong-co-han-suat-ngoai-giao-duy-nhat-tu-chu-dau-tu-pr43073206,"Xã Phù Đổng, Gia Lâm, Hà Nội",130 triệu/m²,180 m²,,,Nam,Nam,,,24 m,"15,2 m",
https://batdongsan.com.vn/ban-nha-rieng-duong-giai-phong-phuong-giap-bat/8-6-ty-45m2-kim-dong-6tang-thang-may-dien-tich-rong-gia-cuc-tot-nhanh-tay-keo-bo-lo-pr42976246,"Đường Giải Phóng, Phường Giáp Bát, Hoàng Mai, Hà Nội","8,6 tỷ",45 m²,4 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,,,"2,5 m",6 tầng
https://batdongsan.com.vn/ban-dat-duong-co-duong-xa-tien-duong/ban-tho-cu-77m2-tai-dong-anh-85-trieu-m2-sieu-hot-pr43072816,"Đường Cổ Dương, Xã Tiên Dương, Đông Anh, Hà Nội",85 triệu/m²,77 m²,,,Tây,,Sổ đỏ/ Sổ hồng,,"5,8 m",5 m,
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-cao-toc-thang-long-noi-bai-thi-tran-quang-minh-prj-khu-do-thi-quang-minh/ban-xay-biet-thu-vinaconex2-me-linh-300m2-da-co-mong-gia-chi-tu-3x-trieu-m2-lien-he-pr42359880,"Khu đô thị Quang Minh, Cao tốc Thăng Long Nội Bài, Quang Minh, Mê Linh, Hà Nội",Thỏa thuận,350 m²,,,Tây,,Sổ đỏ/ Sổ hồng,,"14,5 m","19,5 m",
https://batdongsan.com.vn/ban-nha-rieng-pho-bach-mai-phuong-bach-mai/8-15-ty-45m2-6-tang-moi-thang-may-hong-hbt-pr43039292,"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội","8,15 tỷ",45 m²,4 phòng,4 phòng,Đông,Đông,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,2 m,6 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-prj-royal-city/-130m2nguyen-ban-chu-dau-tu-vuong-van-gia-11-ti-cam-ket-re-n-thi-truong-n-1-ti-pr42974242,"Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",8 tỷ,110 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-thai-tong-phuong-dich-vong-hau/hoa-goc-3-thoang-8-tang-thong-san-kinh-doanh-dinh-ngay-dai-su-quan-my-pr43071431,"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",139 tỷ,196 m²,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,15 m,20 m,8 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-to-huu-phuong-yen-nghia-1-prj-khu-nha-o-bo-tu-lenh-thu-do-ha-noi/ban-tai-sat-vien-nhi-co-so-2-3-7-ty-35m2-ng-hot-uy-tin-trong-de-pr42824855,"Khu nhà ở Bộ tư lệnh Thủ đô Hà Nội, Đường Tố Hữu, Phường Yên Nghĩa, Hà Đông, Hà Nội","3,7 tỷ",35 m²,3 phòng,4 phòng,Đông - Nam,Tây - Bắc,Sổ đỏ/ Sổ hồng,Cơ bản,4 m,"2,8 m",
https://batdongsan.com.vn/ban-nha-mat-pho-duong-mieu-dam-phuong-me-tri/ban-nam-tu-liem-ha-noi-59-ty-120m2-co-thuong-luong-pr43071329,"Đường Miếu Đầm, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",59 tỷ,120 m²,8 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,"4,3 m",15 m,6 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-quoc-lo-6-thi-tran-chuc-son/tra-truoc-950-tr-co-ngay-3-tang-ngay-ha-noi-pr43071296,"Đường Quốc lộ 6, Thị trấn Chúc Sơn, Chương Mỹ, Hà Nội","2,45 tỷ",35 m²,3 phòng,3 phòng,Nam,Tây - Nam,Sổ đỏ/ Sổ hồng,,4 m,"2,8 m",4 tầng
https://batdongsan.com.vn/ban-nha-rieng-phuong-yen-phu-1/ha-chao-3-ty-can-bat-gap-dep-sat-mat-ho-tay-dep-co-san-vuon-mat-tien-11-5m-pr41918193,"Phường Yên Phụ, Tây Hồ, Hà Nội",290 triệu/m²,165 m²,,,,,,,"11,5 m",4 m,4 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-xuan-phuong-prj-xuan-phuong-tasco/ban-foresa-villa-dt-104-x-4-tang-3-mat-tien-duong-13m-gia-21-ty-pr43071129,"Dự án Xuân Phương Tasco, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",21 tỷ,104 m²,4 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,,10 m,13 m,4 tầng
https://batdongsan.com.vn/ban-dat-xa-nam-hong-3/ban-69-1m-dong-anh-ngo-t-oto-canh-ho-dieu-hoa-pr42574310,"Thôn Vệ, Xã Nam Hồng, Đông Anh, Hà Nội","5,54 tỷ","69,1 m²",,,Đông,,Sổ đỏ/ Sổ hồng,,"4,3 m",3 m,
https://batdongsan.com.vn/ban-nha-rieng-pho-vu-tong-phan-phuong-khuong-dinh/ban-xay-moi-mat-ngo-oto-tranh-thang-may-dt-50m2-x-7-tang-mt-4-8m-gia-15-ty-pr43070966,"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội","15,5 tỷ",50 m²,3 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,7 tầng
