Link,Địa chỉ,Mức giá,Diện tích,Mặt tiền,Nội thất,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Hướng nhà,Hướng ban công,Đường vào,Pháp lý
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-me-tri-prj-keangnam-hanoi-landmark-tower/ban-duy-nhat-penhouse-408m2-vina-0974681333-pr37737923,"Dự án Keangnam, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",Thỏa thuận,"430,4 m²",,Không nội thất,4 phòng,5 phòng,,Đông - Bắc,Tây - Nam,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-le-trong-tan-phuong-khuong-mai/-50m2-o-to-do-cua-full-noi-that-o-ngay-pr42998220,"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",13 tỷ,50 m²,,Full nội thất cao cấp.,4 phòng,,4 tầng,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-duong-noi-prj-khu-do-thi-geleximco-le-trong-tan/ha-gia-ban-du-an-geximco-ha-dong-pr42711623,"Dự án Geleximco Lê Trọng Tấn, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội","19,5 tỷ",87 m²,,Đầy đủ,5 phòng,4 phòng,4 tầng,Đông - Bắc,,"13,5 m",Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-phan-ke-toai-phuong-duong-noi/ban-49-7m2-17-75-ty-tai-ha-dong-hn-view-ha-dong-hn-pr43002309,"Đường Phan Kế Toại, Phường Dương Nội, Hà Đông, Hà Nội","17,75 tỷ","49,7 m²",4 m,Đầy đủ,,,7 tầng,Đông - Nam,Đông - Nam,7 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-tu-khoat-xa-ngu-hiep-1/-moi-noi-that-dep-thanh-tri-dt-34m2-5-tang-mt-4m-gia-chao-5-2-ti-pr43011188,"Đường Tự Khoát, Xã Ngũ Hiệp, Thanh Trì, Hà Nội","5,2 tỷ",34 m²,4 m,Nội thất,,,,,,,Sổ đỏ
https://batdongsan.com.vn/ban-dat-duong-nguyen-mau-tai-thi-tran-trau-quy/ban-gap-phan-lo-oto-tranh-khu-dinh-cu-gia-lam-hn-dt-60m2-mt-4m-gia-96tr-m2-pr36905657,"Đường Nguyễn Mậu Tài, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội","10,5 tỷ",60 m²,4 m,,,,,,,17 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-ngoc-thuy/-phu-giua-long-ha-noi-2-mat-o-to-tranh-chi-danh-cho-dai-gia-kien-truc-cung-dinh-noi-that-co-pr42998039,"Phường Ngọc Thụy, Long Biên, Hà Nội",65 tỷ,960 m²,18 m,Đầy đủ,8 phòng,4 phòng,2 tầng,,,5 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-pho-kim-ma-phuong-kim-ma/-dep-5-tang-40m2-t-tien-4-2m-lo-goc-2-t-thoang-9ty-chi-2-buoc-ra-trung-tam-pr42997717,"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",9 tỷ,40 m²,"4,2 m",Đầy đủ,4 phòng,4 phòng,5 tầng,,,4 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-dong-phuong-giap-bat/biet-thu-vip-nam-trong-khu-phan-lo-yen-tinh-thoang-mat-pr42999353,"Đường Kim Đồng, Phường Giáp Bát, Hoàng Mai, Hà Nội",39 tỷ,123 m²,12 m,,5 phòng,5 phòng,4 tầng,,,8 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-xa-hong-ha-1/ban-thon-bong-lai-huyen-dan-phuong-noi-pr42997697,"Thôn Bồng Lai, Xã Hồng Hà, Đan Phượng, Hà Nội",63 triệu/m²,150 m²,"5,1 m",,,,,Tây - Nam,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-xa-tien-thinh/ban-ngo-cho-chieu-me-linh-ha-noi-28-trieu-m2-78-m2-gia-uu-dai-hot-pr43010071,"Xã Tiến Thịnh, Mê Linh, Hà Nội",28 triệu/m²,78 m²,10 m,,,,,,,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/ban-cc-100-trieu-m2-83m2-2pn-2wc-dong-bac-tay-nam-nam-tu-liem-ha-noi-pr42917583,"The Matrix One, Lê Quang Đạo, Mễ Trì, Nam Từ Liêm, Hà Nội",100 triệu/m²,83 m²,,Cơ bản,2 phòng,2 phòng,,Đông - Bắc,Tây - Nam,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vanh-dai-3-5-xa-van-canh-1-prj-khu-biet-thu-vuon-cam-orange-graden/ban-quan-ly-du-an-vinapol-ban-suat-ngoai-giao-gia-tu-29tr-m2-lh-0986535-pr28354239,"Dự án Vườn Cam Vinapol, Đường Vành Đai 3.5, Xã Vân Canh, Hoài Đức, Hà Nội",Thỏa thuận,300 m²,12 m,,,,,,,"20,5 m",Ký hợp đồng mua bán.
https://batdongsan.com.vn/ban-nha-rieng-duong-dinh-cong-thuong-phuong-dinh-cong/-moi-xay-hien-dai-chac-chan-tich-38m-5-tang-co-them-san-chung-de-xe-thoai-mai-pr42996915,"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội","8,6 tỷ",38 m²,"3,5 m",Cơ bản,6 phòng,4 phòng,5 tầng,,,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-buoi-phuong-kim-ma/chung-cu-mini-ba-dinh-pr42996717,"Đường Bưởi, Phường Kim Mã, Ba Đình, Hà Nội","12,95 tỷ",40 m²,,Đầy đủ,10 phòng,10 phòng,7 tầng,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-nen-du-an-xa-van-canh-1-prj-khu-biet-thu-vuon-cam-orange-graden/chinh-chu-ban-gia-30-trieu-0986535449-pr28354413,"Dự án Vườn Cam Vinapol, Xã Vân Canh, Hoài Đức, Hà Nội",63 triệu/m²,300 m²,12 m,,,,,,,"20,5 m",Ký hợp đồng mua bán.
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/vin-gia-hap-dan-cho-dau-tu-lh-pr40809234,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",Thỏa thuận,120 m²,8 m,,4 phòng,4 phòng,4 tầng,Tây - Nam,Tây - Nam,20 m,Hợp đồng mua bán
https://batdongsan.com.vn/ban-dat-duong-quoc-lo-21b-xa-truong-thinh-1/-hoa-ung-hoa-288m2-gia-lien-he-pr42756480,"Thôn Hoa Đường, Đường Quốc lộ 21B, Xã Trường Thịnh, Ứng Hòa, Hà Nội",Thỏa thuận,"288,5 m²",11 m,,,,,Đông - Bắc,,5 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-van-canh-1-prj-khu-biet-thu-vuon-cam-orange-graden/chinh-chu-ban-bt-don-lap-300m-gia-73-trieu-m-lh-ms-thu-pr40722045,"Dự án Vườn Cam Vinapol, Đường Đại lộ Thăng Long, Xã Vân Canh, Hoài Đức, Hà Nội",73 triệu/m²,300 m²,15 m,Không nội thất,4 phòng,3 phòng,3 tầng,Đông - Nam,Đông - Bắc,"13,5 m",Đang chờ sổ
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tay-thang-long-xa-dan-phuong-1/suat-ngoai-giao-dau-tu-quy-kin-lh-pr42240335,"Đường Tây Thăng Long, Xã Đan Phượng, Đan Phượng, Hà Nội",200 triệu/m²,88 m²,8 m,Không nội thất,4 phòng,4 phòng,4 tầng,Đông - Nam,Đông - Nam,20 m,Hợp đồng mua bán
https://batdongsan.com.vn/ban-dat-duong-quoc-lo-21b-xa-truong-thinh-1/-hoa-ung-hoa-90m2-mt4-5m-1-8-ty-lh-pr39017533,"Đường Quốc lộ 21B, Xã Trường Thịnh, Ứng Hòa, Hà Nội","2,9 tỷ",90 m²,"4,5 m",,,,,Tây - Nam,,4 m,Sổ đỏ/ Sổ hồng.
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-vanh-dai-3-5-xa-van-canh-1-prj-khu-biet-thu-vuon-cam-orange-graden/ban-nhanh-can-mat-3-5-dien-tich-200m-tu-38-ty-lh-pr40770610,"Dự án Vườn Cam Vinapol, Đường Vành Đai 3.5, Xã Vân Canh, Hoài Đức, Hà Nội",38 tỷ,200 m²,,,3 phòng,3 phòng,3 tầng,Đông - Nam,Đông - Nam,,Hợp đồng mua bán.
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-van-canh-1-prj-khu-biet-thu-vuon-cam-orange-graden/ban-nhanh-bt-300m-gia-7x-trieu-m-lh-pr40770685,"Dự án Vườn Cam Vinapol, Đường Đại lộ Thăng Long, Xã Vân Canh, Hoài Đức, Hà Nội",78 triệu/m²,300 m²,16 m,,3 phòng,3 phòng,3 tầng,Đông - Nam,Đông - Nam,20 m,Hợp đồng mua bán.
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-cau-buou-xa-tan-trieu/-xay-tho-3t-360m2-mt20m-68-ty-thanh-tri-pr42269637,"Đường Cầu Bươu, Xã Tân Triều, Thanh Trì, Hà Nội",68 tỷ,360 m²,20 m,,8 phòng,5 phòng,3 tầng,Đông - Bắc,Đông - Bắc,24 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-nen-du-an-xa-van-canh-1-prj-khu-biet-thu-vuon-cam-orange-graden/toi-can-ban-nhanh-trong-thang-7-am-gia-tu-69-trieu-m-lh-pr40722126,"Dự án Vườn Cam Vinapol, Xã Vân Canh, Hoài Đức, Hà Nội",75 triệu/m²,300 m²,15 m,,,,,Tây - Nam,,"11,5 m",Hợp đồng mua bán
https://batdongsan.com.vn/ban-nha-mat-pho-duong-dt-429-xa-dong-tam-7/-3-tang-dt132m2-my-duc-gia-lien-he-pr42852799,"Đường ĐT 429, Xã Đồng Tâm, Mỹ Đức, Hà Nội",4 tỷ,"132,6 m²","5,05 m",Không nội thất,4 phòng,3 phòng,3 tầng,Đông - Nam,Đông - Nam,18 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-van-canh-1-prj-khu-biet-thu-vuon-cam-orange-graden/chu-di-nuoc-ngoai-dinh-cu-ban-gap-bt-goc-240m-dn-gia-tu-110tr-lh-ms-thu-pr40721985,"Dự án Vườn Cam Vinapol, Đường Đại lộ Thăng Long, Xã Vân Canh, Hoài Đức, Hà Nội",110 triệu/m²,240 m²,16 m,Không nội thất,4 phòng,3 phòng,3 tầng,Đông - Bắc,Đông - Nam,20 m,Đang chờ sổ
https://batdongsan.com.vn/ban-dat-duong-nguyen-dinh-thi-phuong-thuy-khue/ban-mat-pho-mat-ho-tay-54-ty-101m2-mat-tien-6-6m-so-chinh-chu-gd-ngay-pr43010791,"Đường Nguyễn Đình Thi, Phường Thụy Khuê, Tây Hồ, Hà Nội",54 tỷ,101 m²,"6,6 m",,,,,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-van-canh-1-prj-khu-biet-thu-vuon-cam-orange-graden/ban-ngoai-giao-bt-200m-gia-sieu-tot-tu-70-trieu-m-lh-pr40722271,"Dự án Vườn Cam Vinapol, Đường Đại lộ Thăng Long, Xã Vân Canh, Hoài Đức, Hà Nội",130 triệu/m²,200 m²,10 m,Không nội thất,4 phòng,3 phòng,3 tầng,Tây - Bắc,Đông - Nam,20 m,Hợp đồng mua bán
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-van-canh-1-prj-khu-biet-thu-vuon-cam-orange-graden/gia-dinh-em-ban-bt-can-goc-huong-dong-nam-gia-100tr-to-ai-can-lh-pr40770498,"Dự án Vườn Cam Vinapol, Đường Đại lộ Thăng Long, Xã Vân Canh, Hoài Đức, Hà Nội",108 triệu/m²,300 m²,18 m,,5 phòng,3 phòng,3 tầng,Đông - Nam,Đông - Nam,20 m,Hợp đồng mua bán.
https://batdongsan.com.vn/ban-nha-rieng-duong-le-duc-tho-phuong-my-dinh-2/chinh-chu-ban-toa-dt-210m2-mt-14m-cho-thue-3-6-ty-nam-pr42836235,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",110 tỷ,210 m²,14 m,,,,9 tầng,,,,Sổ đỏ/ Sổ hồng.
https://batdongsan.com.vn/ban-dat-xa-thach-hoa-1/200m2-tdc-bac-phu-cat-full-tho-cu-gia-mem-pr42999201,"Xã Thạch Hòa, Thạch Thất, Hà Nội",22 tỷ,200 m²,8 m,,,,,Tây - Bắc,,20 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-duong-phu-man-1-xa-phu-man/ban-dep-tai-quoc-oai-ha-noi-21-trieu-m2-175-m2-pr42863352,"Đường Phú Mãn, Xã Phú Mãn, Quốc Oai, Hà Nội",21 triệu/m²,175 m²,10 m,,,,,,,6 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-giap-bat-phuong-giap-bat/ban-68m-dan-xay-ngo-rong-thoang-thang-tap-ra-pho-giai-phong-thong-so-vang-3-thoang-pr42997564,"Đường Giáp Bát, Phường Giáp Bát, Hoàng Mai, Hà Nội","11,64 tỷ",68 m²,5 m,,5 phòng,3 phòng,5 tầng,,,"4,5 m",Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vu-pham-ham-phuong-yen-hoa-2-prj-hdi-homes-vu-pham-ham/-ngu-chanh-nam-trung-vip-cau-giay-view-vuon-xuat-ngoai-giao-gia-dau-tu-pr42870896,"HDI Homes Vũ Phạm Hàm, Đường Vũ Phạm Hàm, Phường Yên Hòa, Cầu Giấy, Hà Nội",55 tỷ,165 m²,8 m,,,,4 tầng,,,18 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-pho-bach-mai-phuong-thanh-nhan/ban-5-tang-mat-tien-4m-gia-18-5-ty-ngo-thong-ngo-88-vo-thi-sau-hai-ba-trung-pr42998520,"Phố Bạch Mai, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội","18,5 tỷ",65 m²,4 m,Đầy đủ,5 phòng,5 phòng,5 tầng,,,5 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/ban-can-75m2-dep-nhat-nguyen-xien-ha-noi-pr40647746,"Dự án The Manor Central Park, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",Thỏa thuận,225 m²,,Cơ bản.,,,,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-pho-thai-thinh-phuong-thinh-quang/o-to-ngu-trong-ngo-o-to-thong-tu-tung-mat-tien-khung-kinh-doanh-khong-lo-nghi-chi-17ty-pr42997308,"Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",17 tỷ,52 m²,7 m,Đầy đủ,4 phòng,4 phòng,7 tầng,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-duong-phu-man-1-xa-phu-man/sieu-pham-cuc-dep-toi-anh-chi-dau-tu-lo-dt-200m-mt-10m-gia-ban-nhinh-10tr-m2-pr42785758,"Đường Phú Mãn, Xã Phú Mãn, Quốc Oai, Hà Nội","3,4 tỷ",200 m²,10 m,,,,,,,6 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-pho-ton-duc-thang-phuong-hang-bot-1/-mot-ra-gia-chi-1x-ty-vi-tri-vang-moi-mt-7m-pr42998373,"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội","13,4 tỷ",40 m²,7 m,Đầy đủ,4 phòng,3 phòng,6 tầng,Tây - Nam,Tây - Nam,4 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-duong-dai-linh-phuong-trung-van/ban-mat-pho-nam-tu-liem-79m2-mt-6-5m-gia-ban-24-5ty-co-thuong-luong-pr42997282,"Đường Đại Linh, Phường Trung Văn, Nam Từ Liêm, Hà Nội","24,5 tỷ",79 m²,"6,5 m",,,,,,,10 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-loc-phuong-mo-lao/tt-2-mat-ngo-1-mat-o-to-tranh-giap-trung-van-pr43010573,"Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội","13,4 tỷ",43 m²,4 m,Cơ bản,2 phòng,2 phòng,2 tầng,,,8 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-pho-lua-phuong-van-phuc-1/ban-lo-goc-dep-o-ngay-gia-chi-6-5-ty-pr42497211,"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội","6,5 tỷ",30 m²,"4,7 m",,4 phòng,,5 tầng,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lac-long-quan-phuong-phu-thuong-1/ban-khu-vuon-dao-5-tang-dt-288m2-mt-16m-lo-goc-3-thoang-pho-tay-ho-gia-222ty-pr42617225,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",222 tỷ,288 m²,16 m,Cơ bản,6 phòng,9 phòng,5 tầng,Đông - Nam,,20 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tran-phu-thi-tran-thuong-tin-prj-him-lam-thuong-tin/ban-2-suat-ngoai-giao-mat-33m-du-an-gia-tot-nhat-truong-pr42218485,"Dự án Him Lam Thường Tín, Đường Trần Phú, Thị trấn Thường Tín, Thường Tín, Hà Nội",30 tỷ,134 m²,5 m,Không nội thất,,,,Đông,Đông,33 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-pham-van-dong-phuong-co-nhue-1-prj-thanh-pho-giao-luu/hang-hiem-ban-220m2-xay-4-tang-mat-tien-12m-via-he-8m-40m-pr42439077,"Dự án Thành Phố Giao Lưu, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",Thỏa thuận,220 m²,12 m,,,,4 tầng,,,40 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-sunshine-golden-river/can-ban-kdt-ciputra-view-be-boi-gia-35-ty-pr42256391,"Dự án Sunshine Golden River, Phường Phú Thượng, Tây Hồ, Hà Nội",35 tỷ,98 m²,"5,5 m",,,,6 tầng,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-dong-quan-phuong-nghia-do-1/-85m-x-4-tang-mt-8-5m-oto-tranh-kinh-doanh-gia-27-ty-pr43010401,"Đường Đông Quan, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",27 tỷ,85 m²,"8,5 m",,,,4 tầng,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-tay-mo-prj-imperia-smart-city/chi-chinh-chu-ban-2-ngu-toa-gs1-2124-nha-rat-dep-pr42125032,"Vinhomes Smart City, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","4,6 tỷ","61,5 m²",,,2 phòng,2 phòng,,Tây - Nam,Đông - Bắc,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-duong-nguyen-van-huong-phuong-giang-bien-1/cuc-hiem-7-6-ty-mat-pho-vi-tri-g-kinh-doanh-30m-pr43010314,"Đường Nguyễn Văn Hưởng, Phường Giang Biên, Long Biên, Hà Nội","7,6 tỷ",30 m²,"3,53 m",,,,,Đông - Bắc,,15 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-luu-huu-phuoc-phuong-my-dinh-1/ban-1-ntl-dien-tich-50-m-5-tang-9-phong-12-3-ty-lo-goc-gan-o-to-gan-cho-pr43010267,"Đường Lưu Hữu Phước, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội","12,3 tỷ",50 m²,5 m,Đầy đủ,9 phòng,9 phòng,5 tầng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-my-dinh-phuong-my-dinh-1/ban-1-ntl-dien-tich-30-35-m-6-tang-6-45-ty-ngo-rong-20m-ra-o-to-50m-ra-mat-pho-pr43010222,"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội","6,45 tỷ",30 m²,"3,6 m",Đầy đủ,3 phòng,4 phòng,6 tầng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-binh-phuong-mo-lao/phan-lo-45m2-rong-6m-o-to-tranh-vao-10-1-ty-pr43010159,"Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội","10,1 tỷ",45 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-phuc-loi-phuong-phuc-loi/-moi-xay-vi-tri-nam-ngay-dau-pho-khu-vip-hang-xom-kdt-viet-hung-vinhome-riverside-pr43010152,"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",5 tỷ,37 m²,,Không nội thất,2 phòng,3 phòng,4 tầng,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-tay-mo-phuong-tay-mo/ban-30m2-dan-xay-4-tang-full-noi-that-4-75-ty-pr43010122,"Đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","4,75 tỷ",30 m²,"4,6 m",Đầy đủ,3 phòng,3 phòng,4 tầng,,,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-giap-nhat-phuong-nhan-chinh/-ban-gap-ccmini-tai-nhat-pr43010111,"Đường Giáp Nhất, Phường Nhân Chính, Thanh Xuân, Hà Nội",900 triệu,36 m²,,Cơ bản,1 phòng,1 phòng,,Nam,Tây - Bắc,,Hợp đồng mua bán
https://batdongsan.com.vn/ban-nha-rieng-pho-hong-tien-phuong-ngoc-thuy/ban-bat-dong-san-297m2-long-bien-pr42986484,"Phố Hồng Tiến, Phường Ngọc Thụy, Long Biên, Hà Nội",58 tỷ,297 m²,"12,5 m",,,,7 tầng,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-duong-dong-hoi-xa-dong-hoi/hang-hiem-view-de-thoang-mat-tai-tru-anh-dien-tich-122m2-gia-10-8ty-pr42953586,"đường Đông Hội, Xã Đông Hội, Đông Anh, Hà Nội","10,8 tỷ",122 m²,5 m,,,,,,,10 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-zurich-vinhomes-ocean-park/chinh-chu-ban-gap-2pn-2vs-tang-thap-rong-73-4-m2-khu-zr1-vinhome-gia-lam-pr43006464,"Dự án The Zurich - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội","4,2 tỷ","73,4 m²",,Không nội thất.,2 phòng,2 phòng,,Tây - Bắc,Tây - Bắc,,Hợp đồng mua bán
https://batdongsan.com.vn/ban-nha-rieng-duong-pham-van-dong-phuong-dich-vong/ban-chinh-chu-39m2-ngo-218-cau-giay-ha-noi-pr43007766,"Ngõ 218, Đường Phạm Văn Đồng, Phường Dịch Vọng, Cầu Giấy, Hà Nội",400 triệu/m²,39 m²,"3,6 m",Đầy đủ,7 phòng,7 phòng,4 tầng,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-nen-du-an-xa-tan-lap-24-prj-khu-nha-o-xa-tan-lap-cienco-5/c-b-ceco5-t-d-phuong-ha-noi-dien-tich-75m-viu-thog-vi-tri-dep-nhat-khu-pr42536465,"Dự án Tân Lập Cienco 5, Xã Tân Lập, Đan Phượng, Hà Nội",135 triệu/m²,"63,7 m²",5 m,,,,,Tây,,"13,5 m",Sổ đỏ/ Sổ hồng.
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-lap-24-prj-khu-nha-o-xa-tan-lap-cienco-5/chinh-chu-can-ban-du-an-cenco5-dan-phuong-pr41376771,"Dự án Tân Lập Cienco 5, Xã Tân Lập, Đan Phượng, Hà Nội","113,33 triệu/m²",75 m²,5 m,,,,3 tầng,Tây - Nam,Nam,"12,5 m",Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-kim-nguu-phuong-vinh-tuy/ban-hai-ba-trung-70m-5-tang-thang-may-via-he-rong-gia-31-ty-pr43008952,"Đường Kim Ngưu, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",31 tỷ,70 m²,"3,8 m",,4 phòng,5 phòng,5 tầng,,,26 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-duc-dien-phuong-phuc-dien/ban-5-tang-bac-tu-liem-ha-noi-6-9-ty-pr43008808,"Đường Đức Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội","6,9 tỷ",34 m²,"3,5 m",Không nội thất,3 phòng,4 phòng,5 tầng,Bắc,,"3,5 m",Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-xien-phuong-dai-kim-prj-the-manor-central-park/ban-toa-van-phong-tai-360m2-pr39524160,"Dự án The Manor Central Park, Đường Nguyễn Xiển, Phường Đại Kim, Hoàng Mai, Hà Nội",Thỏa thuận,122 m²,"8,6 m",,,,4 tầng,Đông - Bắc,,,Sổ đỏ/ Sổ hồng.
https://batdongsan.com.vn/ban-trang-trai-khu-nghi-duong-duong-phu-man-1-xa-phu-man/ban-tai-quoc-oai-ha-noi-8-7-ty-516m2-pr42951814,"Đường Phú Mãn, Xã Phú Mãn, Quốc Oai, Hà Nội","8,7 tỷ",516 m²,15 m,,4 phòng,4 phòng,2 tầng,,,5 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-phuong-mo-lao/dan-dan-phan-lo-via-he-kd-dien-tich-43-6-m2-5-tang-6pn-5wc-dan-xay-gia-16-9-ty-pr42964315,"Phường Mỗ Lao, Hà Đông, Hà Nội","16,9 tỷ","43,6 m²","3,2 m",Đầy đủ.,6 phòng,5 phòng,5 tầng,Tây - Bắc,,12 m,Sổ đỏ/ Sổ hồng.
https://batdongsan.com.vn/ban-trang-trai-khu-nghi-duong-xa-yen-binh-4/ban-biet-thu-nha-vuon-hon-1-300m2-gia-thoa-thuan-thach-that-ha-noi-pr43006519,"Xã Yên Bình, Thạch Thất, Hà Nội",Thỏa thuận,1.360 m²,,,,,,,,9 m,Sổ đỏ/ Sổ hồng
