Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Hướng ban công,Pháp lý,Nội thất,Mặt tiền,Hướng nhà,Đường vào,Số tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-tran-binh-phuong-mai-dich-prj-d22-bo-tu-lenh-bien-phong/-lo-goc-quan-cau-giaydt-150m-x4-tang-mt-23m-gia-37-ty-pr40247562,"Dự án D22 Bộ Tư Lệnh Biên Phòng, Phố Trần Bình, Phường Mai Dịch, Cầu Giấy, Hà Nội","39,99 tỷ",150 m²,4 phòng,3 phòng,Nam,Sổ đỏ/ Sổ hồng,,23 m,Tây,12 m,4 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-pho-tran-vu-phuong-truc-bach/re-nhat-ho-ba-dinh-dien-tich-142m2-mt-10m-gia-55-ty-via-he-kinh-doanh-sam-uat-pr42132445,"Phố Trấn Vũ, Phường Trúc Bạch, Ba Đình, Hà Nội",55 tỷ,142 m²,,,,,,10 m,,15 m,3 tầng
https://batdongsan.com.vn/ban-nha-rieng-pho-tran-cung-phuong-co-nhue-1/ban-chinh-chu-bac-tu-liem-43m2-x-6-tang-8-ng-gia-10-3-ty-pr43077478,"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội","10,3 tỷ",43 m²,8 phòng,8 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,,4 m,6 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-doi-can-phuong-ngoc-ha/ban-giang-van-minh-ba-dinh-via-he-kinh-doanh-sam-uat-85m2-gia-324tr-m-lo-goc-pr42757687,"Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội",324 triệu/m²,85 m²,,,,Sổ đỏ/ Sổ hồng,,"4,21 m",,12 m,1 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-khuong-dinh-phuong-ha-dinh/-dep-canh-ho-o-to-noi-tt-47m-4-tang-gia-6-8-ty-pr43068061,"Đường Khương Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội","6,8 tỷ",47 m²,4 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,6 m,,2 m,4 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-to-ngoc-van-phuong-quang-an-2/ban-gia-cuc-chat-72ti-dt-110m2-mt-6m-6t-thang-may-via-he-dep-pr41427436,"Ngõ 52, Đường Tô Ngọc Vân, Phường Quảng An, Tây Hồ, Hà Nội",72 tỷ,110 m²,6 phòng,8 phòng,,,Cơ bản,6 m,,8 m,6 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-la-phuong-xuan-la/phan-lo-tay-ho-2-ben-vi-he-o-to-tranh-58m2-mt4-5m-18-9-ty-pr42954760,"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội","18,9 tỷ",58 m²,4 phòng,3 phòng,,,,"4,5 m",,13 m,4 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-ho-tung-mau-phuong-mai-dich/-107m2-mt7m-7t-39-ty-pr42965433,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",38 tỷ,107 m²,22 phòng,23 phòng,,Sổ đỏ/ Sổ hồng,Full nội thất cao cấp.,7 m,,37 m,7 tầng
https://batdongsan.com.vn/ban-dat-duong-lac-long-quan-phuong-nhat-tan-2/-phan-lo-ngo-603-o-to-tranh-chay-vong-h-thong-vo-chi-cong-pr42773780,"Đường Lạc Long Quân, Phường Nhật Tân, Tây Hồ, Hà Nội",Thỏa thuận,110 m²,,,,Sổ đỏ/ Sổ hồng,,,,7 m,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-to-ngoc-van-phuong-quang-an-2/ban-toa-apartment-13-tang-full-dong-tien-sinh-loi-ngay-so-huu-may-in-tien-vi-tri-vang-tay-ho-pr42960835,"Đường Tô Ngọc Vân, Phường Quảng An, Tây Hồ, Hà Nội",74 tỷ,145 m²,18 phòng,19 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"5,9 m",,,13 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-pho-mai-anh-tuan-phuong-o-cho-dua/chu-ngop-bank-ban-gap-sieu-pham-2-tien-view-ho-hoang-cau-gia-cat-lo-khong-tuong-pr42983912,"Phố Mai Anh Tuấn, Phường Ô Chợ Dừa, Đống Đa, Hà Nội","136,5 tỷ",285 m²,,,,Sổ đỏ/ Sổ hồng,,11 m,,8 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-phong-sac-phuong-dich-vong-hau-prj-az-lam-vien-complex/duplex-residence-cau-giay-thiet-ke-dang-cap-vi-tri-trung-tam-gia-tot-nhat-khu-vuc-pr43002594,"Dự án AZ Lâm Viên Complex, Đường Nguyễn Phong Sắc, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","26,5 tỷ","315,26 m²",3 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-dat-phuong-nghia-tan-3/sieu-pham-mat-pho-trung-tam-cau-giay-ngop-bank-ban-nhanh-gia-dau-tu-loi-to-pr43042069,"Phường Nghĩa Tân, Cầu Giấy, Hà Nội",34 tỷ,150 m²,,,,Sổ đỏ/ Sổ hồng,,"6,5 m",,7 m,
https://batdongsan.com.vn/ban-dat-duong-mau-luong-phuong-kien-hung/ban-gap-dau-gia-65m-mat-pho-sieu-kinh-doanh-via-he-o-to-tranh-20m-pr39091772,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",Thỏa thuận,60 m²,,,,Sổ đỏ,,5 m,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-khuong-dinh-phuong-ha-dinh/-dep-vu-trong-phung-2-thoang-o-to-dan-xay-36m-5-tang-gia-8-4-ty-pr43066620,"Ngõ 460, Đường Khương Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội","5,6 tỷ",36 m²,6 phòng,6 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,"3,3 m",,2 m,4 tầng
https://batdongsan.com.vn/ban-dat-duong-tay-tuu-phuong-tay-tuu/chinh-chu-can-ban-gap-suat-dich-vu-80m2-tai-thang-long-bac-tu-liem-ha-noi-pr42968154,"Đường Tây Tựu, Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",10 tỷ,80 m²,,,,,,5 m,,24 m,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-pho-hue-phuong-pho-hue/hang-hiem-hai-ba-trung-dt-185m-x-2-tang-mt-6-5m-gia-re-nhat-chi-7xx-tr-1m-pr43077621,"Phố Phố Huế, Phường Phố Huế, Hai Bà Trưng, Hà Nội","139,99 tỷ",185 m²,3 phòng,3 phòng,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,"6,5 m",Đông - Bắc,18 m,2 tầng
https://batdongsan.com.vn/ban-nha-rieng-phuong-nghia-do-1/ban-nr-tai-vo-chi-cong-7-98-ty-54m2-6pn-3wc-chinh-chu-bao-dep-pr43139482,"Phường Nghĩa Đô, Cầu Giấy, Hà Nội","7,98 tỷ",54 m²,6 phòng,3 phòng,,Sổ đỏ/ Sổ hồng.,Đầy đủ.,6 m,,3 m,4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vu-pham-ham-phuong-yen-hoa-2-prj-park-view-city/chinh-chu-goc-4pn-vip-e4-full-noi-that-tang-trung-ban-gap-pr42972089,"Dự án Park View City, Đường Vũ Phạm Hàm, Phường Yên Hòa, Cầu Giấy, Hà Nội","17,5 tỷ","179,6 m²",4 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-bac-cau-phuong-ngoc-thuy/ban-tai-5-25-ty-44-m2-4pn-4wc-4-tang-pr43032421,"Đường Bắc Cầu, Phường Ngọc Thụy, Long Biên, Hà Nội","5,25 tỷ",44 m²,3 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,4 m",,3 m,4 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-kita-capital-ciputra/truc-tiep-cdt-ban-bt-mat-duong-17-5m-via-he-5m-n-ngay-so-do-luon-ho-tro-bank-pr42929719,"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội",59 tỷ,150 m²,5 phòng,5 phòng,,Sổ đỏ/ Sổ hồng,,7 m,,"17,5 m",4 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-kita-capital-ciputra/don-lap-co-ham-mat-duong-30m-kinh-doanh-gia-by-gia-dot-1-truc-tiep-cdt-pr42927625,"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội","87,1 tỷ",180 m²,4 phòng,,,Sổ đỏ/ Sổ hồng,,9 m,,30 m,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-kita-capital-ciputra/bt-don-lap-vip-2-mat-tien-cong-vien-co-ham-n-so-do-luon-mat-duong-21-5m-gan-lotte-pr42927324,"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội","159,5 tỷ","318,5 m²",4 phòng,,,Sổ đỏ/ Sổ hồng,,12 m,,"21,5 m",
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-kita-capital-ciputra/bt-view-cong-vien-full-noi-that-new-thang-may-so-do-ngay-kdt-chinh-chu-ban-gap-75-ty-pr42927971,"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội",75 tỷ,150 m²,6 phòng,5 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 m,Nam,"13,5 m",4 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-kita-capital-ciputra/song-lap-co-ham-mat-tien-9m-duong-17-5m-canh-lo-goc-phan-khu-moi-gia-dot-1-truc-tiep-cdt-pr42972516,"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội",83 tỷ,180 m²,4 phòng,5 phòng,,Sổ đỏ/ Sổ hồng,- Nhà đã xây xong thô chờ hoàn thiện sẵn sàng bàn giao ngay.,9 m,,"17,5 m",4 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-kita-capital-ciputra/can-bt-goc-mt-29m-4t-1-ham-mat-duong-17-5m-via-he-rong-san-so-do-n-ngay-tai-gd3-pr42928745,"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội","92,69 tỷ","225,5 m²",4 phòng,,,Sổ đỏ/ Sổ hồng,,29 m,,"17,5 m",
https://batdongsan.com.vn/ban-nha-rieng-duong-vu-trong-phung-phuong-thanh-xuan-trung/-dep-2-thoang-o-to-dan-xay-36m-5-tang-gia-8-4-ty-pr43067036,"Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","8,4 tỷ",36 m²,4 phòng,5 phòng,,Sổ đỏ/ Sổ hồng,Nội thất cơ bản.,"3,6 m",,2 m,5 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-trong-tan-phuong-la-khe/co-hoi-so-huu-dep-tai-ha-dong-50m-gia-15-2-ty-pr42981541,"Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội","15,2 tỷ",50 m²,4 phòng,5 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,10 m,5 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-quoc-viet-phuong-nghia-tan-3/re-nhat-quan-building-cau-giay-dt-192-205m-x7-tang-mt-6-2m-gia-chao-ban-8x-ty-pr43077626,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",415 triệu/m²,205 m²,,,,Sổ đỏ,,"6,2 m",,,7 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-phuong-phuong-phuong-canh/ban-gan-o-to-ngo-thong-rong-dep-full-noi-that-gia-5-8-ty-pr43077636,"Đường Xuân Phương, Phường Phương Canh, Nam Từ Liêm, Hà Nội","5,8 tỷ",31 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,1 m",,,4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-nguyen-ngoc-vu-phuong-trung-hoa-4/ban-140m-lo-goc-view-tang-full-noi-that-gia-10-2-ty-tcg91510-pr43077606,"Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Cầu Giấy, Hà Nội","10,2 tỷ",140 m²,3 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-thanh-binh-phuong-la-khe/ban-21-ty-50m2-phap-ly-day-du-pr42588690,"Đường Thanh Bình, Phường La Khê, Hà Đông, Hà Nội",20 tỷ,50 m²,,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-hang-bot-1/hoa-hau-tt-dong-da-52m-10-22ty-ngotranh-nong-rong-gara-phan-lo-view-ho-o-suong-vi-tri-vang-pr43077616,"Phường Hàng Bột, Đống Đa, Hà Nội",10 tỷ,52 m²,4 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-hang-bai-phuong-hang-bai/ban-hoan-kiem-2290-ty-2290-m2-3-tang-tien-37m-pr42761255,"Phố Hàng Bài, Phường Hàng Bài, Hoàn Kiếm, Hà Nội",2.290 tỷ,2.290 m²,,,,,,37 m,,,3 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-hoi-xa-tam-hiep-6/ban-tai-thanh-tri-ha-noi-12-53-ty-52-m2-gia-uu-dai-pr42510495,"Đường Ngọc Hồi, Xã Tam Hiệp, Thanh Trì, Hà Nội","12,53 tỷ",52 m²,4 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,"3,5 m",Đông - Nam,4 m,4 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-hoi-xa-tam-hiep-6/ban-tai-thanh-tri-ha-noi-14-7-ty-60m2-gia-sieu-pr42510542,"Đường Ngọc Hồi, Xã Tam Hiệp, Thanh Trì, Hà Nội","14,7 tỷ",60 m²,5 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,5 m",Đông - Bắc,4 m,4 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-hoi-xa-tam-hiep-6/ban-tai-thanh-tri-ha-noi-15-9-ty-65m2-gia-sieu-chinh-chu-pr42510579,"Đường Ngọc Hồi, Xã Tam Hiệp, Thanh Trì, Hà Nội","15,9 tỷ",65 m²,5 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,,"5,2 m",Tây - Nam,5 m,4 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-pho-hang-bai-phuong-hang-bai/ban-1415-ty-1415m2-3-tang-tien-24m-pr42762188,"Phố Hàng Bài, Phường Hàng Bài, Hoàn Kiếm, Hà Nội",1.415 tỷ,1.415 m²,,,,,,24 m,,,3 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-tuu-liet-xa-tam-hiep-6/ban-nr-55m2-tai-12-7-ty-5pn-4wc-huong-dn-mat-tien-5m-gia-uu-dai-pr42301389,"Đường Tựu Liệt, Xã Tam Hiệp, Thanh Trì, Hà Nội","12,7 tỷ",55 m²,5 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,5 m,Đông - Nam,5 m,4 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-tuu-liet-xa-tam-hiep-6/ban-4pn-2wc-tai-10-7-ty-46m2-q-thanh-tri-hn-uy-tin-chi-voi-pr42527529,"Đường Tựu Liệt, Xã Tam Hiệp, Thanh Trì, Hà Nội","10,7 tỷ",46 m²,4 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,,"3,6 m",Đông - Bắc,4 m,4 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-tuu-liet-xa-tam-hiep-6/ban-12-8-ty-55m2-tai-thanh-tri-ha-noi-view-dep-chi-voi-pr42527859,"Đường Tựu Liệt, Xã Tam Hiệp, Thanh Trì, Hà Nội","12,8 tỷ",55 m²,4 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,,"4,5 m",Đông - Bắc,4 m,4 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-tuu-liet-xa-tam-hiep-6/hang-hiem-tai-thanh-tri-ha-noi-14-5-ty-58m2-pr42527717,"Đường Tựu Liệt, Xã Tam Hiệp, Thanh Trì, Hà Nội","14,5 tỷ",58 m²,6 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"5,3 m",Đông - Nam,5 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-tuu-liet-xa-tam-hiep-6/ban-nr-4pn-2wc-52m2-tai-12-7-ty-gia-tot-sieu-hot-pr42524939,"Đường Tựu Liệt, Xã Tam Hiệp, Thanh Trì, Hà Nội","12,7 tỷ",52 m²,4 phòng,2 phòng,Đông - Bắc,Sổ đỏ/ Sổ hồng,Cơ bản,"4,2 m",Đông - Bắc,4 m,4 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-pho-hang-bai-phuong-hang-bai/ban-tai-hoan-kiem-dien-tich-876m-x-3-tang-tien-13m-gia-876-ty-pr42762329,"Phố Hàng Bài, Phường Hàng Bài, Hoàn Kiếm, Hà Nội",876 tỷ,876 m²,,,,Sổ đỏ,,13 m,,,3 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-tuu-liet-xa-tam-hiep-6/ban-tai-16-4-ty-65m2-6pn-4wc-gia-tot-pr42510626,"Đường Tựu Liệt, Xã Tam Hiệp, Thanh Trì, Hà Nội","16,4 tỷ",65 m²,6 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,,"5,5 m",Tây - Nam,4 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-tuu-liet-xa-tam-hiep-6/ban-tai-thanh-tri-ha-noi-gia-cuc-chat-13-2-ty-58m2-pr42301384,"Đường Tựu Liệt, Xã Tam Hiệp, Thanh Trì, Hà Nội","13,2 tỷ",58 m²,6 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,"3,4 m",Đông - Nam,5 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-tuu-liet-xa-tam-hiep-6/ban-nr-62m2-14-4-ty-6pn-4wc-tai-thanh-tri-ha-noi-gia-sieu-hoi-pr42301396,"Đường Tựu Liệt, Xã Tam Hiệp, Thanh Trì, Hà Nội","14,4 tỷ",62 m²,6 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,"4,5 m",Đông - Bắc,6 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-hoi-xa-tam-hiep-6/ban-tai-10-5-ty-45-m2-gia-tot-pr42301388,"Đường Ngọc Hồi, Xã Tam Hiệp, Thanh Trì, Hà Nội","10,5 tỷ",45 m²,5 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,,"3,6 m",Tây - Bắc,4 m,4 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-chanh-phuong-trung-hoa-4/sieu-pham-dep-64m-lo-goc-o-to-tranh-thang-may-gia-26-8-ty-pr43077605,"Đường Nguyễn Chánh, Phường Trung Hòa, Cầu Giấy, Hà Nội","26,8 tỷ",64 m²,4 phòng,4 phòng,,,,,,,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-phuong-thanh-tri/ban-tai-5-6-ty-30m2-3pn-4wc-mat-tien-3-9m-5-tang-sieu-hot-pr43077608,"Phường Thanh Trì, Hoàng Mai, Hà Nội","5,6 tỷ",30 m²,3 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,,"3,9 m",,2 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-thuy-khue-phuong-buoi/-vip-pho-moi-noi-that-dep-long-lanh-vai-buoc-ra-pho-mt-6m-dt-38m2-gia-9-3-ty-pr43065296,"Đường Thụy Khuê, Phường Bưởi, Tây Hồ, Hà Nội","9,3 tỷ",38 m²,4 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,6 m,,,4 tầng
https://batdongsan.com.vn/ban-dat-duong-tu-hoang-phuong-xuan-phuong/chinh-chu-toi-can-ban-lo-tai-dinh-cu-phan-lo-oto-tranh-nhau-pr41402397,"Đường Tu Hoàng, Phường Xuân Phương, Nam Từ Liêm, Hà Nội.","10,5 tỷ",45 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-van-tri-1-phuong-minh-khai_1/chinh-chu-ban-5-tang-pull-noi-that-dan-xay-kien-co-vi-cach-oto-chi-30m-pr42748625,"Đường Văn Trì, Phường Minh Khai, Bắc Từ Liêm, Hà Nội","7,6 tỷ",40 m²,6 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,,,,,5 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-trong-tan-phuong-khuong-mai/9-g-tai-thanh-xuan-via-he-rong-dt-145m-gia-59-ty-con-thuong-luong-pr43077603,"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",59 tỷ,145 m²,8 phòng,9 phòng,,Sổ đỏ/ Sổ hồng,,,,,9 tầng
https://batdongsan.com.vn/ban-dat-duong-van-tri-1-phuong-minh-khai_1/chinh-chu-toi-can-ban-lo-ngay-sat-truc-chinh-ngo-thong-oto-con-do-cua-pr42748586,"Đường Văn Trì, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",140 triệu/m²,110 m²,,,,Sổ đỏ/ Sổ hồng,,6 m,,,
https://batdongsan.com.vn/ban-dat-duong-phu-dien-phuong-phu-dien/chinh-chu-ban-truc-chinh-kinh-doanh-sam-uat-ngay-sat-dh-tai-nguyen-moi-truong-pr42631256,"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",300 triệu/m²,40 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-dat-duong-dong-my-xa-dong-my_1/ban-gap-manh-dau-gia-ninh-so-o-to-tranh-phan-lo-via-he-duy-nhat-con-sot-lai-50m-gia-4-8y-pr43077591,"Đường Đông Mỹ, Xã Đông Mỹ, Thanh Trì, Hà Nội","4,8 tỷ",55 m²,,,,,,,,,
https://batdongsan.com.vn/ban-dat-duong-phu-dien-phuong-phu-dien/chinh-chu-ban-oto-tranh-nhau-kinh-doanh-dinh-pr42933040,"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",Thỏa thuận,68 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-mai-dich-phuong-mai-dich/sieu-pham-64m-ngo-to-o-to-tranh-kinh-doanh-cuc-dinh-gia-20-8-ty-pr43077601,"Phố Mai Dịch, Phường Mai Dịch, Cầu Giấy, Hà Nội","20,8 tỷ",64 m²,3 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,3 tầng
https://batdongsan.com.vn/ban-dat-duong-phuc-ly-phuong-minh-khai_1/chinh-chu-can-ban-lo-sat-quan-bac-tu-liem-oto-do-cong-ngo-thong-kinh-doanh-pr42573157,"Đường Phúc Lý, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",150 triệu/m²,65 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-kieu-mai-phuong-phuc-dien/chinh-chu-can-ban-thiet-ke-8-phong-cho-thue-khep-kin-cach-mat-pho-70m-pr42647288,"Đường Kiều Mai, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội","7,6 tỷ",42 m²,8 phòng,8 phòng,,,,,,,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-phuc-ly-phuong-minh-khai_1/chinh-chu-toi-can-ban-4-tang-oto-do-cong-lo-goc-ngo-thong-gan-truc-chinh-pr39414730,"Đường Phúc Lý, Phường Minh Khai, Bắc Từ Liêm, Hà Nội","5,6 tỷ",32 m²,3 phòng,3 phòng,,Sổ đỏ,Full.,,Nam,,4 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-van-tri-1-phuong-minh-khai_1/chinh-chu-can-ban-cho-thue-tai-khai-gom-23-phong-khep-kin-co-dong-tien-100tr-1th-pr42333617,"Đường Văn Trì, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",21 tỷ,86 m²,23 phòng,23 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,7 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-cau-dien-phuong-minh-khai_1/ban-cho-thue-khai-6-tang-5-phong-cho-thue-khep-kin-co-thang-may-dong-tien-22tr-1th-pr38803308,"Đường Cầu Diễn, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",Thỏa thuận,35 m²,5 phòng,6 phòng,,,,4 m,,,6 tầng
https://batdongsan.com.vn/ban-dat-phuong-phu-dien/chinh-chu-ban-phan-lo-tdc-oto-tranh-nhau-co-via-he-pr42812484,"Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",11 tỷ,43 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoa-long-phuong-minh-khai_1/chinh-chu-can-ban-7-tang-pho-oto-do-cua-dong-tien-50tr-1th-gom-11-phong-cho-thue-pr42982484,"Đường Ngọa Long, Phường Minh Khai, Bắc Từ Liêm, Hà Nội","14,5 tỷ",51 m²,11 phòng,11 phòng,,Sổ đỏ/ Sổ hồng,Full nội thất.,,,,7 tầng
https://batdongsan.com.vn/ban-dat-duong-dong-my-xa-dong-my_1/ban-gap-manh-dau-gia-o-to-tranh-phan-lo-100m-gia-7-9-ty-pr43077585,"Đường Đông Mỹ, Xã Đông Mỹ, Thanh Trì, Hà Nội","7,9 tỷ",100 m²,,,,,,,,10 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-yen-hoa-phuong-yen-hoa-2/-dep-82m-view-tng-gan-cong-vien-4-tang-chac-chan-gia-14-ty-pr43077596,"Ngõ 105, Đường Yên Hòa, Phường Yên Hòa, Cầu Giấy, Hà Nội",14 tỷ,82 m²,6 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,3 m,5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-5b-xa-da-ton-prj-masteri-waterfront/ban-bai-tri-theo-png-cach-co-dien-trang-nha-va-nhe-nhang-tam-nhin-tang-dep-ruc-ro-pr43077576,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",Thỏa thuận,"55,29 m²",2 phòng,2 phòng,,Hợp đồng mua bán chính chủ,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-khang-phuong-yen-hoa-2/ban-72m-toa-7-tang-thang-may-via-he-rong-gia-47-5-ty-pr43077587,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội","47,5 tỷ",72 m²,6 phòng,7 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,,,7 tầng
