Link,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Hướng nhà,Hướng ban công,Mặt tiền,Đường vào,Pháp lý,Nội thất,Địa chỉ
https://batdongsan.com.vn/ban-nha-rieng-phuong-phuong-canh/-7-tang-thang-may-full-noi-that-gia-7-35-ty-pr43131101,"7,35 tỷ",35 m²,4 phòng,5 phòng,7 tầng,,,5 m,"2,6 m",Sổ đỏ/ Sổ hồng,Cơ bản,"Phường Phương Canh, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-huyen-phuong-nghia-do-1/phan-lo-cau-giay-o-to-vao-vua-o-vua-kinh-doanh-19-5-ty-pr43134346,"19,5 tỷ",45 m²,4 phòng,5 phòng,7 tầng,,,4 m,5 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Nguyễn Văn Huyên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-dat-xa-dong-xuan-3/ban-96m2-tai-soc-son-ha-noi-gia-thoa-thuan-pr43141269,Thỏa thuận,96 m²,,,,,,,,Sổ đỏ/ Sổ hồng,,"Xã Đông Xuân, Sóc Sơn, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-van-tri-xa-kim-no-prj-villa-avenue-van-tri/gia-dinh-toi-can-ban-can-don-lap-view-san-golf-tri-pr43039685,Thỏa thuận,1.100 m²,4 phòng,4 phòng,2 tầng,Đông,Đông,31 m,30 m,Sổ đỏ/ Sổ hồng,Không nội thất,"Dự án Villa Avenue Vân Trì, Đường Vân Trì, Xã Kim Nỗ, Đông Anh, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-xuan-la-phuong-xuan-la/sieu-hiem-so-ng-tung-ccmn-2pn-full-noi-that-vo-chi-cong-tay-gia-1ty9-pr42971029,"1,9 tỷ",50 m²,2 phòng,1 phòng,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-pho-lang-ha-phuong-lang-ha/ban-28-5-ty-52-m2-7pn-7wc-dong-da-noi-pr42902111,"28,5 tỷ",52 m²,7 phòng,7 phòng,7 tầng,Đông - Nam,Đông - Nam,4 m,25 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-32-xa-di-trach-prj-chung-cu-the-wisteria/chinh-chu-ban-108m2-3n3vs-tai-view-lien-ke-nhat-pr43092719,"7,3 tỷ",108 m²,3 phòng,2 phòng,,,,,,,Cơ bản,"Dự án The Wisteria, Đường 32, Xã Di Trạch, Hoài Đức, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-kien-hung-prj-kien-hung-luxury/ban-goc-vip-ha-dong-6-tang-thang-may-noi-that-cuc-cao-cap-pr42675417,"24,2 tỷ",77 m²,4 phòng,6 phòng,6 tầng,,,19 m,15 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án Kiến Hưng Luxury, Phường Kiến Hưng, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-mau-luong-phuong-kien-hung/-ban-tai-dau-gia-mauluong-ha-dong-gia-12-ty-pr43080903,"12,6 tỷ",50 m²,5 phòng,4 phòng,5 tầng,,,5 m,"16,5 m",Sổ đỏ,Cơ bản,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-loai-bat-dong-san-khac-duong-pham-van-dong-phuong-co-nhue-1-prj-green-stars/chinh-chu-ban-bds-tai-20-ty-370-m2-pr42609280,19 tỷ,370 m²,,,,,,,,Sổ đỏ/ Sổ hồng,,"Dự án Green Stars, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-chi-cong-phuong-phu-thuong-1-prj-sunshine-riverside/ban-2-phong-ngu-80-6m2-tang-trung-view-noi-khu-gia-6-8-ty-so-do-pr43100091,"6,8 tỷ","80,6 m²",2 phòng,2 phòng,,Đông,Tây,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án Sunshine Riverside, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-pho-kim-ma-phuong-kim-ma/-101m2-5t-mt-5-2-gia-55-ty-ba-d-pr41534394,55 tỷ,101 m²,6 phòng,6 phòng,5 tầng,,,"5,2 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-phuong-van-mieu-quoc-tu-giam/ban-gap-pho-an-trach-trung-tam-dong-da-o-ngay-so-do-chinh-chu-pr43138960,"8,25 tỷ",31 m²,3 phòng,4 phòng,5 tầng,,,"3,5 m",,Sổ đỏ/ Sổ hồng,Cơ bản,"Phường Văn Miếu - Quốc Tử Giám, Đống Đa, Hà Nội"
https://batdongsan.com.vn/ban-dat-xa-an-tien-1/-ven-do-dai-nghia-ha-noi-56-m2-mt-4-m-full-tho-cu-1-ty-nhinh-ich-k-pr43134277,"1,65 tỷ",56 m²,,,,,,,,Sổ đỏ/ Sổ hồng,,"Xã An Tiến, Mỹ Đức, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-800a-phuong-nghia-do-1/pho-vip-quan-cau-giay-2-thoang-gara-o-to-thang-may-26-5-ty-pr43134189,"26,5 tỷ",63 m²,5 phòng,4 phòng,5 tầng,,,"3,7 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường 800A, Phường Nghĩa Đô, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-van-phu-phuong-phu-la-prj-khu-do-thi-moi-van-phu/ban-trung-tam-ha-dong-15-ty-pr43080979,"15,4 tỷ",80 m²,5 phòng,4 phòng,4 tầng,,,"4,5 m","16,5 m",Sổ đỏ/ Sổ hồng,Cơ bản,"KĐT Văn Phú, Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-chi-cong-phuong-phu-thuong-1-prj-sunshine-riverside/ban-goc-3-ngu-gan-lotte-full-do-nhu-anh-ko-view-xau-7-9-ty-so-pr42832306,"7,9 tỷ","98,3 m²",3 phòng,2 phòng,,Nam,Bắc,,,Sổ đỏ/ Sổ hồng.,Đầy đủ.,"Dự án Sunshine Riverside, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/-ban-nhanh-3n2vs-80m2-chi-3-7-ty-nha-vi-tri-dep-ngay-trung-tam-vinmes-park-pr43110000,"3,7 tỷ",80 m²,3 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,Cơ bản,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội"
https://batdongsan.com.vn/ban-dat-xa-an-phu-11/soc-1-2-ty-150-8m-full-tho-cu-sdcc-ha-noi-oto-tranh-truoc-cua-pr42868571,"1,2 tỷ","150,8 m²",,,,,,"6,7 m","5,5 m",Sổ đỏ/ Sổ hồng.,,"Xã An Phú, Mỹ Đức, Hà Nội"
https://batdongsan.com.vn/ban-dat-duong-doi-can-phuong-lieu-giai/ban-mat-ngo-279-via-he-vuon-hoa-oto-tranh-so-139m2-thuc-te-155m2-mt7-31-3-ty-pr38964734,38 tỷ,139 m²,,,,,,7 m,,"- Sổ đỏ vuông đẹp, chính chủ.",,"Ngõ 279 Đường Đội Cấn, Phường Liễu Giai, Ba Đình, Hà Nội."
https://batdongsan.com.vn/ban-nha-mat-pho-duong-dao-tan-phuong-ngoc-khanh/ban-ngo-ba-dinh-ha-noi-lh-pr43141496,75 tỷ,190 m²,,,9 tầng,,,11 m,,,,"Đường Đào Tấn, Phường Ngọc Khánh, Ba Đình, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-duong-cau-giay-phuong-lang-thuong/ban-giayvia-he-rong-tien-khung-kinh-doanh-da-nganh-nghe-s-40m2-gia-14-ty-pr43137967,14 tỷ,40 m²,3 phòng,3 phòng,3 tầng,,,"5,2 m",20 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Cầu Giấy, Phường Láng Thượng, Đống Đa, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-cau-giay-phuong-nghia-do-1/sieu-pham-nghiaax-45-m2-gara-o-to-kinh-anh-chi-11-ty-hon-pr43134184,"11,25 tỷ","52,26 m²",6 phòng,4 phòng,6 tầng,,,5 m,6 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Cầu Giấy, Phường Nghĩa Đô, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-mau-luong-phuong-kien-hung/7-tang-thang-may-kinh-doanh-ha-dong-pr43118803,15 tỷ,60 m²,6 phòng,6 phòng,7 tầng,Tây,Tây,5 m,12 m,Sổ đỏ/ Sổ hồng,Cơ bản,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-quyen-phuong-la-khe/ban-phan-lo-o-ban-co-ha-dong-o-to-tranh-dt-42m2-x-4-tang-gia-9-6-ty-pr43131045,"9,6 tỷ",42 m²,4 phòng,3 phòng,4 tầng,,,,"4,5 m",Sổ đỏ/ Sổ hồng,,"Đường Ngô Quyền, Phường La Khê, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-dat-duong-quoc-lo-6-xa-dong-phuong-yen/94m2-phun-tho-cu-tai-chuong-my-ven-ql6a-gia-2-ty-790-trieu-pr43108632,"2,79 tỷ",94 m²,,,,Bắc,,4 m,4 m,Sổ đỏ/ Sổ hồng,,"Đường Quốc lộ 6, Xã Đông Phương Yên, Chương Mỹ, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-trich-sai-phuong-thuy-khue/hiem-toa-can-ho-dich-vu-pho-tay-ho-dt-65m-x-7t-thang-may-12-phong-kep-kin-gia-18-9-ty-pr42730193,"18,9 tỷ",65 m²,12 phòng,12 phòng,7 tầng,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Trích Sài, Phường Thụy Khuê, Tây Hồ, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-chinh-phuong-thinh-liet/-chu-ban-so-5-ngo-143-36m2-5-tang-moi-7-4-ty-pr43016856,"7,4 tỷ",36 m²,4 phòng,5 phòng,5 tầng,,,,4 m,Sổ đỏ/ Sổ hồng,,"Số 5 ngõ 143/51, Đường Nguyễn Chính, Phường Thịnh Liệt, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/37-ty-song-lap-ngoc-trai-150m2-hoan-thien-4pn-co-thang-may-lam-pr43038580,37 tỷ,150 m²,4 phòng,4 phòng,4 tầng,Tây - Bắc,Tây - Bắc,"8,5 m",13 m,Sổ hồng,Full nội thất cao cấp.,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chinh-chu-ban-1n-47m2-full-noi-that-day-du-tien-ich-dan-chi-2-3-ty-ocp-pr43103262,"2,3 tỷ",47 m²,1 phòng,1 phòng,,,,,,Sổ đỏ/ Sổ hồng,Full nội thất.,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-phu-la-prj-khu-do-thi-moi-van-phu/sieu-pham-kdt-kinh-doanh-sieu-dinh-thang-may-tang-full-noi-that-xin-24m-dt-80m-5-tang-pr42471213,Thỏa thuận,80 m²,4 phòng,4 phòng,5 tầng,Đông - Nam,,"4,5 m",24 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Khu đô thị mới Văn Phú, Lê Trọng Tấn, Phú La, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-dat-duong-mau-luong-phuong-kien-hung/dau-gia-mauluong-ha-dong-gia-dau-tu-gap-pr43118859,"11,7 tỷ",60 m²,,,,,,5 m,13 m,Sổ đỏ,,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-dat-xa-van-khe/ban-nhanh-hoa-hau-120m-tai-quan-me-linh-ha-noi-cach-duong-48-chi-200m-pr42621918,45 triệu/m²,120 m²,,,,,,"6,66 m","3,5 m",Sổ đỏ/ Sổ hồng,,"Văn Quán, Xã Văn Khê, Mê Linh, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/-ban-nhanh-studio-31m2-chi-1-7-ty-full-noi-that-tang-trung-vi-tri-dep-tai-ocp-pr43103008,"1,7 tỷ",31 m²,1 phòng,1 phòng,,,,,,Sổ đỏ/ Sổ hồng,Full đồ.,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-5-xa-dong-hoi-prj-eurowindow-river-park/can-ban-can-dep-gia-tot-lh-pr40595437,Thỏa thuận,135 m²,5 phòng,4 phòng,4 tầng,Đông - Nam,Đông - Nam,,,Sổ đỏ/ Sổ hồng,,"Dự án Eurowindow River Park, Đường 5, Xã Đông Hội, Đông Anh, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-van-canh-1-prj-khu-biet-thu-vuon-cam-orange-graden/moi-nhat-t05-2025-ban-do-thi-vinapol-garden-gia-tot-nhat-thi-truong-pr42904631,130 triệu/m²,200 m²,,,,,,,,,,"Dự án Vườn Cam Vinapol, Xã Vân Canh, Hoài Đức, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-pho-dai-la-phuong-bach-khoa/ban-tran-nghia-dt-60m2x4t-cach-mp-20m-full-noi-that-pr43141287,"11,3 tỷ",60 m²,4 phòng,5 phòng,4 tầng,,,"4,5 m",3 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Phố Đại La, Phường Bách Khoa, Hai Bà Trưng, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-dong-ngac-prj-sunshine-city/ban-2-ngu-1wc-58-9m2-thong-thuy-view-quang-truong-full-do-pr42828317,"5,45 tỷ","58,9 m²",2 phòng,1 phòng,,,,,,Sổ đỏ/ Sổ hồng.,Đầy đủ nội thất.,"Dự án Sunshine City, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-dinh-phuong-xuan-dinh/ban-dep-thang-may-ngoai-p-2-o-to-ngu-trong-kinh-doanh-tien-ich-ngap-tran-pr43132278,17 tỷ,68 m²,6 phòng,6 phòng,6 tầng,,,"6,3 m",6 m,Sổ đỏ/ Sổ hồng,,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-dat-duong-nhan-hue-phuong-dong-mai-1/ban-lo-62-8m2-tai-lo-goc-3-mat-thoang-ngo-thong-oto-7-cho-di-qua-pr43141493,"5,35 tỷ",63 m²,,,,Nam,,"4,8 m",,Sổ đỏ/ Sổ hồng,,"Đường Nhân Huệ, Phường Đồng Mai, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-an-duong-vuong-phuong-phu-thuong-1/-pho-tay-ho-o-to-7-cho-vao-kinh-doh-dt-65m-x-7t-gia-16-ty-pr42302707,16 tỷ,65 m²,8 phòng,5 phòng,7 tầng,,,"4,5 m",5 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-phuong-yen-nghia-1/ban-dat-4-tang-full-noi-that-co-nhu-cau-chuyen-len-cc-pr43131020,175 triệu/m²,"40,1 m²",4 phòng,3 phòng,4 tầng,Tây - Nam,Tây - Nam,"3,3 m",3 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Tổ 10, Phường Yên Nghĩa, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-thi-tran-dong-anh-1-prj-happy-land-1-5-dong-anh/-cap-nhat-quy-hang-chuyen-nhuong-t10-2023-vi-tri-dep-gia-re-nhat-truong-pr38366148,Thỏa thuận,70 m²,6 phòng,6 phòng,5 tầng,Đông - Nam,,,15 m,Sổ đỏ/ Sổ hồng,,"Dự án Happy Land Đông Anh, Thị trấn Đông Anh, Đông Anh, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-xien-phuong-thanh-xuan-bac/phan-lo-o-to-tranh-hai-mat-ngo-o-to-tranh-pr43137383,"16,5 tỷ",51 m²,5 phòng,3 phòng,4 tầng,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Nguyễn Xiển, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-thuong-1-prj-chung-cu-packexim/chinh-chu-ban-gap-123m2-1-tay-lien-he-pr41391874,Thỏa thuận,123 m²,3 phòng,2 phòng,,,Bắc,,,Sổ đỏ/ Sổ hồng,Cơ bản,"Dự án Packexim, Phường Phú Thượng, Tây Hồ, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-thuong-1-prj-sunshine-riverside/-goc-3-ngu-view-song-hong-90m2-tang-trung-gia-7-4-ty-so-do-pr42754992,"7,4 tỷ",90 m²,3 phòng,2 phòng,,Đông,Tây,,,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Dự án Sunshine Riverside, Phường Phú Thượng, Tây Hồ, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-pho-pho-hue-phuong-pho-hue/ban-mp-tran-khat-chan-lo-duc-dt-80m2x7t-thang-may-kinh-doanh-sam-uat-pr43141333,65 tỷ,80 m²,4 phòng,7 phòng,7 tầng,Đông - Nam,,,20 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Phố Phố Huế, Phường Phố Huế, Hai Bà Trưng, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-tay-mo-prj-the-sakura-vinhomes-smart-city/ban-gap-3pn-2wc-toa-sa5-tai-vinmes-8-5-ty-94m2-pr42918440,"7,95 tỷ",94 m²,3 phòng,2 phòng,,Đông - Nam,Đông - Nam,,,Đang chờ sổ,Đầy đủ,"Dự án The Sakura - Vinhomes Smart City, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-van-la-phuong-phu-la/ban-lien-ke-thang-may-dan-xay-chac-chan-hien-dai-dt-50m-7-tang-mt-5-6m-nhinh-16-ty-pr42684510,Thỏa thuận,50 m²,4 phòng,4 phòng,7 tầng,Tây - Nam,,"5,6 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Văn La, Phường Phú La, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dong-ngac-prj-sunshine-city/ban-3-ngu-goc-toa-s5-98-9m2-gia-8-1-ty-so-do-view-noi-khu-pr42923710,"8,1 tỷ","98,9 m²",3 phòng,2 phòng,,Tây - Bắc,Đông - Bắc,,,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-huyen-phuong-dich-vong-hau/phan-lo-sieu-hiem-o-to-kinh-doanh-dinh-ngo-thong-cac-nga-pr43134155,"17,5 tỷ",45 m²,,,7 tầng,,,"4,2 m",5 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Nguyễn Văn Huyên, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-an-khanh-4-prj-mailand-hanoi-city/b-vi-tri-dac-dia-mat-40m-nam-trong-du-maild-hoi-dt-255m2-pr43044654,Thỏa thuận,278 m²,6 phòng,4 phòng,4 tầng,Đông,Đông - Nam,12 m,40 m,Sổ đỏ/ Sổ hồng,Không nội thất,"Dự án Mailand Hanoi City, Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội"
https://batdongsan.com.vn/ban-dat-xa-ba-trai/chinh-chu-gui-n-lo-thon-9-lo-goc-hai-mat-tien-s-827m-vi-tri-giao-thong-pr42618305,Thỏa thuận,827 m²,,,,Đông - Bắc,,20 m,5 m,Sổ đỏ/ Sổ hồng,,"Xã Ba Trại, Ba Vì, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-thuong-1-prj-sunshine-riverside/ban-2-ngu-61m2-view-cau-nhat-tan-song-gia-5-6-ty-full-do-so-pr43118955,"5,6 tỷ","60,5 m²",2 phòng,1 phòng,,Tây,Đông - Nam,,,Sổ đỏ/ Sổ hồng,"Đầy đủ: Hafele, thiết bị bếp + hút mùi Hafele, tủ bếp, điều hòa âm trần, TBVS Kohler,...","Dự án Sunshine Riverside, Phường Phú Thượng, Tây Hồ, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-la-phuong-xuan-la/ban-tay-ho-biet-thu-lien-ke-oto-tranh-thang-may-85m-6t-mt-8-5m-nhinh-34-ty-pr42728078,"34,9 tỷ",85 m²,5 phòng,6 phòng,6 tầng,,,"8,5 m",6 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội"
https://batdongsan.com.vn/ban-dat-thi-tran-chuc-son/sieu-hot-tai-trung-tam-chuong-my-pr43118186,Thỏa thuận,80 m²,,,,Đông,,,6 m,Sổ đỏ/ Sổ hồng,,"Thị trấn Chúc Sơn, Huyện Chương Mỹ, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hai-ba-trung-phuong-hang-bai-prj-the-grand-ha-noi/-hiem-sieu-vip-goc-dep-nhat-bai-pr42536177,125 tỷ,178 m²,3 phòng,2 phòng,,Tây - Bắc,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"The Grand Hà Nội, Phố Hai Bà Trưng, Phường Hàng Bài, Hoàn Kiếm, Hà Nội"
https://batdongsan.com.vn/ban-trang-trai-khu-nghi-duong-duong-415-xa-minh-quang/chinh-chu-can-chuyen-nhuong-lo-dat-vi-tri-dac-dia-cua-ba-vi-pr42550694,Thỏa thuận,963 m²,,,,Tây - Bắc,Đông,15 m,10 m,Sổ đỏ/ Sổ hồng,,"Đường 415, Xã Minh Quang, Ba Vì, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-pho-kim-ma-thuong-phuong-ngoc-khanh/ban-ba-dinh-ha-noi-lh-pr43141487,230 tỷ,380 m²,,,9 tầng,,,,,,,"Phố Kim Mã Thượng, Phường Ngọc Khánh, Ba Đình, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tan-mai-phuong-vinh-hung-2-prj-dong-phat-park-view-tower/ban-gap-cc-tai-parkview-ang-dt-83m2-2n-2vs-gia-4-55-ty-lh-pr42967886,"4,5 tỷ",83 m²,2 phòng,2 phòng,,Nam,Bắc,,,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Dự án Đồng Phát Park View Tower, Đường Tân Mai, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-trung-van-prj-tay-ha-tower/ban-ch-view-du-an-wer-19-goc-dt-120m2-3n2vs-gia-7-3-ty-lh-pr42892336,"7,3 tỷ",120 m²,3 phòng,2 phòng,,Đông - Nam,Đông - Bắc,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Tây Hà Tower, Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-dat-duong-co-loa-xa-co-loa/chinh-chu-gui-ban-manh-cho-sa-5m-pr42999364,86 triệu/m²,80 m²,,,,,,8 m,5 m,Sổ đỏ/ Sổ hồng,,"Đường Cổ Loa, Xã Cổ Loa, Đông Anh, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-xa-an-khanh-4-prj-mailand-hanoi-city/b-goc-view-dep-150m2-nha-s-noi-that-moi-tai-cc-essensia-khh-splendora-khh-pr43039351,Thỏa thuận,150 m²,3 phòng,2 phòng,,Đông,Đông,,,Sổ đỏ/ Sổ hồng.,,"Dự án Mailand Hanoi City, Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-dong-ngac-prj-sunshine-city/danh-sach-cap-nhat-lien-tuc-ch-ciputra-thang-05-2025-2pn-3pn-duplex-da-update-pr43110750,"7,8 tỷ",105 m²,3 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án Sunshine City, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-trinh-van-bo-phuong-xuan-phuong/sieu-pham-toa-can-ho-dich-vu-60m2-x-6-tang-thang-may-10-phong-khep-kin-dong-tien-pr43130701,"12,5 tỷ",60 m²,10 phòng,10 phòng,6 tầng,,,,,Sổ đỏ/ Sổ hồng,Cơ bản,"Đường Trịnh Văn Bô, Phường Xuân Phương, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-la-khe-prj-hpc-landmark-105/ban-ch-dt-120m2-3n2vs-full-noi-that-dep-tai-to-huu-gia-6-6-ty-lh-xem-nha-pr42934200,"5,8 tỷ",120 m²,3 phòng,2 phòng,,Đông - Bắc,Tây - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"HPC Landmark 105, La Khê, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ngoc-hoi-phuong-hoang-liet-prj-south-tower/ban-chcc-vat-tu-du-lich-tran-thu-do-mai-dt-68m2-2ngu-2vs-gia-3-65-ty-lh-pr42465170,"4,18 tỷ",80 m²,2 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"South Tower Hoàng Liệt, ngõ 15/51 số 6, Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-thong-nhat-complex/ban-ch-82-dt-98m2-3n2vs-full-noi-that-gia-7-6-ty-pr43089904,"7,6 tỷ",98 m²,3 phòng,2 phòng,,Đông - Bắc,Tây - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Thống Nhất Complex, Nguyễn Tuân, Thanh Xuân Trung, Thanh Xuân, Hà Nội"
