Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Mặt tiền,Đường vào,Pháp lý,Hướng ban công,Nội thất,Hướng nhà
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-prj-usilk-city/quy-ha-dong-dac-biet-co-rat-dep-gia-tu-45-trieu-m2-cap-nhat-pr42684136,"Dự án Usilk City, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",45 triệu/m²,160 m²,4 phòng,3 phòng,,,,Sổ đỏ/ Sổ hồng,Nam,Đầy đủ,Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-yen-hoa-2/ban-20m-ra-mat-pho-dan-xay-o-ngay-45m2-10-ty-pr42099301,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội","9,7 tỷ",43 m²,4 phòng,,,4 m,,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-ha-phuong-ngoc-ha/ban-gap-o-ba-dinh-noi-5-ty-26-m2-pr43086551,"Đường Ngọc Hà, Phường Ngọc Hà, Ba Đình, Hà Nội",5 tỷ,26 m²,4 phòng,2 phòng,3 tầng,3 m,"2,5 m",Sổ đỏ/ Sổ hồng,Đông,Đầy đủ,Đông
https://batdongsan.com.vn/ban-nha-mat-pho-pho-bach-mai-phuong-cau-den/-180m-chinh-chu-tren-100-ty-pr39710932,"Phố Bạch Mai, Phường Cầu Dền, Hai Bà Trưng, Hà Nội",Thỏa thuận,166 m²,,,9 tầng,"7,38 m",,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nghiem-xuan-yem-phuong-dai-kim-prj-khu-do-thi-dai-kim/ban-lk-hoan-thien-dep-long-lanh-70m2-x-6-tang-gia-nhinh-20-ty-pr41654062,"Dự án KĐT Đại Kim, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",Thỏa thuận,70 m²,6 phòng,6 phòng,6 tầng,"6,25 m",16 m,Sổ đỏ/ Sổ hồng,,Đầy đủ.,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-cau-am-phuong-van-phuc-1-prj-goldsilk-complex/ban-gap-2-ngu-tang-trung-du-do-san-so-co-slot-o-to-bancon-dong-nam-mat-me-4-5-ty-pr42835765,"Goldsilk Complex, Cầu Am, Vạn Phúc, Hà Đông, Hà Nội","4,5 tỷ",78 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Đầy đủ,Nam
https://batdongsan.com.vn/ban-dat-duong-tay-mo-phuong-tay-mo/can-ban-gap-lo-35m-o-to-do-cua-gia-dau-tu-pr43081978,"Đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","5,27 tỷ",35 m²,,,,"3,5 m","3,5 m",Sổ đỏ/ Sổ hồng,,,Đông - Nam
https://batdongsan.com.vn/ban-nha-mat-pho-duong-ngo-thi-nham-phuong-pham-dinh-ho/lo-goc-2-tien-96m2-mt-6-7m-vi-tri-gan-hoa-ma-tran-xuan-soan-kd-dinh-pr43121663,"Đường Ngô Thì Nhậm, Phường Phạm Đình Hổ, Hai Bà Trưng, Hà Nội","48,6 tỷ",96 m²,,,4 tầng,"6,7 m",30 m,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-yen-hoa-2/-tin-that-100-ban-chdv-xay-moi-60m2-x-15-can-ho-tai-ngo-381-dong-tien-1-1-ty-nam-pr43099738,"Ngõ 381, Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội","16,8 tỷ",60 m²,15 phòng,15 phòng,6 tầng,"4,1 m",3 m,Sổ đỏ/ Sổ hồng,Đông,Cao cấp,Đông
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nghiem-xuan-yem-phuong-dai-kim-prj-khu-do-thi-dai-kim/ban-lo-goc-115m2-so-cat-ket-canh-dh-thang-long-gia-29-ty-pr42138974,"Dự án KĐT Đại Kim, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",32 tỷ,"112,5 m²",6 phòng,5 phòng,5 tầng,,,Sổ đỏ/ Sổ hồng.,Tây - Nam,Không nội thất.,Tây - Nam
https://batdongsan.com.vn/ban-dat-duong-giai-phong-phuong-giap-bat/ban-nha-ngo-o-to-tranh-gia-chi-118tr-m-chuyen-that-nhu-dua-pr43114692,"Đường Giải Phóng, Phường Giáp Bát, Hoàng Mai, Hà Nội",118 triệu/m²,168 m²,,,,"7,8 m",,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-duong-thanh-phuong-cua-dong/ban-gia-cuc-chat-300m2-hoan-kiem-ha-noi-pr41372383,"Phố Đường Thành, Phường Cửa Đông, Hoàn Kiếm, Hà Nội",Thỏa thuận,300 m²,,,,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-viha-complex/10-suat-noi-bo-gia-tot-dep-cua-du-an-107-lien-he-ngay-pr39187138?c=d1,"Viha Complex, 107, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",90 triệu/m²,72 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Đầy đủ nội thất tiêu chuẩn bàn giao quốc tế 5*.,Tây - Bắc
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-xien-phuong-ha-dinh/chao-ban-xien-pr43121480,"Đường Nguyễn Xiển, Phường Hạ Đình, Thanh Xuân, Hà Nội",42 tỷ,82 m²,5 phòng,5 phòng,5 tầng,4 m,,Sổ đỏ/ Sổ hồng,Đông - Bắc,Đầy đủ,Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-thi-tran-trau-quy-prj-eurowindow-twin-parks/mua-canh-ho-31ha-dt-99-5m-gia-chi-27-6-ty-so-hong-trao-tay-pr43121571,"Eurowindow Twin Parks, Trâu Quỳ, Gia Lâm, Hà Nội","27,6 tỷ","99,5 m²",,,,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-phu-phuong-mo-lao-prj-ho-guom-plaza/quy-dang-co-san-so-3-ngu-huong-mat-ma-gia-chi-44-trieu-m2-t-pr42405444,"Dự án Hồ Gươm Plaza, Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",44 triệu/m²,105 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-dat-phuong-dai-kim/ban-nha-gia-sieu-yeu-thuong-118tr-m-trong-khi-ben-kia-duong-khu-do-thi-linh-dam-250-300tr-m-pr43114651,"Phường Đại Kim, Hoàng Mai, Hà Nội",118 triệu/m²,170 m²,,,,"7,8 m",,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-dat-xa-le-loi-12/ban-tai-thon-ha-vy-thuong-tin-ha-noi-29-trieu-m2-81-m2-pr43121569,"Thôn Hà Vỹ, Xã Lê Lợi, Thường Tín, Hà Nội",29 triệu/m²,81 m²,,,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phuc-dong-prj-sunshine-green-iconic/ban-nhanh-duplex-165m2-gia-14ty-bao-phi-pr43121565,"Sunshine Green Iconic, Phường Phúc Đồng, Long Biên, Hà Nội",14 tỷ,165 m²,3 phòng,4 phòng,,,,,Tây - Bắc,Không nội thất,
https://batdongsan.com.vn/ban-dat-xa-minh-phu-1/-re-nhat-thi-truong-sinh-loi-cao-pr43121625,"Xã Minh Phú, Sóc Sơn, Hà Nội","2,04 tỷ",102 m²,,,,5 m,5 m,Sổ đỏ/ Sổ hồng,,,Tây - Nam
https://batdongsan.com.vn/ban-dat-duong-bang-liet-phuong-hoang-liet/dau-tu-sieu-pham-tien-de-ra-tien-mat-me-quanh-nam-pr43114563,"Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",118 triệu/m²,168 m²,,,,"7,8 m",,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-nhan-chinh-prj-harmony-square/-chu-ban-gap-3-png-ngu-p-gia-6-8-ty-bao-phi-nha-2026-pr43121096,"Dự án Harmony Square, Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội","6,8 tỷ",90 m²,3 phòng,2 phòng,,,,Hợp đồng mua bán,Nam,Cơ bản,Đông - Bắc
https://batdongsan.com.vn/ban-nha-mat-pho-pho-ba-trieu-phuong-le-dai-hanh/sieu-kinh-doanh-mp-hiem-tien-rong-kinh-doanh-dinh-cao-dt-200m-x-3-tang-pr43121638,"Phố Bà Triệu, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội","139,89 tỷ",178 m²,,,3 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-thuy-khue-phuong-cong-vi/ban-pho-dong-co-ba-dinh-45m-5-tang-8-phong-gia-10-8-ty-pr43121636,"Đường Thụy Khuê, Phường Cống Vị, Ba Đình, Hà Nội","10,8 tỷ",45 m²,8 phòng,9 phòng,5 tầng,,,Sổ đỏ/ Sổ hồng,,Cơ bản,
https://batdongsan.com.vn/ban-nha-rieng-duong-vong-thi-phuong-buoi/ban-60m2-7-tang-thang-may-o-to-qua-kinh-doanh-ngo-thong-chi-hon-11-ty-pr43121634,"đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",Thỏa thuận,60 m²,6 phòng,5 phòng,7 tầng,,,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-rieng-duong-phu-dien-phuong-phu-dien/ban-ccmn-vip-nhat-khu-vuc-nam-bac-tu-liem-doanh-thu-320tr-thang-pccc-day-du-pr41681375,"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",Thỏa thuận,120 m²,,,10 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-dich-vong-phuong-dich-vong-hau/chinh-chu-can-ban-kin-can-mat-ngo-p-cau-giay-80m2-4t-mt12m-chao-16-ty-full-nt-pr43121144,"Đường Dịch Vọng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",16 tỷ,80 m²,5 phòng,5 phòng,5 tầng,12 m,12 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-quan-nhan-phuong-nhan-chinh-prj-chung-cu-51-quan-nhan/ban-chcc-51-thanh-xuan-105m-8-8-ty-pr43121009,"Dự án Chung cư 51 Quan Nhân, Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội","8,8 tỷ",105 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-mo-lao-prj-lang-viet-kieu-chau-au-euroland/quy-tsq-lo-goc-rong-155m-du-do-thoang-mat-chu-thien-chi-gia-nhinh-8-ty-pr42929816,"Dự án Làng Việt Kiều Châu Âu Euroland, Phường Mỗ Lao, Hà Đông, Hà Nội",8 tỷ,155 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Tây - Bắc,Đầy đủ,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-phuong-khuong-dinh/chung-cu-mini-9-phong-khep-kin-moi-dep-gan-o-to-dt-40-m-5-tang-chi-8-1-ty-pr43120997,"Phường Khương Đình, Thanh Xuân, Hà Nội","8,1 tỷ",40 m²,9 phòng,10 phòng,5 tầng,3 m,,Sổ đỏ/ Sổ hồng,,Full nội thất.,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-tien-phong-phuong-phuc-dien/ban-toa-vp-khu-dau-gia-phu-144m-phan-lo-via-he-3-oto-tranh-giao-thong-thuan-tien-pr41746735,"Đường Tiền Phong, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",Thỏa thuận,144 m²,,,6 tầng,8 m,10 m,Sổ đỏ/ Sổ hồng,,,Tây - Bắc
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-bang-lang-9-phuong-phuc-loi-prj-vinhomes-riverside/chuyen-nhuong-dl-goc-09-01-khu-vip-501m2-tho-dat-vuong-view-song-dep-nhat-vinhomes-pr42190823,"Vinhomes Riverside, Bằng Lăng 09 - 01, Đường Bằng Lăng 9, Phường Phúc Lợi, Long Biên, Hà Nội",Thỏa thuận,511 m²,,,3 tầng,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-tran-quy-kien-phuong-nghia-do-1/ban-cau-giay-57m2-x-2pn-x-2logia-4-ty-pr42528944,"Phố Trần Quý Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",4 tỷ,57 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,,Cơ bản,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-anh-dao-9-phuong-phuc-loi-prj-vinhomes-riverside/chuan-ban-don-lap-hoa-lan-320m2-72-ty-ht-noi-that-nhap-khau-cuc-dep-san-vuon-phong-cach-chau-au-pr35536761,"Dự án Vinhomes Riverside, Đường Anh Đào 9, Phường Phúc Lợi, Long Biên, Hà Nội",110 tỷ,355 m²,5 phòng,,4 tầng,,,Hợp đồng mua bán.,,"Nội thất đồ gỗ hiện đại, nhập khẩu, thiết kế thoáng.",Đông - Nam
https://batdongsan.com.vn/ban-nha-mat-pho-duong-dong-bat-phuong-mai-dich/-lo-goc-kinh-doanh-7-tang-thang-may-tiep-giap-my-dinh-cau-giay-pr42391903,"Đường Đồng Bát, Phường Mai Dịch, Cầu Giấy, Hà Nội",Thỏa thuận,70 m²,7 phòng,8 phòng,7 tầng,,6 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-dat-duong-phu-thuong-phuong-phu-thuong-1/ban-vuong-det-60m2-pho-tay-ho-o-to-vao-chi-12-5-ty-pr43120961,"Đường Phú Thượng, Phường Phú Thượng, Tây Hồ, Hà Nội","12,5 tỷ",60 m²,,,,"4,5 m","3,5 m",Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lac-long-quan-phuong-thuy-khue/ban-168m2-40-ty-lo-goc-y-tay-ho-ha-noi-pr42645505,"Đường Lạc Long Quân, Phường Thụy Khuê, Tây Hồ, Hà Nội",40 tỷ,168 m²,6 phòng,3 phòng,3 tầng,12 m,10 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-xuan-dinh-phuong-xuan-dinh/-kinh-doanh-9-tang-28-can-ho-1-san-kinh-doanh-dong-tien-3-5-ty-nam-pr42392885,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",419 triệu/m²,155 m²,28 phòng,28 phòng,9 tầng,7 m,,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-kieu-ky-xa-kieu-ky/ban-dat-66-giua-3-dai-do-thi-tai-quan-gia-lam-pr40725230,"Đường Kiêu Kỵ, Xã Kiêu Kỵ, Gia Lâm, Hà Nội",38 triệu/m²,"111,8 m²",2 phòng,2 phòng,1 tầng,9 m,12 m,Đang chờ sổ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-thap-phuong-trung-hoa-4/rat-hiem-kinh-doanh-pho-cau-giay-dt-86m2-x-5-tang-mt-7m-gia-nhinh-45-ty-pr42721742,"Đường Nguyễn Thị Thập, Phường Trung Hòa, Cầu Giấy, Hà Nội","45,8 tỷ",86 m²,6 phòng,5 phòng,5 tầng,7 m,,Sổ đỏ/ Sổ hồng,,Cơ bản,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-dao-an-phuong-phu-dien/chinh-chu-b-ccmn-45m-5-tg-nhinh-8-ty-tg-full-noi-that-pr42645349,"Đường Nguyễn Đạo An, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",Thỏa thuận,45 m²,7 phòng,7 phòng,5 tầng,,,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-ho-tung-mau-phuong-cau-dien/sieu-pham-lo-goc-dtsd-200m-mt-30m-7-tang-co-ham-3-tang-full-noi-that-pr42400066,"Đường Hồ Tùng Mậu, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",Thỏa thuận,200 m²,,7 phòng,7 tầng,30 m,60 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-dat-duong-mieu-nha-phuong-tay-mo/hiem-dep-tiem-nang-nam-tu-liem-hang-xom-vin-dt-70m-mt-5-5m-pr42718718,"Đường Miêu Nha, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","8,2 tỷ",70 m²,,,,"5,5 m",4 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-le-duc-tho-phuong-my-dinh-1/nam-tu-liem-building-8-tang-thang-may-ban-ham-3-otoo-tranh-nhau-vua-o-vua-kinh-doanh-vp-pr42403314,"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Thỏa thuận,110 m²,5 phòng,5 phòng,8 tầng,7 m,12 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-5-xa-dong-hoi-prj-eurowindow-river-park/ban-gap-full-do-3-8ty-bao-phi-dien-tich-74m2-pr43121537,"Eurowindow River Park, Đường 5, Xã Đông Hội, Đông Anh, Hà Nội","3,8 tỷ",73 m²,2 phòng,2 phòng,,,,,Tây - Bắc,Đầy đủ,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-dao-an-phuong-phu-dien/b-40m2-tai-6-5-trieu-4pn-3wc-4-tg-pr42927668,"Đường Nguyễn Đạo An, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội","6,5 tỷ",40 m²,4 phòng,3 phòng,4 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-khanh-toan-phuong-quan-hoa/-kinh-doanh-sam-uat-4-tang-2-tien-dong-tien-2-ty-nam-pr42570873,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",Thỏa thuận,190 m²,,,4 tầng,11 m,40 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tuu-liet-phuong-hoang-liet/ban-tu-5-tang-phan-lo-o-to-do-cong-5-9-ty-pr43121152,"Đường Tựu Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","5,9 tỷ",35 m²,3 phòng,3 phòng,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-dinh-phuong-thinh-liet/ban-hoang-mai-45m2-5-tang-hon-6m-mat-tien-sat-pho-gan-oto-moi-dep-o-ngay-chi-10-ty-pr43121604,"Đường Trương Định, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",10 tỷ,45 m²,,,5 tầng,"6,2 m",,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-dat-xa-duong-quang-1/sieu-hiem-ban-gia-lam-52m-2-3-ty-thuong-luong-vi-tri-thon-binh-tru-qua-pr43121090,"Xã Dương Quang, Gia Lâm, Hà Nội","2,3 tỷ",52 m²,,,,5 m,"2,5 m",Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-chua-lang-phuong-lang-thuong/sieu-hiem-tt-dong-da-gan-o-to-do-cua-thang-may-o-ngay-60m2-x-mt-4-2m-pr43121518,"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội","16,6 tỷ",60 m²,,,,,,,,,
https://batdongsan.com.vn/ban-dat-xa-bac-hong-1/ban-lo-45m-bia-lang-ben-trung-gia-chi-nhinh-3-ty-xiu-o-to-qua-coc-la-co-lai-pr43072244,"Thôn Bến Trung, Xã Bắc Hồng, Đông Anh, Hà Nội","3,1 tỷ",45 m²,,,,5 m,3 m,Sổ đỏ/ Sổ hồng,,,Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-trung-hoa-4-prj-khu-do-thi-nam-trung-yen/hang-hiem-sieu-3-ngu-2-ve-sinh-80m2-co-slot-o-to-full-noi-that-gia-5-58-ty-pr42898501,"Dự án Nam Trung Yên, Đường Phạm Hùng, Phường Trung Hòa, Cầu Giấy, Hà Nội","5,58 tỷ",80 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Bắc,Đầy đủ,
https://batdongsan.com.vn/ban-nha-rieng-pho-trung-kinh-phuong-trung-hoa-4/phan-lo-cau-giay-110m2-x-6t-hai-thoang-gara-o-to-nhinh-300tr-m2-lh-pr43071374,"Ngõ 193, Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",33 tỷ,110 m²,6 phòng,6 phòng,6 tầng,,,Sổ đỏ/ Sổ hồng,,Cơ bản,
https://batdongsan.com.vn/ban-dat-duong-van-noi-xa-van-noi/-dep-dong-anh-o-to-vao-gia-re-bat-ngo-pr43107300,"Đường Vân Nội, Xã Vân Nội, Đông Anh, Hà Nội",6 tỷ,100 m²,,,,"4,25 m",3 m,Sổ đỏ/ Sổ hồng,,,Đông
https://batdongsan.com.vn/ban-nha-rieng-duong-vu-trong-phung-phuong-thanh-xuan-bac/ban-4pn-3wc-62m2-tai-ha-noi-pr43121602,"Đường Vũ Trọng Phụng, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",11 tỷ,62 m²,4 phòng,3 phòng,4 tầng,,,Sổ đỏ/ Sổ hồng,,"Đầy đủ: Điều hòa, tủ lạnh, giường...",
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-lumiere-evergreen/ban-1pn-truc-08a-toa-a3-tai-4-3-ty-48m2-tro-lai-suat-0-den-ban-giao-pr43121314,"Dự án Lumiere EverGreen Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","4,3 tỷ",48 m²,1 phòng,1 phòng,,,,Hợp đồng mua bán,Tây - Bắc,Nguyên bản CĐT,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-khuong-trung-phuong-khuong-dinh/hiem-nhinh-6-ty-co-thanh-xuan-moi-keng-full-noi-that-o-ngay-32m2-5-tang-hang-hiem-nh-tay-pr43120903,"Đường Khương Trung, Phường Khương Đình, Thanh Xuân, Hà Nội",Thỏa thuận,32 m²,,,5 tầng,,,Sổ đỏ/ Sổ hồng,,Full nội thất.,
https://batdongsan.com.vn/ban-nha-rieng-duong-bat-khoi-phuong-thach-ban-1/-32m2-5-tang-moi-koong-ngo-ba-gac-rat-gan-oto-tranh-rat-gan-co-linh-pr43121598,"Đường Bát Khối, Phường Thạch Bàn, Long Biên, Hà Nội",6 tỷ,32 m²,3 phòng,4 phòng,5 tầng,"4,5 m","2,5 m",Sổ đỏ/ Sổ hồng,,Cơ bản,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duong-dinh-nghe-phuong-yen-hoa-2-prj-chung-cu-ct6-constrexim/ban-nhanh-101m2-toa-kdt-thiet-ke-3pn-2wc-gia-cuc-tot-q-cau-giay-pr43121534,"Dự án CT6 Constrexim Yên Hòa, Đường Dương Đình Nghệ, Phường Yên Hòa, Cầu Giấy, Hà Nội","6,39 tỷ",101 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Bắc,Đầy đủ,Tây - Nam
https://batdongsan.com.vn/ban-nha-rieng-pho-do-quang-phuong-trung-hoa-4/ban-ngo-26-cau-giay-dt-96m2-x-7-tang-1-ham-mt-7m-gara-o-to-lh-pr42724743,"Ngõ 26, Phố Đỗ Quang, Phường Trung Hòa, Cầu Giấy, Hà Nội",Thỏa thuận,96 m²,,,7 tầng,7 m,,Sổ đỏ,,"Hoàn thiện đầy đủ nội thất có điều hoà, bình nóng lạnh, phòng vệ sinh hiện đại.",
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-trung-van-prj-ct2-viettel-trung-van/gia-dinh-dong-nguoi-rong-rai-xem-ngay-111-7m-gia-7-8-ty-lh-pr43121302,"Dự án CT2 Trung Văn Viettel Hancic, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội","7,8 tỷ","111,7 m²",3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Đầy đủ,Tây - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-trung-hoa-4-prj-khu-do-thi-nam-trung-yen/ban-2-ngu-2-ve-sinh-b11c-o-cuc-suong-o-to-ban-cong-mat-duoi-4-ty-pr42898171,"Dự án Nam Trung Yên, Đường Phạm Hùng, Phường Trung Hòa, Cầu Giấy, Hà Nội","4,05 tỷ",68 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Nam,Đầy đủ,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-la-khe-prj-hpc-landmark-105/quy-chuyen-nhuong-du-an-3-ngu-full-noi-that-san-so-gia-tam-50tr-m2-pr42481143,"Dự án HPC Landmark 105, Phường La Khê, Hà Đông, Hà Nội","5,4 tỷ",86 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Full,Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-la-khe-prj-the-terra-an-hung/quy-co-sieu-hot-3-ngu-90m-full-noi-that-co-slot-o-to-gia-69-trieu-m2-pr42482074,"Dự án The Terra An Hưng, Phường La Khê, Hà Đông, Hà Nội",69 triệu/m²,90 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Bắc,Đầy đủ,Nam
https://batdongsan.com.vn/ban-nha-mat-pho-pho-kim-ma-phuong-kim-ma/hiem-ban-duy-t-ba-dinh-dt-161m2-7-tang-thang-y-mt-rong-gia-chi-45-5-ty-pr42854236,"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội","45,5 tỷ",161 m²,,,7 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ke-ve-phuong-dong-ngac-prj-ecohome-1/ban-1-dien-tich-36m-gia-2-18-ty-so-do-ssgd-pr43121585,"Dự án Ecohome 1, Phố Kẻ Vẽ, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội","2,18 tỷ",37 m²,1 phòng,1 phòng,,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-trung-kinh-phuong-trung-hoa-4/ban-dt-150m2-x-2-tang-tien-9-5m-gia-60-ty-pr43121584,"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",60 tỷ,150 m²,,,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-viet-hung-2-prj-vinhomes-symphony-riverside/chinh-chu-ban-gap-48m2-2n1vs-4-4ty-bao-phi-pr43121495,"Vinhomes Symphony Riverside, Phường Việt Hưng, Long Biên, Hà Nội","4,4 tỷ",48 m²,2 phòng,1 phòng,,,,,,,
